Rank,Land Area (sq mi),City,State,Population
23981,0.52,Sledge, MS,482
23982,0.52,Woodland Beach, MI,"1,728"
23983,0.52,Oakdale, NE,354
23984,0.52,Caledonia, ND,10
23985,0.52,San Perlita, TX,640
23986,0.52,Mitchellville, TN,151
23987,0.52,Belvedere, CA,"2,036"
23988,0.52,Westmoreland, KS,818
23989,0.52,Kingston, MO,322
23990,0.52,Dunlevy, PA,400
23991,0.52,Lake Ivanhoe, WI,512
23992,0.52,Swanville, MN,310
23993,0.52,East Enterprise, IN,500
23994,0.52,Dawson, MD,108
23995,0.52,La Presa, TX,300
23996,0.52,Blue Mound, TX,"2,835"
23997,0.52,Mound Station Village, IL,134
23998,0.52,Yates City, IL,804
23999,0.52,Nichols, NY,484
24000,0.52,Spivey, KS,59
24001,0.52,Munsey Park, NY,"2,712"
24002,0.52,Carlisle, IN,704
24003,0.52,Autryville, NC,405
24004,0.52,Bally, PA,"1,247"
24005,0.52,Dutchtown, MO,40
24006,0.52,Geraldine, MT,268
24007,0.52,City View, SC,"1,467"
24008,0.52,Mayfair, CA,"4,512"
24009,0.52,Slickville, PA,354
24010,0.52,Boyd, MN,130
24011,0.52,Maybell, CO,65
24012,0.52,Lone Wolf, OK,405
24013,0.52,Girardville, PA,"1,356"
24014,0.52,North Adams, MI,634
24015,0.52,Santa Margarita, CA,"1,231"
24016,0.52,Elwood, NE,732
24016,0.52,White River, SD,508
24018,0.52,Wallsburg, UT,331
24019,0.52,Bradenton Beach, FL,"1,142"
24020,0.52,Macclesfield, NC,443
24021,0.52,Greenbackville, VA,190
24022,0.52,Four Points Colonia, TX,18
24023,0.52,Arispe, IA,46
24024,0.52,Blairstown, IA,724
24025,0.52,Phillips, OK,134
24026,0.52,Brooks, OR,997
24027,0.52,Godwin, NC,123
24028,0.52,Waynesburg, OH,962
24029,0.52,Celeryville, OH,352
24030,0.52,Pulpotio Bareas, NM,243
24031,0.52,Alcalde, NM,300
24032,0.52,Grenada, CA,421
24033,0.52,Florissant, CO,53
24034,0.52,Sheatown, PA,702
24035,0.52,Rancho Chico, TX,330
24036,0.52,Strawn, IL,136
24037,0.52,El Cenizo, TX,"3,302"
24038,0.52,Morningside, SD,60
24039,0.52,Herrick, SD,99
24040,0.51,Falling Spring, WV,217
24041,0.51,Richland, IN,471
24042,0.51,Wheeler, OR,349
24043,0.51,Colony, KS,404
24044,0.51,Strong City, OK,70
24045,0.51,Michigan City, ND,199
24046,0.51,South Bethany, DE,393
24047,0.51,Port Washington, OH,556
24048,0.51,Townville, PA,385
24049,0.51,Oneida Castle, NY,698
24050,0.51,Chinook, MT,"1,165"
24051,0.51,Alzada, MT,37
24052,0.51,Catawissa, PA,"1,530"
24053,0.51,Southern View, IL,"1,936"
24054,0.51,Wilcox, PA,441
24055,0.51,Tokeland, WA,181
24056,0.51,Stacyville, IA,553
24057,0.51,Pulaski, IA,295
24058,0.51,Bainbridge village, OH,772
24059,0.51,Thompson, PA,332
24060,0.51,Axtell, KS,411
24061,0.51,Anderson, TX,247
24062,0.51,Milton, ND,52
24063,0.51,Linwood, PA,"3,394"
24064,0.51,Waubun, MN,504
24065,0.51,Mcsherrystown, PA,"3,050"
24066,0.51,Stotts City, MO,144
24067,0.51,Wadsworth, NY,218
24068,0.51,Hyndman, PA,862
24069,0.51,Etna Green, IN,679
24070,0.51,Brackenridge, PA,"3,256"
24071,0.51,Coleridge, NE,565
24072,0.51,Monument, OR,120
24073,0.51,Sibley, IL,324
24074,0.51,Viking, MN,120
24075,0.51,Uncertain, TX,99
24076,0.51,West Pelzer, SC,844
24077,0.51,Turtle Lake, ND,488
24078,0.51,Grass Valley, OR,164
24079,0.51,Ronco, PA,62
24080,0.51,Crum, WV,157
24081,0.51,Byersville, NY,123
24082,0.51,Torrey, UT,286
24083,0.51,Mahanoy City, PA,"4,126"
24084,0.51,Wyoming, IA,432
24085,0.51,Lemoyne, NE,37
24086,0.51,Cherry Valley, NY,537
24087,0.51,Jewett, OH,650
24088,0.51,Sedan, MN,30
24089,0.51,Rye, AZ,63
24090,0.51,Cantril, IA,168
24091,0.51,Doniphan, NE,935
24092,0.51,Odessa, DE,643
24093,0.51,Wheaton, MO,725
24094,0.51,Klemme, IA,523
24095,0.51,Bennet, NE,896
24096,0.51,Sylvan Lake, MI,"1,591"
24097,0.51,Leeton, MO,764
24098,0.51,Lake View, TX,81
24099,0.51,Elaine, AR,809
24100,0.51,Haugen, WI,333
24101,0.51,Rosman, NC,723
24102,0.51,Deshler, NE,670
24103,0.51,Yankee Lake, OH,87
24104,0.51,Stanton, TN,338
24105,0.51,Kickapoo Site 7, KS,67
24106,0.51,Sandyville, IA,71
24107,0.51,Taloga, OK,325
24108,0.51,Bessie, OK,186
24109,0.51,Hoffman, IL,555
24110,0.51,Lenora, KS,265
24111,0.51,Roachdale, IN,867
24112,0.51,Meadow, UT,289
24113,0.51,Clare, IA,190
24114,0.51,Greycliff, MT,63
24115,0.51,Paden, OK,602
24116,0.51,Bowerston, OH,393
24117,0.51,Smithland, KY,452
24118,0.51,Minerva Park, OH,"1,626"
24119,0.51,Oriskany Falls, NY,836
24120,0.51,Glen White, WV,495
24121,0.51,Hillsboro, IA,222
24122,0.51,Dailey, WV,92
24123,0.51,Grinnell, KS,277
24124,0.51,Henderson, NY,184
24125,0.51,Garrett, PA,401
24126,0.51,Holland Patent, NY,376
24127,0.51,Linden, NC,156
24128,0.51,Callao, MO,351
24129,0.51,Devol, OK,154
24130,0.51,Baggs, WY,369
24131,0.51,Meansville, GA,166
24132,0.51,Vance, SC,107
24133,0.51,Pitcairn, PA,"3,283"
24134,0.51,Stratton, CO,630
24135,0.51,Monroe, OR,746
24136,0.51,Strattanville, PA,620
24137,0.51,Verona, PA,"2,502"
24138,0.50,Dallas, SD,97
24139,0.50,Lovelaceville, KY,234
24140,0.50,Hopedale, IL,"1,018"
24141,0.50,Morristown, OH,225
24142,0.50,Newtown, IN,282
24143,0.50,Bechtelsville, PA,828
24144,0.50,Crescent City, IL,703
24145,0.50,Keego Harbor, MI,"3,003"
24146,0.50,Clarksville, MI,397
24147,0.50,Valley-Hi, PA,6
24148,0.50,Ligonier, PA,"1,460"
24149,0.50,Pennville, IN,806
24150,0.50,Mulberry, KS,547
24151,0.50,O Brien, TX,142
24152,0.50,Camp Wood, TX,"1,057"
24153,0.50,St. Vincent College, PA,"1,299"
24154,0.50,Jefferson, SD,570
24155,0.50,Lumberport, WV,"1,052"
24156,0.50,Marshall, OK,347
24157,0.50,Lilly, PA,846
24158,0.50,Narberth, PA,"4,295"
24159,0.50,Bethel Manor, VA,"3,761"
24160,0.50,Spiceland, IN,900
24161,0.50,Oak Hill, MI,610
24162,0.50,Bourneville, OH,285
24163,0.50,Atlanta, KS,278
24164,0.50,Smithers, WV,987
24165,0.50,Guide Rock, NE,238
24166,0.50,Edgewood CDP, PA,"2,148"
24167,0.50,Hundred, WV,284
24168,0.50,Chesapeake City, MD,703
24169,0.50,Madison, NY,299
24170,0.50,Regal, MN,45
24171,0.50,Hyde Park, PA,"2,649"
24172,0.50,Canton, KS,"1,006"
24173,0.50,Logan, MT,58
24174,0.50,Lovilia, IA,580
24175,0.50,Fayetteville, TX,293
24176,0.50,Forest River, ND,121
24177,0.50,Conrath, WI,109
24178,0.50,Oceola, OH,125
24179,0.50,Lester, WV,350
24180,0.50,Buck Run, PA,112
24181,0.50,Twilight, WV,151
24182,0.50,Knights Landing, CA,"1,161"
24183,0.50,Webb, IA,145
24184,0.50,Malden On Hudson, NY,417
24185,0.50,Manns Choice, PA,313
24186,0.50,Winifred, MT,187
24187,0.50,Kickapoo Site 1, KS,143
24188,0.50,Bay Park, NY,"1,637"
24189,0.50,San Jose, IL,582
24190,0.50,Garber, OK,720
24191,0.50,South Pekin, IL,"1,160"
24192,0.50,Lewis, IA,467
24193,0.50,Knox, ND,36
24194,0.50,Yacolt, WA,"1,876"
24195,0.50,University Park, MD,"2,596"
24196,0.50,Widener, AR,263
24197,0.50,Newsoms, VA,486
24198,0.50,Odanah, WI,9
24199,0.50,Ogden, AR,173
24200,0.50,Antoine, AR,144
24201,0.50,Malin, OR,712
24202,0.50,Rewey, WI,300
24203,0.50,Salisbury Mills, NY,328
24204,0.50,New Hartford, IA,598
24205,0.50,Battle Creek, IA,676
24206,0.50,Winigan, MO,59
24207,0.50,Wakefield, KS,"1,034"
24208,0.50,Winchester, AR,206
24209,0.50,Blanchardville, WI,805
24210,0.50,Mcclure, OH,759
24211,0.50,Auburn, IA,260
24212,0.50,Hobart, NY,515
24213,0.50,Rockham, SD,75
24214,0.50,Bena, MN,122
24215,0.50,North Hornell, NY,748
24216,0.50,Oreana, IL,958
24217,0.50,Trimble, MO,637
24218,0.50,Kimbolton, OH,129
24219,0.50,Bethany, PA,299
24220,0.50,Marysville, MT,114
24221,0.50,Kincaid, KS,138
24222,0.50,Taylor, ND,190
24222,0.50,Nordheim, TX,335
24224,0.50,Shaniko, OR,7
24225,0.50,Gardner, ND,82
24226,0.50,Silo, OK,291
24227,0.50,Muir, PA,434
24228,0.50,Hoyt, KS,746
24229,0.50,Richmond Dale, OH,387
24230,0.50,Oakville, WA,706
24231,0.50,Beaver Creek, MN,310
24232,0.50,Neosho Rapids, KS,229
24233,0.50,Collins, WI,178
24234,0.50,Forest Hills, NC,454
24235,0.50,Plumville, PA,266
24236,0.50,Mocanaqua, PA,668
24237,0.50,Humphrey, NE,782
24238,0.50,Francisco, IN,771
24239,0.50,Wintersburg, AZ,110
24240,0.50,Oglesby, TX,474
24241,0.49,Spelter, WV,519
24242,0.49,Avis, PA,"1,732"
24243,0.49,Plandome, NY,"1,430"
24244,0.49,Parkline, ID,80
24245,0.49,Clayton, IA,37
24246,0.49,Minden, WV,441
24247,0.49,Star City, WV,"1,888"
24248,0.49,Severy, KS,293
24249,0.49,Monroe Borough, PA,684
24250,0.49,Pillow, PA,267
24251,0.49,Tunnelhill, PA,362
24252,0.49,Roosevelt, OK,263
24253,0.49,Newberry, IN,183
24254,0.49,Muir Beach, CA,292
24255,0.49,Phelps City, MO,7
24256,0.49,New England, ND,587
24257,0.49,Wilmot, SD,523
24258,0.49,Chatsworth, IA,68
24259,0.49,Roberts, IL,352
24260,0.49,Langhorne, PA,"1,503"
24261,0.49,Ross Corner, NJ,13
24262,0.49,Louisville, KS,304
24263,0.49,Keyport, WA,543
24264,0.49,Brooklawn, NJ,"1,879"
24265,0.49,Monson, CA,191
24266,0.49,Bonfield, IL,299
24267,0.49,Collins, IA,428
24268,0.49,Java, SD,176
24269,0.49,Vernon Center, MN,330
24270,0.49,Klingerstown, PA,88
24271,0.49,Tiki Island, TX,896
24272,0.49,Ellsinore, MO,583
24273,0.49,Brandywine, WV,158
24274,0.49,Santa Cruz, NM,345
24275,0.49,Golconda, IL,822
24276,0.49,Esperance, NY,393
24277,0.49,Oxbow Estates, AZ,145
24278,0.49,Saint Anthony, MN,98
24279,0.49,Highland Beach, FL,"3,614"
24280,0.49,Ellis Grove, IL,500
24281,0.49,Portland, PA,523
24282,0.49,Accident, MD,309
24283,0.49,Mapleton, KS,115
24284,0.49,Pateros, WA,560
24285,0.49,Buffalo, OH,304
24286,0.49,Twin Lakes, MN,198
24287,0.49,Murrayville, IL,573
24288,0.49,Balfour, ND,13
24289,0.49,Waterview, MD,31
24290,0.49,Pine Grove, WA,114
24291,0.49,Kent, IA,18
24292,0.49,Polk, NE,332
24293,0.49,Otterville, MO,535
24294,0.49,Clearbrook, MN,502
24295,0.49,Askewville, NC,224
24296,0.49,Rowan, IA,186
24297,0.49,Reardan, WA,756
24298,0.49,Summitville, IN,"1,078"
24299,0.49,Barnesville, MD,160
24300,0.49,Enon Valley, PA,361
24301,0.49,Bazile Mills, NE,25
24302,0.49,Spencer Mountain, NC,28
24303,0.49,Cathlamet, WA,657
24304,0.49,Monongah, WV,"1,029"
24305,0.49,Cooperton, OK,16
24306,0.49,Cundiyo, NM,8
24307,0.49,Deer Island, OR,421
24308,0.49,Ririe, ID,770
24309,0.49,Idaville, OR,461
24310,0.49,Moro, OR,329
24311,0.49,Libertyville, IA,346
24312,0.49,Blunt, SD,378
24313,0.49,Strathcona, MN,42
24314,0.49,Foster, MO,112
24315,0.49,Sharpsburg, PA,"3,436"
24316,0.49,Seatonville, IL,329
24317,0.49,Hamilton, NC,337
24318,0.49,Hunnewell, KS,66
24319,0.49,Western, NE,326
24320,0.49,Calvin, OK,260
24321,0.49,Buchtel, OH,524
24322,0.49,Sequndo, CO,129
24323,0.49,Waterville, KS,682
24324,0.49,West Menlo Park, CA,"3,743"
24325,0.49,Potomac, IL,728
24326,0.49,Wolfhurst, OH,"1,458"
24327,0.49,Versailles, PA,"1,634"
24328,0.49,Valentine, TX,121
24329,0.49,Joppa, IL,319
24330,0.49,Peterson, MN,194
24331,0.49,Cumberland, OH,367
24332,0.49,Wyandotte, OK,329
24333,0.49,Roy, WA,654
24334,0.48,Ridgeway, SC,423
24335,0.48,Trinidad, CA,236
24336,0.48,Victor, IA,996
24337,0.48,Nickelsville, VA,423
24338,0.48,Franklin Grove, IL,"1,232"
24339,0.48,Plandome Manor, NY,827
24340,0.48,Conejos, CO,114
24341,0.48,Blandburg, PA,371
24342,0.48,Reiles Acres, ND,618
24343,0.48,Protivin, IA,248
24344,0.48,Floris, IA,170
24345,0.48,Elliott, IL,264
24346,0.48,Melvina, WI,80
24347,0.48,Hospers, IA,769
24348,0.48,Avondale, PA,"1,587"
24349,0.48,Weinert, TX,192
24350,0.48,Cresson, PA,"1,626"
24351,0.48,German Valley, IL,481
24352,0.48,Lorraine, NY,123
24353,0.48,Calamus, IA,380
24354,0.48,Charter Oak, IA,503
24355,0.48,Forest Heights, MD,"2,496"
24356,0.48,Williamsburg, NM,525
24357,0.48,Kelford, NC,184
24358,0.48,Mowrystown, OH,296
24359,0.48,Venice, NE,63
24360,0.48,East Tulare Villa, CA,951
24361,0.48,Rosine, KY,113
24362,0.48,Rollingstone, MN,615
24363,0.48,Mount Crawford, VA,454
24364,0.48,Chester, AR,105
24365,0.48,East Bank, WV,928
24366,0.48,Ostrander, MN,249
24367,0.48,Chesapeake, WV,"1,469"
24368,0.48,Fromberg, MT,365
24369,0.48,Novice, TX,156
24370,0.48,Del Rey Oaks, CA,"1,727"
24371,0.48,Sipsey, AL,381
24372,0.48,Hermosa, SD,463
24373,0.48,Petersburg, MI,"1,395"
24374,0.48,Davidson, OK,374
24375,0.48,Lewistown, MO,542
24376,0.48,Packwaukee, WI,281
24377,0.48,Hastings, OK,61
24378,0.48,Arkansas City, AR,543
24379,0.48,Carrizo Hill, TX,"1,326"
24380,0.48,Mabel, MN,783
24381,0.48,Galva, KS,908
24382,0.48,Streetman, TX,283
24383,0.48,Loreauville, LA,680
24384,0.48,Higden, AR,138
24385,0.48,Belvidere, NE,38
24386,0.48,Shannon, IL,701
24387,0.48,Belleair Beach, FL,"1,705"
24388,0.48,Aurora, OR,998
24389,0.48,Clarksburg, IN,326
24390,0.48,Sawyer, ND,305
24391,0.48,Honey Brook, PA,"1,681"
24392,0.48,Middle River, MN,335
24393,0.48,Hometown, IL,"4,358"
24394,0.48,Pocasset, OK,130
24395,0.48,Snyder, NE,357
24396,0.48,Racine, WV,219
24397,0.48,Hopkins, MI,654
24398,0.48,Lumberton, NM,101
24399,0.48,Orrum, NC,60
24400,0.48,Hanna City, IL,"1,308"
24401,0.48,Antelope, OR,8
24402,0.48,La Rue, OH,606
24403,0.48,Highland Park, FL,289
24404,0.48,Waynetown, IN,"1,042"
24405,0.48,Pigeon Falls, WI,381
24406,0.48,Dawson, IA,217
24407,0.48,Port Washington North, NY,"3,186"
24408,0.48,Fallston, PA,197
24409,0.48,Lodgepole, NE,264
24410,0.48,Fultonville, NY,662
24411,0.48,Big Falls, WI,126
24412,0.48,Riley, KS,"1,002"
24413,0.48,Sweet Grass, MT,94
24414,0.48,Dillsboro, NC,319
24415,0.48,Slabtown, PA,125
24416,0.48,Eckley, CO,314
24417,0.48,Kelly, WY,45
24418,0.48,Chester, MT,834
24419,0.48,Hatch, UT,239
24420,0.48,Englewood, PA,792
24421,0.48,Scandia, KS,437
24422,0.48,Erwin, SD,60
24423,0.48,Dorchester, NE,598
24424,0.48,Kensington, MD,"1,909"
24425,0.48,Grenola, KS,196
24426,0.48,Herron Island, WA,74
24427,0.48,Metolius, OR,862
24428,0.48,Cornwells Heights, PA,"1,445"
24429,0.48,Fruitdale, OR,"1,057"
24430,0.48,Casa Conejo, CA,"3,699"
24431,0.48,Panorama Heights, CA,38
24432,0.48,Prospect Park, NJ,"5,915"
24433,0.47,Senecaville, OH,428
24434,0.47,Hartwell, MO,16
24435,0.47,Lead Hill, AR,291
24436,0.47,Arion, IA,139
24437,0.47,Cambridge, ID,208
24438,0.47,Alexis, IL,862
24439,0.47,Grainfield, KS,343
24440,0.47,Jessie, ND,30
24441,0.47,Maxwell, NM,156
24442,0.47,Fostoria, IA,124
24443,0.47,Mason City, NE,188
24444,0.47,West Burke, VT,340
24445,0.47,Goodwin, SD,160
24446,0.47,Brandon, MN,497
24447,0.47,Stamford, NE,218
24448,0.47,Shoal Creek Drive, MO,288
24449,0.47,Crystal Lakes, OH,"1,398"
24450,0.47,Elbert, CO,174
24451,0.47,Stanton, ND,426
24452,0.47,Elmore City, OK,730
24453,0.47,Hopewell Junction, NY,611
24454,0.47,Emerson, NE,800
24455,0.47,Faxon, PA,"1,350"
24456,0.47,Sunburg, MN,101
24457,0.47,Eden, MS,100
24458,0.47,Jericho, AR,60
24459,0.47,New Salem borough, PA,814
24460,0.47,Elizabeth, WV,876
24461,0.47,Taft Mosswood, CA,"1,398"
24462,0.47,Chesapeake, OH,891
24463,0.47,Rayland, OH,390
24464,0.47,Cairo, WV,390
24465,0.47,Taneyville, MO,334
24466,0.47,Albion, ID,210
24467,0.47,Vicksburg, PA,233
24468,0.47,Chokio, MN,421
24469,0.47,South Fork, PA,"1,009"
24470,0.47,Everton, AR,185
24471,0.47,Cool Valley, MO,"1,133"
24472,0.47,Brooksville, KY,474
24473,0.47,Dixie Inn, LA,283
24474,0.47,Spottsville, KY,190
24475,0.47,Peoria, OR,84
24476,0.47,Northfield, KY,934
24477,0.47,Macon, NC,118
24478,0.47,Mullin, TX,148
24479,0.47,Waterford, OH,364
24480,0.47,Mars, PA,"1,460"
24481,0.47,Milburn, OK,313
24482,0.47,Scranton, AR,233
24483,0.47,Persia, IA,302
24484,0.47,Adrian, TX,218
24485,0.47,Centralia, KS,524
24486,0.47,Aldrich, MN,73
24487,0.47,Bagnell, MO,88
24488,0.47,Vintondale, PA,410
24489,0.47,Eads, CO,545
24490,0.47,Pittsburg, OK,172
24491,0.47,Heimdal, ND,5
24492,0.47,Mullen, NE,398
24493,0.47,La Paloma Ranchettes, TX,453
24494,0.47,West Belmar, NJ,"2,517"
24495,0.47,Chevy Chase, MD,"2,907"
24496,0.47,Saxtons River, VT,627
24497,0.47,Tanquecitos South Acres, TX,466
24498,0.47,Oakdale, PA,"1,414"
24499,0.47,Pink Hill, NC,377
24500,0.47,Wilkeson, WA,461
24501,0.47,Cutler, IL,443
24502,0.47,Colmar Manor, MD,"1,737"
24503,0.47,Milford, PA,"1,039"
24504,0.47,Danube, MN,515
24505,0.47,Fairview, MO,364
24506,0.47,Swayzee, IN,993
24507,0.47,Farmington, IA,822
24508,0.47,Menlo, IA,363
24509,0.47,Baylis, IL,182
24510,0.47,Morland, KS,110
24511,0.47,Mosier, OR,456
24512,0.47,Cherokee City, AR,72
24513,0.47,Middletown, MI,742
24514,0.47,Preston, KS,159
24515,0.47,Mccool Junction, NE,394
24516,0.47,Comfrey, MN,382
24517,0.47,Brewster, NY,"2,350"
24518,0.47,Star Harbor, TX,555
24519,0.47,Sinking Spring, OH,157
24520,0.47,Dodge, ND,123
24521,0.47,Deerfield, KS,791
24522,0.47,Mountain Park, GA,529
24523,0.47,Danforth, IL,543
24524,0.47,Hayesville, NC,393
24525,0.47,Hope, ID,67
24526,0.47,Pleasureville, KY,918
24527,0.47,Brownsdale, MN,746
24528,0.47,Honomu, HI,409
24529,0.47,New Bethlehem, PA,902
24530,0.47,Fowler, KS,463
24531,0.47,Beardsley, MN,191
24532,0.47,Singac, NJ,"4,928"
24533,0.47,Roscoe, SD,315
24534,0.47,Royal Lakes Village, IL,132
24535,0.47,East Fultonham, OH,303
24536,0.47,Russellville, IL,66
24537,0.47,Kahlotus, WA,143
24538,0.47,Glasgow, WV,748
24539,0.47,Rochester, KY,202
24540,0.47,Fairfax, MO,652
24541,0.47,Nilwood, IL,226
24542,0.47,Silver Ridge, NJ,"1,447"
24543,0.47,Minnetonka Beach, MN,587
24544,0.47,Pringle, PA,927
24545,0.47,Lyon, MS,308
24546,0.46,Brookside, CO,268
24547,0.46,Darbyville, OH,206
24548,0.46,Manorhaven, NY,"6,638"
24549,0.46,Louisburg, MO,143
24550,0.46,Lake Bridgeport, TX,288
24551,0.46,Lane, SD,101
24552,0.46,Smithfield, IL,202
24553,0.46,Carter, OK,275
24554,0.46,Low Moor, IA,186
24555,0.46,Bartow, WV,68
24556,0.46,Turney, MO,148
24557,0.46,Reinerton, PA,360
24558,0.46,Clarksville, MO,409
24559,0.46,Tilghmanton, MD,546
24560,0.46,Melvin, TX,240
24561,0.46,Valley Falls, NY,502
24562,0.46,Butterfield, MO,524
24563,0.46,Chelsea, WI,109
24564,0.46,Beulah, MS,374
24565,0.46,Glen Saint Mary, FL,531
24566,0.46,Browntown, PA,"1,375"
24567,0.46,New Albany, PA,375
24568,0.46,Dooling, GA,349
24569,0.46,Cheswick, PA,"1,723"
24570,0.46,Greenleaf, KS,378
24571,0.46,Clarksville, OH,457
24572,0.46,Paradise Heights, FL,550
24573,0.46,Yellow Bluff, AL,182
24574,0.46,Templeton, PA,331
24575,0.46,Norwich, KS,421
24576,0.46,Mount Hermon, NJ,130
24577,0.46,New Virginia, IA,491
24578,0.46,White Oak, MS,922
24579,0.46,Gardners, PA,142
24580,0.46,Cecilton, MD,675
24581,0.46,Coolidge, KS,107
24582,0.46,North Fairfield, OH,690
24583,0.46,Potter, NE,332
24584,0.46,Grand Ridge, IL,512
24585,0.46,Woodruff, UT,332
24586,0.46,Utica, NE,851
24587,0.46,Rand, WV,"1,164"
24588,0.46,Waltham, MN,152
24589,0.46,Prairieburg, IA,199
24590,0.46,Estral Beach, MI,462
24591,0.46,Vaiva Vo, AZ,35
24592,0.46,Acalanes Ridge, CA,"1,226"
24593,0.46,Underwood, IA,925
24594,0.46,California Junction, IA,94
24595,0.46,Stonington, IL,889
24596,0.46,Big Creek, CA,201
24597,0.46,Alton, NH,397
24598,0.46,Boyce, LA,"1,456"
24599,0.46,Osterdock, IA,67
24600,0.46,High Hill, MO,238
24601,0.46,Neola, IA,874
24602,0.46,Grand Acres, TX,49
24603,0.46,Lincoln, IA,134
24604,0.46,Idlewild, CA,32
24605,0.46,Lake Lillian, MN,235
24606,0.46,Dotyville, OK,95
24607,0.46,Rose Creek, MN,434
24608,0.46,Oak City, NC,314
24609,0.46,Industry, IL,432
24610,0.46,Esmond, ND,108
24611,0.46,Merrill, OR,843
24612,0.46,Medaryville, IN,600
24613,0.46,Robbinsville, NC,653
24614,0.46,Endicott, NE,123
24615,0.46,Turon, KS,301
24616,0.46,Illiopolis, IL,913
24617,0.46,Owaneco, IL,165
24618,0.46,Laurel Springs, NJ,"1,910"
24619,0.46,Bayard, IA,488
24620,0.46,Otho, IA,526
24621,0.46,Minneola, KS,706
24622,0.46,Montrose, AR,341
24623,0.46,Beach City, OH,943
24624,0.46,Center, ND,566
24625,0.46,Climax Springs, MO,114
24626,0.46,Aurora, SD,704
24627,0.46,La Motte, IA,228
24628,0.46,Mehama, OR,200
24629,0.46,Monaville, WV,182
24630,0.46,Thompson, ND,"1,163"
24631,0.46,Akron, IN,"1,337"
24632,0.46,Kanarraville, UT,334
24633,0.46,Knoxville, PA,571
24634,0.46,Picuris Pueblo, NM,40
24635,0.46,Luxemburg, IA,192
24636,0.46,Halifax, NC,279
24637,0.46,Montour, IA,268
24638,0.46,Mill Creek, WV,796
24639,0.46,Halliday, ND,279
24640,0.46,Malone, TX,244
24641,0.46,Crowder, MS,570
24642,0.46,Westwood, PA,"1,282"
24643,0.46,Floyd, VA,631
24644,0.46,Verona, OH,473
24645,0.46,Jamaica, IA,224
24646,0.46,Phoenicia, NY,305
24647,0.46,Woodland, IL,370
24648,0.46,Cement, OK,550
24649,0.46,Deer Grove, IL,67
24650,0.46,Forest Lake, IL,"1,750"
24651,0.46,Tiskilwa, IL,950
24652,0.46,Bel Air, MD,"1,119"
24653,0.46,Roseville, PA,166
24654,0.45,Ralston, OK,324
24655,0.45,Blair, OK,606
24656,0.45,Willow City, ND,204
24657,0.45,South Uniontown, PA,"1,116"
24658,0.45,Bush, IL,293
24659,0.45,Yorklyn, PA,"1,809"
24660,0.45,Terre Hill, PA,"1,384"
24661,0.45,Needmore, PA,111
24662,0.45,Du Bois, NE,151
24663,0.45,Burkittsville, MD,153
24664,0.45,Orient, IA,385
24665,0.45,Proctorville, NC,176
24666,0.45,Avon, IL,711
24667,0.45,Beverly, WV,648
24668,0.45,West Line, MO,79
24669,0.45,Whites City, NM,118
24670,0.45,Donnelly, ID,110
24671,0.45,Amherst, CO,35
24672,0.45,Cuyama, CA,72
24673,0.45,Morrison, MO,93
24674,0.45,Fielding, UT,494
24675,0.45,Fessenden, ND,539
24676,0.45,Del Mar Heights, TX,261
24677,0.45,Put In Bay, OH,114
24678,0.45,Hot Springs Landing, NM,134
24679,0.45,Tioga, PA,653
24680,0.45,San Antonio, NM,24
24681,0.45,Domino, TX,79
24682,0.45,Everetts, NC,133
24683,0.45,Richgrove, CA,"3,006"
24684,0.45,Los Huisaches, TX,28
24685,0.45,San Mar, MD,185
24686,0.45,Shickshinny, PA,700
24687,0.45,Gifford, IL,923
24688,0.45,Reydon, OK,202
24689,0.45,Cucumber, WV,30
24690,0.45,Bendersville, PA,741
24691,0.45,Winslow, IL,235
24692,0.45,Keystone, IA,657
24693,0.45,Prue, OK,451
24694,0.45,Jerome, IL,"1,532"
24695,0.45,Mondamin, IA,336
24696,0.45,Talala, OK,398
24697,0.45,Horseshoe Beach, FL,136
24698,0.45,Crystal Bay, NV,193
24699,0.45,Lima, OK,78
24700,0.45,Dumont, MN,79
24701,0.45,Goldsboro, PA,953
24702,0.45,Bevington, IA,23
24703,0.45,Qulin, MO,652
24704,0.45,Creston, WA,228
24705,0.45,Retsof, NY,225
24706,0.45,Cedarville, IL,603
24707,0.45,Flemington, PA,"1,306"
24708,0.45,Jackson, NE,196
24709,0.45,Emery, SD,509
24710,0.45,Broadmoor, CA,"4,734"
24711,0.45,Phoenix, IL,"2,143"
24712,0.45,Chappaqua, NY,"1,170"
24713,0.45,Cabana Colony, FL,"2,103"
24714,0.45,Delight, AR,310
24715,0.45,Warren Park, IN,"1,596"
24716,0.45,Dalton, WI,225
24717,0.45,San Ardo, CA,647
24718,0.45,Yeagertown, PA,"1,075"
24719,0.45,Addison, WV,"1,133"
24720,0.45,Kilbourne, OH,138
24721,0.45,Turbotville, PA,694
24722,0.45,Lake Ann, MI,267
24723,0.45,Haviland, KS,769
24724,0.45,Leeds, ND,421
24725,0.45,East Washington, PA,"2,076"
24726,0.45,Roy Lake, MN,20
24727,0.45,Iredell, TX,368
24728,0.45,Searsboro, IA,165
24729,0.45,Arnold City, PA,609
24730,0.45,Orchard, NE,434
24731,0.45,Belleair Bluffs, FL,"2,098"
24732,0.45,Golf, IL,490
24733,0.45,Shoreham, NY,468
24734,0.45,Holt, MO,481
24735,0.45,Madison, MO,655
24736,0.45,Belle Prairie City, IL,63
24737,0.45,Fordsville, KY,463
