Rank,Land Area (sq mi),City,State,Population
8111,4.35,Kelleys Island, OH,171
8112,4.35,Bordelonville, LA,865
8113,4.35,Los Ranchos De Albuquerque, NM,"6,074"
8114,4.35,Quinebaug, CT,974
8115,4.35,Montebello, NY,"4,588"
8116,4.35,Woodson, AR,384
8117,4.34,Edmeston, NY,809
8118,4.34,Hamilton Square, NJ,"12,870"
8119,4.34,Mcrae, GA,"5,762"
8120,4.34,Mesa Verde, CA,"1,004"
8121,4.34,Winchester, NV,"28,111"
8122,4.34,Waconia, MN,"11,230"
8123,4.34,Ursine, NV,135
8124,4.34,Groveton, VA,"15,478"
8125,4.34,Milan, NM,"3,261"
8126,4.34,Groesbeck, TX,"4,325"
8127,4.34,Star Lake, NY,921
8128,4.33,Doffing, TX,"5,059"
8129,4.33,Maquoketa, IA,"6,064"
8130,4.33,Wallace, CA,682
8131,4.33,West Liberty, KY,"3,248"
8132,4.33,Springfield, FL,"9,095"
8133,4.33,Ypsilanti, MI,"19,844"
8134,4.33,Eldora, IA,"2,707"
8135,4.33,Fredericktown, MO,"4,043"
8136,4.33,Big Rock, IL,"1,053"
8137,4.33,Lakeside, VA,"12,854"
8138,4.33,Hannahs Mill, GA,"3,975"
8139,4.33,Fabens, TX,"8,282"
8140,4.32,Lula, GA,"2,771"
8141,4.32,Wellford, SC,"2,472"
8142,4.32,Barberton, WA,"5,895"
8143,4.32,Bellefontaine Neighbors, MO,"10,823"
8144,4.32,Bridgetown, OH,"14,412"
8145,4.32,Kingsford, MI,"5,115"
8146,4.32,Selden, NY,"20,390"
8147,4.32,Pioneer, CA,"1,237"
8148,4.32,Des Peres, MO,"8,443"
8149,4.32,Chesapeake Ranch Estates, MD,"10,385"
8150,4.32,Polk City, IA,"3,770"
8151,4.32,Upper Brookville, NY,"1,447"
8152,4.32,Altoona, AL,764
8153,4.32,Concordia, KS,"5,327"
8154,4.32,Merriam, KS,"11,191"
8155,4.31,Muldrow, OK,"3,375"
8156,4.31,Sherwood, OR,"18,687"
8157,4.31,Tombstone, AZ,"1,674"
8158,4.31,Scott, IL,"3,314"
8159,4.31,Harrodsburg, IN,761
8160,4.31,De Beque, CO,377
8161,4.31,Raemon, NC,144
8162,4.31,Desert Hills, AZ,"2,508"
8163,4.31,Valley Cottage, NY,"10,185"
8164,4.31,Slater-Marietta, SC,"2,414"
8165,4.31,Graceville, FL,"2,266"
8166,4.31,Ahoskie, NC,"5,017"
8167,4.31,Saint Matthews, KY,"17,686"
8168,4.31,Creve Coeur, IL,"5,717"
8169,4.30,Opa Locka, FL,"15,867"
8170,4.30,Laurel, MD,"25,673"
8171,4.30,Onalaska, TX,"1,731"
8172,4.30,De Soto, MO,"6,449"
8173,4.30,Hutchinson Island South, FL,"4,877"
8174,4.30,Gering, NE,"8,463"
8175,4.30,Crestwood Village, NJ,"7,703"
8176,4.30,Krebs, OK,"2,384"
8177,4.30,Lauderdale Lakes, WI,"1,100"
8178,4.30,Scituate, MA,"5,623"
8179,4.29,Elephant Butte, NM,"1,562"
8180,4.29,Fountain City, WI,910
8181,4.29,Whitehouse, OH,"4,391"
8182,4.29,Roebuck, SC,"2,065"
8183,4.29,Parkville, MD,"31,606"
8184,4.29,East Flat Rock, NC,"3,917"
8185,4.29,Brooks, GA,600
8186,4.29,Daleville, VA,"2,565"
8187,4.29,Pike, CA,126
8188,4.29,Salem, NC,"2,349"
8189,4.29,Barataria, LA,908
8190,4.28,Doolittle, TX,"3,597"
8191,4.28,Fort Jesup, LA,407
8192,4.28,Lake Waynoka, OH,902
8193,4.28,La Vista, NE,"17,125"
8194,4.28,Pukalani, HI,"8,067"
8195,4.28,North Conway, NH,"2,347"
8196,4.28,South Bloomfield, OH,"2,275"
8197,4.28,Ottertail, MN,532
8198,4.28,Stafford Courthouse, VA,"4,405"
8199,4.28,Charleston, AR,"2,517"
8200,4.28,Walnut Hill, TN,"2,375"
8201,4.28,Richland Center, WI,"5,128"
8202,4.28,Murphy, OK,168
8203,4.27,Nitro, WV,"6,860"
8204,4.27,Saint James, MO,"4,184"
8205,4.27,Brookfield, MO,"4,462"
8206,4.27,Walton, KY,"3,977"
8207,4.27,Herndon, VA,"24,141"
8208,4.27,Seward, NE,"7,050"
8209,4.27,Ticonderoga, NY,"3,335"
8210,4.27,Brodheadsville, PA,"1,746"
8211,4.27,Decatur, GA,"19,888"
8212,4.27,Oxoboxo River, CT,"3,230"
8213,4.27,Trevorton, PA,"1,669"
8214,4.27,Homeland, CA,"5,921"
8215,4.27,Alexander, IA,190
8216,4.27,Dot Lake Village, AK,38
8217,4.27,Cheney, WA,"11,014"
8218,4.27,Finley Point, MT,744
8219,4.27,North Bend, WA,"6,127"
8220,4.26,Merlin, OR,"1,594"
8221,4.26,State Line, MS,541
8222,4.26,Howe, TX,"2,600"
8223,4.26,Forest City, FL,"14,724"
8224,4.26,Enumclaw, WA,"11,388"
8225,4.26,Germantown, OH,"5,545"
8226,4.26,Tysons Corner, VA,"21,828"
8227,4.26,Enon, VA,"3,752"
8228,4.26,Randolph, VT,"2,361"
8229,4.26,Fountainebleau, FL,"53,413"
8230,4.26,Saline, MI,"9,000"
8231,4.26,Fort Loudon, PA,968
8232,4.26,Maysville, GA,"2,079"
8233,4.26,Dover, MA,"2,249"
8234,4.26,Burlington, WA,"8,466"
8235,4.26,Old Mystic, CT,"3,559"
8236,4.26,Lubeck, WV,"1,304"
8237,4.25,Saint Martin, MS,"7,627"
8238,4.25,Sun, LA,306
8239,4.25,Suitland, MD,"24,180"
8240,4.25,Agency, MO,840
8241,4.25,Fort Pierce North, FL,"6,901"
8242,4.25,Perryville, AR,"1,542"
8243,4.25,Grand Point, LA,"2,164"
8244,4.25,Raeford, NC,"4,783"
8245,4.25,Brooklyn, OH,"11,047"
8246,4.25,Palos Hills, IL,"17,584"
8247,4.25,Cortland, OH,"7,050"
8248,4.25,Smackover, AR,"1,862"
8249,4.25,Rush City, MN,"3,074"
8250,4.25,Lagunitas-Forest Knolls, CA,"2,007"
8251,4.25,La Honda, CA,741
8252,4.25,La Grande, WA,129
8253,4.25,Baudette, MN,"1,039"
8254,4.25,Gentry, AR,"3,291"
8255,4.25,Forest Hill, TX,"12,612"
8256,4.24,Powell, WY,"6,365"
8257,4.24,China Grove, TX,"1,152"
8258,4.24,Merrydale, LA,"9,601"
8259,4.24,Ellettsville, IN,"6,352"
8260,4.24,Crescent Mills, CA,426
8261,4.24,Quincy, CA,"1,439"
8262,4.24,Great Falls, SC,"1,627"
8263,4.24,Melrose Park, IL,"25,514"
8264,4.24,Davis Junction, IL,"2,566"
8265,4.24,Prospect Heights, IL,"16,344"
8266,4.24,Homestead Base, FL,"1,070"
8267,4.24,El Cerro, NM,"2,962"
8268,4.24,Honcut, CA,145
8269,4.24,Maish Vaya, AZ,117
8270,4.23,Centreville, IL,"5,208"
8271,4.23,Danville, AR,"2,686"
8272,4.23,Augusta, KS,"9,239"
8273,4.23,Lackland, TX,"7,926"
8274,4.23,Raynham Center, MA,"4,480"
8275,4.23,Cumberland Center, ME,"2,636"
8276,4.23,Sands Point, NY,"2,718"
8277,4.23,Lamar, CO,"7,810"
8278,4.23,Bradley, WV,"1,905"
8279,4.23,Port Gamble Tribal Comunity, WA,899
8280,4.23,Cairo, NY,"1,341"
8281,4.23,Starr School, MT,140
8282,4.23,Minden, NV,"3,408"
8283,4.23,Hiawatha, IA,"7,109"
8284,4.23,Sauget, IL,318
8285,4.23,Scotchtown, NY,"9,132"
8286,4.22,Springdale, SC,"2,216"
8287,4.22,Richmond, IL,"2,120"
8288,4.22,South Amherst, MA,"5,267"
8289,4.22,Imperial, TX,302
8290,4.22,Longview Heights, WA,"3,588"
8291,4.22,Eagle Nest, NM,319
8292,4.22,Warren, TX,706
8293,4.22,Bothell West, WA,"18,243"
8294,4.22,Culloden, WV,"3,274"
8295,4.22,Meadowbrook, AL,"8,550"
8296,4.22,Shiloh, PA,"11,493"
8297,4.22,Summersville, WV,"3,549"
8298,4.22,Hallandale Beach, FL,"38,270"
8299,4.22,Coulterville, CA,227
8300,4.21,Rockwell City, IA,"2,074"
8301,4.21,Fairview, IL,515
8302,4.21,Olga, FL,"2,216"
8303,4.21,Fairplains, NC,"2,229"
8304,4.21,Whitmore Lake, MI,"6,380"
8305,4.21,Hanceville, AL,"3,163"
8306,4.21,Geneva, NY,"13,202"
8307,4.21,Lafourche Crossing, LA,"2,301"
8308,4.21,Fair Plain, MI,"8,043"
8309,4.21,Columbus, WI,"5,014"
8310,4.21,Monmouth, IL,"9,565"
8311,4.21,San Fidel, NM,143
8312,4.21,Ladysmith, WI,"3,327"
8313,4.21,Dahlgren Center, VA,674
8314,4.21,Chickasaw, AL,"6,026"
8315,4.21,Eclectic, AL,830
8316,4.21,Lemoore Station, CA,"6,913"
8317,4.21,Madison, NJ,"16,043"
8318,4.21,La Joya, TX,"4,115"
8319,4.20,Edgewood, KY,"8,665"
8320,4.20,Running Springs, CA,"4,833"
8321,4.20,Bucksport, SC,760
8322,4.20,Addis, LA,"4,004"
8323,4.20,Eden, UT,708
8324,4.20,Waverly City, OH,"4,408"
8325,4.20,Brooklyn Park, MD,"14,136"
8326,4.20,Mount Zion, IL,"5,830"
8327,4.20,Foothill Farms, CA,"33,024"
8328,4.20,Wacissa, FL,150
8329,4.20,Bellair-Meadowbrook Terrace, FL,"13,578"
8330,4.19,San Jose, AZ,569
8331,4.19,Aliquippa, PA,"9,356"
8332,4.19,Ivanof Bay, AK,7
8333,4.19,Montegut, LA,"1,446"
8334,4.19,Sturtevant, WI,"6,981"
8335,4.19,Folkston, GA,"5,233"
8336,4.19,Sanderson, TX,746
8337,4.19,Quogue, NY,888
8338,4.19,Erwin, NC,"4,551"
8339,4.19,Chubbuck, ID,"14,117"
8340,4.19,Benton, KY,"4,380"
8341,4.19,Osceola, WI,"2,522"
8342,4.19,Clearwater, SC,"4,470"
8343,4.19,Helena, MS,"1,000"
8344,4.19,Van Buren, ME,"1,999"
8345,4.19,Oyster Bay Cove, NY,"2,165"
8346,4.19,Parma Heights, OH,"20,490"
8347,4.18,Port Washington, NY,"15,847"
8348,4.18,Franklin, NC,"3,893"
8349,4.18,Camden, AL,"2,770"
8350,4.18,Chipley, FL,"3,581"
8351,4.18,Springville, CA,502
8352,4.18,Edgefield, SC,"4,719"
8353,4.18,Stanley, WI,"3,606"
8354,4.18,Brattleboro, VT,"7,132"
8355,4.18,Old Bethpage, NY,"5,501"
8356,4.18,Bridge City, LA,"7,163"
8357,4.18,Waite Hill, OH,441
8358,4.18,Tiverton, RI,"7,300"
8359,4.18,Hackensack, NJ,"43,903"
8360,4.18,Pipestone, MN,"4,221"
8361,4.18,Palm Beach, FL,"8,344"
8362,4.18,Stottville, NY,"1,388"
8363,4.18,Madisonville, TX,"4,479"
8364,4.18,Afton, WY,"2,065"
8365,4.18,Sanford, AL,269
8366,4.18,Druid Hills, GA,"14,439"
8367,4.18,Berkey, OH,360
8368,4.18,Fox Lake, MT,99
8369,4.17,Harleysville, PA,"9,348"
8370,4.17,Twin Lakes, WA,117
8371,4.17,Verdi, CA,92
8372,4.17,Perry, IA,"7,986"
8373,4.17,Burbank, IL,"29,097"
8374,4.17,Cascade, ID,"1,040"
8375,4.17,Monticello, MS,"1,627"
8376,4.17,Florence, CO,"3,875"
8377,4.17,Sobieski, MN,197
8378,4.17,Island Pond, VT,644
8379,4.17,Carrollton, MO,"3,652"
8380,4.17,Mayfield Heights, OH,"18,973"
8381,4.17,Richmond West, FL,"34,825"
8382,4.17,Lebanon, PA,"25,553"
8383,4.17,North Pole, AK,"2,153"
8384,4.17,Mcqueeney, TX,"2,698"
8385,4.17,Cumberland, VA,144
8386,4.17,Pottsville, PA,"14,136"
8387,4.17,East Rocky Hill, NJ,213
8388,4.16,Galena, IL,"3,358"
8389,4.16,Fitzpatrick, AL,81
8390,4.16,Windom, MN,"4,616"
8391,4.16,Watauga, TX,"23,999"
8392,4.16,Imperial Beach, CA,"26,857"
8393,4.16,Ironton, OH,"11,190"
8394,4.16,Breckenridge, TX,"5,631"
8395,4.16,Offutt, NE,"4,678"
8396,4.16,The Rock, GA,123
8397,4.16,Washington, WV,"1,380"
8398,4.16,Quail Ridge, FL,"1,171"
8399,4.16,Silvis, IL,"7,525"
8400,4.16,Eldora, CO,124
8401,4.15,Bronson, FL,"1,125"
8402,4.15,Coyote, NM,147
8403,4.15,Lower Santan Village, AZ,525
8404,4.15,Meraux, LA,"6,627"
8405,4.15,Humboldt Hill, CA,"3,704"
8406,4.15,Bridgeview, IL,"16,550"
8407,4.15,Avalon, NJ,"1,852"
8408,4.15,Whitfield CDP, FL,170
8409,4.15,Rangely, CO,"2,205"
8410,4.15,Lacy Lakeview, TX,"6,569"
8411,4.15,Geary, OK,"1,197"
8412,4.15,Nappanee, IN,"6,639"
8413,4.15,Blanchester, OH,"4,182"
8414,4.15,Bennett Springs, MO,156
8415,4.15,Rockdale, TX,"5,506"
8416,4.15,Mcconnell, KS,"1,428"
8417,4.15,West End-Cobb Town, AL,"3,821"
8418,4.15,West Glacier, MT,327
8419,4.15,Lawtell, LA,"1,306"
8420,4.14,San Gabriel, CA,"40,173"
8421,4.14,Taylors Island, MD,146
8422,4.14,Parsons, TN,"2,445"
8423,4.14,Ward, AR,"4,354"
8424,4.14,Bryantown, MD,825
8425,4.14,Pleasure Bend, LA,332
8426,4.14,Edgerton, WI,"5,478"
8427,4.14,La Union, NM,"1,259"
8428,4.14,Fraser, MI,"14,544"
8429,4.14,Orme, TN,195
8430,4.14,Dry Ridge, OH,"2,451"
8431,4.14,Hagarville, AR,262
8432,4.14,Pearsonville, CA,23
8433,4.14,Tuckahoe, NY,"1,426"
8434,4.14,Country Club, FL,"48,349"
8435,4.14,Narcissa, OK,49
8436,4.14,Spring Valley, WI,"1,410"
8437,4.14,Kapolei, HI,"16,890"
8438,4.14,Hidden Valley, IN,"5,174"
8439,4.14,Canones, NM,93
8440,4.14,Pittsboro, NC,"3,912"
8441,4.14,Zebulon, NC,"4,590"
8442,4.14,Polson, MT,"4,580"
8443,4.14,Nashville, NC,"5,469"
8444,4.14,Hodges, AL,307
8445,4.14,Hudsonville, MI,"7,217"
8446,4.14,La Grange, TX,"4,658"
8447,4.14,Geneva, OH,"6,158"
8448,4.14,Brownsfield, LA,"5,562"
8449,4.14,Sycamore, OK,294
8450,4.13,Edna, TX,"5,616"
8451,4.13,Moab, UT,"5,105"
8452,4.13,La Blanca, TX,"2,759"
8453,4.13,Tiffin, IA,"1,921"
8454,4.13,Warrensville Heights, OH,"13,387"
8455,4.13,Rutherfordton, NC,"4,208"
8456,4.13,Big Bass Lake, PA,"1,556"
8457,4.13,Drakes Branch, VA,710
8458,4.13,Longboat Key, FL,"7,003"
8459,4.13,Pewaukee village, WI,"8,233"
8460,4.13,Northlake, SC,"4,317"
8461,4.13,Twin Forks, NM,99
8462,4.13,Quitman, GA,"3,808"
8463,4.13,Callender Lake, TX,"1,286"
8464,4.13,Makaha Valley, HI,"1,307"
8465,4.12,Reliance, WY,650
8466,4.12,Arlington, GA,"1,200"
8467,4.12,Farmingville, NY,"16,097"
8468,4.12,Marion, VA,"5,931"
8469,4.12,Redland, TX,967
8470,4.12,Valley Acres, CA,717
8471,4.12,Olmsted Falls, OH,"8,943"
8472,4.12,Hearne, TX,"4,443"
8473,4.12,Kapowsin, WA,210
8474,4.12,Mount Airy, MD,"9,333"
8475,4.12,New Market, TN,"1,214"
8476,4.12,Hillsboro, TN,403
8477,4.12,Spurgeon, TN,"3,747"
8478,4.12,Somerville, MA,"77,560"
8479,4.12,Iowa Park, TX,"6,375"
8480,4.12,Glenvar Heights, FL,"18,899"
8481,4.11,Greenville, ME,"1,487"
8482,4.11,Raymondville, TX,"11,226"
8483,4.11,Oglesby, IL,"3,667"
8484,4.11,Waihee-Waiehu, HI,"9,663"
8485,4.11,Greenwich, CT,"13,221"
8486,4.11,Elmo, TX,"1,037"
8487,4.11,Randolph, TX,"1,166"
8488,4.11,El Rito, NM,710
8489,4.11,Double Springs, AL,"1,388"
8490,4.11,Delavan Lake, WI,"2,665"
8491,4.11,Warsaw, NY,"3,591"
8492,4.11,Albany, OK,115
8493,4.11,Tiawah, OK,213
8494,4.11,Suisun, CA,"28,627"
8495,4.10,Benns Church, VA,617
8496,4.10,Maple Heights-Lake Desire, WA,"3,282"
8497,4.10,Hyattville, WY,37
8498,4.10,Syracuse, KS,"1,712"
8499,4.10,Startup, WA,738
8500,4.10,Kirk, CO,77
8501,4.10,Boyd, TX,"1,601"
8502,4.10,Alvarado, TX,"3,832"
8503,4.10,Sainte Genevieve, MO,"4,413"
8504,4.10,Wheatland, WY,"3,633"
8505,4.10,Black River Falls, WI,"3,591"
8506,4.10,Odessa, MO,"5,237"
8507,4.10,Taylors Falls, MN,"1,029"
8508,4.10,Finderne, NJ,"6,205"
8509,4.10,Emory, VA,"1,326"
8510,4.09,Barboursville, WV,"4,075"
8511,4.09,Riverbank, CA,"23,310"
8512,4.09,Wilton, ME,"2,097"
8513,4.09,Bethel, CT,"9,471"
8514,4.09,Prairie Ridge, WA,"11,935"
8515,4.09,Wrightstown, WI,"3,132"
8516,4.09,Erin, TN,"1,451"
8517,4.08,Storm Lake, IA,"10,743"
8518,4.08,Prospect, PA,"1,263"
8519,4.08,Booneville, AR,"3,955"
8520,4.08,Winnsboro, LA,"4,856"
8521,4.08,Hopkins, MN,"17,909"
8522,4.08,Arcadia, FL,"7,647"
8523,4.08,Applewood, CO,"7,467"
8524,4.08,Manns Harbor, NC,"1,212"
8525,4.08,Norwood, LA,286
8526,4.08,Fishers Island, NY,296
8527,4.08,Bonifay, FL,"2,774"
8528,4.08,Auburn, IL,"5,004"
8529,4.07,Georgetown CDP, PA,965
8530,4.07,North Boston, NY,"2,487"
8531,4.07,Lyons, NY,"3,343"
8532,4.07,Watonga, OK,"2,993"
8533,4.07,Pocono Pines, PA,"1,203"
8534,4.07,Dollar Bay, MI,896
8535,4.07,Van Alstyne, TX,"3,101"
8536,4.07,Arenas Valley, NM,"1,025"
8537,4.07,Easton, PA,"26,977"
8538,4.07,Eva, AL,544
8539,4.07,Roma-Los Saenz, TX,"9,938"
8540,4.07,Blue Island, IL,"23,453"
8541,4.07,Warm Beach, WA,"2,458"
8542,4.07,Okeechobee, FL,"5,581"
8543,4.07,Mount Clemens, MI,"16,345"
8544,4.07,Southwood Acres, CT,"8,060"
8545,4.07,Landover, MD,"23,112"
8546,4.07,Kingston, NV,190
8547,4.07,Phil Campbell, AL,"1,016"
8548,4.07,Randleman, NC,"4,143"
8549,4.07,Butler, MO,"4,112"
8550,4.06,Pelham, GA,"3,887"
8551,4.06,Cuba, AL,344
8552,4.06,Raymond, WA,"2,827"
8553,4.06,Herculaneum, MO,"3,684"
8554,4.06,Doe Valley, KY,"1,739"
8555,4.06,Boyne City, MI,"3,753"
8556,4.06,Deltaville, VA,988
8557,4.06,Finneytown, OH,"12,907"
8558,4.06,Lake Mills, WI,"5,768"
8559,4.06,Mountlake Terrace, WA,"20,318"
8560,4.06,Lawai, HI,"2,209"
8561,4.06,Mount Vernon, GA,"2,207"
8562,4.06,Greensburg, PA,"14,726"
8563,4.06,Gene Autry, OK,169
8564,4.05,Kingfisher, OK,"4,707"
8565,4.05,Lake Bluff, IL,"5,867"
8566,4.05,Ulysses, PA,639
8567,4.05,Riesel, TX,947
8568,4.05,Mccormick, SC,"2,744"
8569,4.05,Yardville, NJ,"6,825"
8570,4.05,Piney View, WV,"1,003"
8571,4.05,Mcclellan Park, CA,"1,103"
8572,4.05,Los Alamitos, CA,"11,598"
8573,4.05,Shannon, MS,"1,831"
8574,4.05,Cave Spring, GA,"1,353"
8575,4.05,Freer, TX,"2,781"
8576,4.05,Evansdale, IA,"4,768"
8577,4.05,Delano, MN,"5,598"
8578,4.05,Arlington, WY,33
8579,4.05,Fancy Gap, VA,201
8580,4.05,Chesterfield, SC,"1,364"
8581,4.04,Swartz Creek, MI,"5,664"
8582,4.04,Georgetown, OH,"4,706"
8583,4.04,Midland, VA,229
8584,4.04,Fort Green, FL,118
8585,4.04,Austin, PA,545
8586,4.04,Bonne Terre, MO,"7,025"
8587,4.04,Eagle Grove, IA,"3,506"
8588,4.04,Harris Hill, NY,"5,380"
8589,4.04,Pinckneyville, IL,"5,600"
8590,4.04,Garden City, ID,"11,223"
8591,4.04,Prattsville, NY,279
8592,4.04,Wattsville, VA,"1,213"
8593,4.04,Erwin, TN,"6,052"
8594,4.04,Massac, KY,"4,223"
8595,4.04,Golinda, TX,440
8596,4.04,Snelling, SC,312
8597,4.04,Amasa, MI,351
8598,4.04,Farmington, ME,"4,142"
8599,4.04,Howland Center, OH,"6,670"
8600,4.04,Gretna, LA,"17,801"
8601,4.03,Leilani Estates, HI,"1,729"
8602,4.03,Lovingston, VA,384
8603,4.03,Plymouth, NC,"3,782"
8604,4.03,Algood, TN,"3,538"
8605,4.03,Jasper, MI,403
8606,4.03,Mount Lebanon, LA,49
8607,4.03,Potter Valley, CA,509
8608,4.03,Somers Point, NJ,"10,783"
8609,4.03,Bransford, TN,168
8610,4.03,Grenelefe, FL,"1,813"
8611,4.03,Vermillion, SD,"10,697"
8612,4.03,Roxbury, KS,55
8613,4.03,Westdale, TX,369
8614,4.03,Potomac Mills, VA,"4,967"
8615,4.03,Nettleton, MS,"1,634"
8616,4.03,Frisco City, AL,"1,440"
8617,4.03,Mounds View, MN,"12,412"
8618,4.03,Nibley, UT,"5,866"
8619,4.03,Pescadero, CA,"1,046"
8620,4.03,Monument Hills, CA,"1,469"
8621,4.03,Buffalo, SC,"1,359"
8622,4.02,Penngrove, CA,"2,928"
8623,4.02,Ola, SD,13
8624,4.02,Troy, TX,"1,771"
8625,4.02,Crestwood, KY,"4,640"
8626,4.02,Reno city, TX,"3,238"
8627,4.02,Green Oaks, IL,"3,844"
8628,4.02,Carson, ND,246
8629,4.02,Flowing Wells, AZ,"16,062"
8630,4.02,Stearns, KY,"1,395"
8631,4.02,Merrick, NY,"21,293"
8632,4.02,Colona, IL,"5,057"
8633,4.02,Ville Platte, LA,"7,336"
8634,4.02,Newville, AL,429
8635,4.02,Beloit, KS,"3,927"
8636,4.02,Fairfield, IL,"5,080"
8637,4.02,Gravette, AR,"3,190"
8638,4.02,Freedom, WY,319
8639,4.02,Campo Bonito, AZ,74
8640,4.01,New Egypt, NJ,"2,138"
8641,4.01,Mountain Grove, MO,"4,704"
8642,4.01,Windsor, VA,"2,624"
8643,4.01,Willow Springs, IL,"5,692"
8644,4.01,Summerville, GA,"4,442"
8645,4.01,Trinity Village, CA,211
8646,4.01,Millican, TX,221
8647,4.01,Beal City, MI,420
8648,4.01,Deer Creek, MN,224
8649,4.01,Wheatland, ND,53
8650,4.01,Lytle, TX,"3,025"
8651,4.01,Mcgee Creek, CA,125
8652,4.01,White Plains, NC,"1,115"
8653,4.01,Cynthiana, KY,"6,388"
8654,4.01,Argusville, ND,394
8655,4.01,Mountainside, NJ,"6,765"
8656,4.01,Teasdale, UT,88
8657,4.01,Mililani Town, HI,"28,217"
8658,4.01,New Stanton, PA,"2,510"
8659,4.01,Lealman, FL,"20,740"
8660,4.01,Temple City, CA,"36,006"
8661,4.00,Mcdade, TX,874
8662,4.00,Holland, NY,"1,253"
8663,4.00,Waseca, MN,"9,370"
8664,4.00,Nicholson, GA,"1,425"
8665,4.00,Odin, KS,77
8666,4.00,Cushman, AR,595
8667,4.00,Salem, IN,"6,264"
8668,4.00,Beverly Hills, MI,"10,368"
8669,4.00,Montvale, NJ,"8,000"
8670,4.00,Mapleton, ND,815
8671,4.00,Carlstadt, NJ,"6,189"
8672,4.00,Old Brookville, NY,"2,585"
8673,4.00,Niwot, CO,"4,732"
8674,4.00,Carver, MN,"4,025"
8675,4.00,Dooms, VA,"1,273"
8676,4.00,Montgomery Village, MD,"33,027"
8677,3.99,Baileyville, KS,172
8678,3.99,Totowa, NJ,"10,872"
8679,3.99,Watertown, MA,"32,880"
8680,3.99,Blanchard, LA,"2,911"
8681,3.99,Kila, MT,478
8682,3.99,Charlotte Court House, VA,794
8683,3.99,Port O Connor, TX,"1,153"
8684,3.99,Skyline, AL,873
8685,3.99,Yah-Ta-Hey, NM,407
8686,3.99,Sturgis, SD,"6,652"
8687,3.99,Sauk Centre, MN,"4,317"
8688,3.99,Hudson Bend, TX,"2,878"
8689,3.99,Roberts, MT,277
8690,3.99,Neffs, OH,"1,027"
8691,3.99,Mathews, LA,"2,280"
8692,3.98,Monticello, NY,"6,780"
8693,3.98,Heathsville, VA,129
8694,3.98,Rockport, MA,"4,832"
8695,3.98,Westminster, TX,703
8696,3.98,Modoc, SC,210
8697,3.98,Chester, OK,162
8698,3.98,Lacomb, OR,557
8699,3.98,Richton Park, IL,"13,718"
8700,3.98,Sandpoint, ID,"7,497"
8701,3.98,Lansdowne, VA,"11,678"
8702,3.98,Plumas Eureka (Historical), CA,265
8703,3.98,Hollister, NC,"1,166"
8704,3.98,Spruce Pine, NC,"2,257"
8705,3.98,Mililani Mauka, HI,"21,051"
8706,3.98,Newcastle, UT,334
8707,3.98,Ferndale, MD,"18,577"
8708,3.97,Wiederkehr Village, AR,40
8709,3.97,Silverthorne, CO,"4,009"
8710,3.97,University Park, FL,"26,304"
8711,3.97,Donalsonville, GA,"2,720"
8712,3.97,Bosque Farms, NM,"3,886"
8713,3.97,Twin Grove, IL,"1,803"
8714,3.97,Smith River, CA,871
8715,3.97,Brimfield, OH,"3,691"
8716,3.97,Chilton, WI,"3,953"
8717,3.97,Piqua, KS,152
8718,3.97,Penitas, TX,"4,498"
8719,3.97,Greenwood, MO,"5,322"
8720,3.97,Riverwoods, IL,"3,792"
8721,3.97,Lake Of The Woods, AZ,"3,970"
8722,3.96,Amber, OK,352
8723,3.96,Lake Panasoffkee, FL,"3,409"
8724,3.96,Motley, VA,935
8725,3.96,Monticello, FL,"2,711"
8726,3.96,Anthony, NM,"9,462"
8727,3.96,Mayflower, AR,"2,043"
8728,3.96,Home, KS,210
8729,3.96,Superior, CO,"12,716"
8730,3.96,Walhalla, SC,"4,231"
8731,3.96,Dollar Corner, WA,"1,108"
8732,3.96,Rock Rapids, IA,"2,579"
8733,3.96,Kellogg, ID,"2,275"
8734,3.96,Rattan, OK,291
8735,3.96,Winnie, TX,"3,325"
8736,3.96,Ravanna, MO,40
8737,3.95,Eagle Lake, ME,519
8738,3.95,Kountze, TX,"2,108"
8739,3.95,Downsville, NY,633
8740,3.95,Zortman, MT,16
8741,3.95,Ben Lomond, AR,139
8742,3.95,East Dublin, GA,"2,549"
8743,3.95,Black Diamond, FL,924
8744,3.95,Chilton, TX,851
8745,3.95,Mayfield, OH,"3,432"
8746,3.95,Boligee, AL,609
8747,3.95,East Islip, NY,"13,989"
8748,3.95,Lane, SC,496
8749,3.95,Elmore, AL,"1,738"
8750,3.95,Swanquarter, NC,239
8751,3.95,New Kensington, PA,"12,959"
8752,3.95,Grand Ridge, FL,973
8753,3.95,Horntown, OK,107
8754,3.95,Las Lomitas, TX,403
8755,3.95,Macedonia, AL,146
8756,3.95,Southern Shores, NC,"2,759"
8757,3.95,Brookside, DE,"13,585"
8758,3.95,Orchard Hills, PA,"1,851"
8759,3.95,Red Oak, IA,"5,644"
8760,3.95,Trophy Club, TX,"9,451"
8761,3.95,Barre, VT,"8,955"
8762,3.95,Pell Lake, WI,"3,722"
8763,3.95,Portage Lakes, OH,"6,978"
8764,3.94,Litchfield, CA,129
8765,3.94,Lake Village, IN,585
8766,3.94,Murphy, MO,"8,418"
8767,3.94,Jericho, NY,"13,445"
8768,3.94,Sellersburg, IN,"8,004"
8769,3.94,Arroyo Gardens, TX,415
8770,3.94,Westchester, FL,"29,921"
