Rank,Water Area (sq mi),City,State,Population
25001,0.00,Bellevue, IL,"1,576"
25001,0.00,Bellflower, IL,353
25001,0.00,Bellmont, IL,193
25001,0.00,Bellwood, IL,"19,149"
25001,0.00,Bement, IL,"1,765"
25001,0.00,Benld, IL,"1,773"
25001,0.00,Benson, IL,403
25001,0.00,Berkeley, IL,"5,219"
25001,0.00,Berlin, IL,133
25001,0.00,Berwyn, IL,"56,762"
25001,0.00,Biggsville, IL,273
25001,0.00,Big Rock, IL,"1,053"
25001,0.00,Bingham, IL,77
25001,0.00,Bishop Hill, IL,137
25001,0.00,Bismarck, IL,544
25001,0.00,Blandinsville, IL,695
25001,0.00,Blue Mound, IL,"1,169"
25001,0.00,Bluffs, IL,742
25001,0.00,Bondville, IL,516
25001,0.00,Bone Gap, IL,211
25001,0.00,Bonfield, IL,299
25001,0.00,Boody, IL,249
25001,0.00,Bourbonnais, IL,"18,641"
25001,0.00,Bowen, IL,489
25001,0.00,Bradford, IL,798
25001,0.00,Bradley, IL,"15,822"
25001,0.00,Bridgeview, IL,"16,550"
25001,0.00,Broadlands, IL,350
25001,0.00,Broadview, IL,"7,956"
25001,0.00,Broadwell, IL,101
25001,0.00,Brocton, IL,390
25001,0.00,Brooklyn, IL,807
25001,0.00,Browning, IL,80
25001,0.00,Browns, IL,145
25001,0.00,Brownstown, IL,700
25001,0.00,Brussels, IL,128
25001,0.00,Bryant, IL,174
25001,0.00,Buckingham, IL,337
25001,0.00,Buda, IL,671
25001,0.00,Buffalo, IL,483
25001,0.00,Bulpitt, IL,291
25001,0.00,Burbank, IL,"29,097"
25001,0.00,Burlington, IL,623
25001,0.00,Burnt Prairie, IL,67
25001,0.00,Butler, IL,138
25001,0.00,Cabery, IL,390
25001,0.00,Caledonia, IL,215
25001,0.00,Calhoun, IL,190
25001,0.00,Camden, IL,123
25001,0.00,Camp Point, IL,"1,343"
25001,0.00,Campus, IL,172
25001,0.00,Cantrall, IL,121
25001,0.00,Carbon Cliff, IL,"2,013"
25001,0.00,Carbon Hill, IL,404
25001,0.00,Carlinville, IL,"5,615"
25001,0.00,Carlock, IL,777
25001,0.00,Carthage, IL,"2,600"
25001,0.00,Casey, IL,"2,477"
25001,0.00,Cedar Point, IL,307
25001,0.00,Cedarville, IL,603
25001,0.00,Central City, IL,"1,076"
25001,0.00,Cerro Gordo, IL,"1,298"
25001,0.00,Chadwick, IL,454
25001,0.00,Chandlerville, IL,671
25001,0.00,Chapin, IL,461
25001,0.00,Chebanse, IL,"1,140"
25001,0.00,Chemung, IL,211
25001,0.00,Cherry, IL,429
25001,0.00,Chesterfield, IL,224
25001,0.00,Chestnut, IL,163
25001,0.00,Chicago Ridge, IL,"14,410"
25001,0.00,Chrisman, IL,"1,389"
25001,0.00,Cicero, IL,"84,423"
25001,0.00,Cisco, IL,243
25001,0.00,Cisne, IL,696
25001,0.00,Cissna Park, IL,806
25001,0.00,Claremont, IL,227
25001,0.00,Clay City, IL,959
25001,0.00,Clear Lake, IL,262
25001,0.00,Clifton, IL,"1,432"
25001,0.00,Coalton, IL,265
25001,0.00,Coal Valley, IL,"3,692"
25001,0.00,Coatsburg, IL,137
25001,0.00,Coffeen, IL,446
25001,0.00,Colchester, IL,"1,391"
25001,0.00,Coleta, IL,244
25001,0.00,Colfax, IL,"1,096"
25001,0.00,Columbus, IL,119
25001,0.00,Compton, IL,298
25001,0.00,Concord, IL,137
25001,0.00,Cooksville, IL,197
25001,0.00,Cornell, IL,366
25001,0.00,Cornland, IL,51
25001,0.00,Countryside, IL,"5,974"
25001,0.00,Cowden, IL,579
25001,0.00,Coyne Center, IL,900
25001,0.00,Crescent City, IL,703
25001,0.00,Creston, IL,792
25001,0.00,Crossville, IL,656
25001,0.00,Crystal Lawns, IL,"2,306"
25001,0.00,Cuba, IL,"1,431"
25001,0.00,Cullom, IL,633
25001,0.00,Curran, IL,180
25001,0.00,Cutler, IL,443
25001,0.00,Dahlgren, IL,389
25001,0.00,Dakota, IL,538
25001,0.00,Damiansville, IL,504
25001,0.00,Dana, IL,97
25001,0.00,Danforth, IL,543
25001,0.00,Danvers, IL,"1,117"
25001,0.00,Davis, IL,838
25001,0.00,Davis Junction, IL,"2,566"
25001,0.00,Dawson, IL,520
25001,0.00,Deer Grove, IL,67
25001,0.00,De Land, IL,487
25001,0.00,Delavan, IL,"1,543"
25001,0.00,Detroit, IL,147
25001,0.00,De Witt, IL,203
25001,0.00,Diamond, IL,"2,764"
25001,0.00,Dieterich, IL,646
25001,0.00,Dixmoor, IL,"3,635"
25001,0.00,Donnellson, IL,185
25001,0.00,Donovan, IL,350
25001,0.00,Dorchester, IL,147
25001,0.00,Dover, IL,151
25001,0.00,Downs, IL,"1,017"
25001,0.00,Du Bois, IL,184
25001,0.00,Dunfermline, IL,296
25001,0.00,Dunlap, IL,"1,592"
25001,0.00,Durand, IL,"1,203"
25001,0.00,Earlville, IL,"1,729"
25001,0.00,East Gillespie, IL,219
25001,0.00,East Hazel Crest, IL,"1,652"
25001,0.00,East Moline, IL,"21,294"
25001,0.00,Easton, IL,345
25001,0.00,Edinburg, IL,"1,065"
25001,0.00,Elburn, IL,"5,733"
25001,0.00,El Dara, IL,116
25001,0.00,Eldred, IL,191
25001,0.00,Elizabeth, IL,819
25001,0.00,Elliott, IL,264
25001,0.00,Ellisville, IL,122
25001,0.00,Ellsworth, IL,249
25001,0.00,Elmwood, IL,"2,235"
25001,0.00,Elmwood Park, IL,"24,960"
25001,0.00,El Paso, IL,"2,582"
25001,0.00,Elsah, IL,698
25001,0.00,Elwood, IL,"2,165"
25001,0.00,Emden, IL,347
25001,0.00,Emington, IL,122
25001,0.00,Enfield, IL,655
25001,0.00,Evergreen Park, IL,"19,924"
25001,0.00,Exeter, IL,119
25001,0.00,Fairbury, IL,"3,842"
25001,0.00,Fairmont, IL,"2,384"
25001,0.00,Fairmount, IL,534
25001,0.00,Farmington, IL,"2,283"
25001,0.00,Ferris, IL,166
25001,0.00,Fidelity, IL,140
25001,0.00,Fieldon, IL,224
25001,0.00,Fillmore, IL,289
25001,0.00,Findlay, IL,777
25001,0.00,Fisher, IL,"1,792"
25001,0.00,Fithian, IL,481
25001,0.00,Flanagan, IL,"1,111"
25001,0.00,Flat Rock, IL,338
25001,0.00,Floraville, IL,53
25001,0.00,Florence, IL,28
25001,0.00,Flossmoor, IL,"9,339"
25001,0.00,Foosland, IL,123
25001,0.00,Ford Heights, IL,"2,777"
25001,0.00,Forest City, IL,232
25001,0.00,Forest Park, IL,"14,202"
25001,0.00,Forrest, IL,"1,202"
25001,0.00,Forreston, IL,"1,657"
25001,0.00,Forsyth, IL,"3,690"
25001,0.00,Fox River Grove, IL,"4,749"
25001,0.00,Frankfort, IL,"18,100"
25001,0.00,Frankfort Square, IL,"9,143"
25001,0.00,Franklin, IL,564
25001,0.00,Franklin Grove, IL,"1,232"
25001,0.00,Franklin Park, IL,"18,389"
25001,0.00,Fults, IL,22
25001,0.00,Galva, IL,"2,560"
25001,0.00,Garrett, IL,123
25201,0.00,Gays, IL,310
25201,0.00,Georgetown CDP, IL,531
25201,0.00,Georgetown, IL,"3,437"
25201,0.00,Germantown, IL,"1,142"
25201,0.00,German Valley, IL,481
25201,0.00,Gifford, IL,923
25201,0.00,Gilson, IL,179
25201,0.00,Girard, IL,"1,804"
25201,0.00,Gladstone, IL,257
25201,0.00,Glasford, IL,"1,018"
25201,0.00,Glasgow, IL,130
25201,0.00,Glenwood, IL,"9,040"
25201,0.00,Golden, IL,706
25201,0.00,Golden Gate, IL,48
25201,0.00,Golf, IL,490
25201,0.00,Good Hope, IL,389
25201,0.00,Goofy Ridge, IL,242
25201,0.00,Grafton, IL,719
25201,0.00,Grand Ridge, IL,512
25201,0.00,Grandview, IL,"1,351"
25201,0.00,Granville, IL,"1,457"
25201,0.00,Green Valley, IL,786
25201,0.00,Greenview, IL,924
25201,0.00,Greenville, IL,"6,860"
25201,0.00,Greenwood, IL,400
25201,0.00,Gridley, IL,"1,377"
25201,0.00,Griggsville, IL,955
25201,0.00,Hampshire, IL,"6,053"
25201,0.00,Hampton, IL,"2,061"
25201,0.00,Hanna City, IL,"1,308"
25201,0.00,Hanover, IL,794
25201,0.00,Harmon, IL,121
25201,0.00,Harristown, IL,"1,431"
25201,0.00,Hartsburg, IL,221
25201,0.00,Harvard, IL,"9,829"
25201,0.00,Harvel, IL,155
25201,0.00,Harvey, IL,"25,225"
25201,0.00,Harwood Heights, IL,"8,656"
25201,0.00,Hebron, IL,"1,094"
25201,0.00,Hecker, IL,503
25201,0.00,Henderson, IL,228
25201,0.00,Henning, IL,364
25201,0.00,Herrick, IL,446
25201,0.00,Herscher, IL,"1,519"
25201,0.00,Hettick, IL,254
25201,0.00,Heyworth, IL,"3,028"
25201,0.00,Hickory Hills, IL,"14,117"
25201,0.00,Hidalgo, IL,88
25201,0.00,Highwood, IL,"5,400"
25201,0.00,Hillcrest, IL,"1,203"
25201,0.00,Hillside, IL,"8,192"
25201,0.00,Hillview, IL,152
25201,0.00,Hindsboro, IL,341
25201,0.00,Hoffman, IL,555
25201,0.00,Hollowayville, IL,51
25201,0.00,Homer, IL,"1,159"
25201,0.00,Hometown, IL,"4,358"
25201,0.00,Hoopeston, IL,"5,474"
25201,0.00,Hooppole, IL,293
25201,0.00,Hopewell, IL,421
25201,0.00,Hopkins Park, IL,495
25201,0.00,Hoyleton, IL,586
25201,0.00,Hudson, IL,"1,918"
25201,0.00,Huey, IL,209
25201,0.00,Humboldt, IL,430
25201,0.00,Hume, IL,399
25201,0.00,Hutsonville, IL,468
25201,0.00,Illiopolis, IL,913
25201,0.00,Ina, IL,"2,301"
25201,0.00,Indian Creek, IL,591
25201,0.00,Indianola, IL,381
25201,0.00,Ingalls Park, IL,"3,368"
25201,0.00,Iola, IL,131
25201,0.00,Ipava, IL,594
25201,0.00,Iroquois, IL,166
25201,0.00,Irving, IL,377
25201,0.00,Irwin, IL,107
25201,0.00,Ivesdale, IL,288
25201,0.00,Jeffersonville Village, IL,434
25201,0.00,Jeisyville, IL,131
25201,0.00,Jerome, IL,"1,532"
25201,0.00,Jerseyville, IL,"8,305"
25201,0.00,Jewett, IL,310
25201,0.00,Johnsonville, IL,64
25201,0.00,Joy, IL,410
25201,0.00,Kane, IL,338
25201,0.00,Kaneville, IL,523
25201,0.00,Kangley, IL,348
25201,0.00,Kansas, IL,834
25201,0.00,Kappa, IL,325
25201,0.00,Kaskaskia, IL,9
25201,0.00,Keenes, IL,76
25201,0.00,Keensburg, IL,197
25201,0.00,Kempton, IL,141
25201,0.00,Kenilworth, IL,"2,648"
25201,0.00,Kenney, IL,325
25201,0.00,Kilbourne, IL,278
25201,0.00,Kincaid, IL,"1,666"
25201,0.00,Kinderhook, IL,284
25201,0.00,Kinsman, IL,124
25201,0.00,Kirkwood, IL,782
25201,0.00,Knollwood, IL,"1,519"
25201,0.00,Knoxville, IL,"2,954"
25201,0.00,Ladd, IL,"1,231"
25201,0.00,Lafayette, IL,266
25201,0.00,La Grange, IL,"15,675"
25201,0.00,La Grange Park, IL,"13,624"
25201,0.00,La Harpe, IL,"1,387"
25201,0.00,La Moille, IL,825
25201,0.00,Lanark, IL,"1,650"
25201,0.00,Langleyville, IL,356
25201,0.00,Laplace, IL,146
25201,0.00,La Prairie, IL,74
25201,0.00,La Rose, IL,129
25201,0.00,Latham, IL,265
25201,0.00,Lawrenceville, IL,"4,665"
25201,0.00,Leaf River, IL,586
25201,0.00,Lee, IL,335
25201,0.00,Leland, IL,888
25201,0.00,Leland Grove, IL,"1,521"
25201,0.00,Lena, IL,"2,888"
25201,0.00,Leonore, IL,77
25201,0.00,Lerna, IL,315
25201,0.00,Lewistown, IL,"2,433"
25201,0.00,Lexington, IL,"2,213"
25201,0.00,Liberty, IL,466
25201,0.00,Lima, IL,179
25201,0.00,Limestone, IL,"1,452"
25201,0.00,Lincoln, IL,"14,382"
25201,0.00,Lincolnwood, IL,"12,653"
25201,0.00,Lisbon, IL,333
25201,0.00,Littleton, IL,205
25201,0.00,Little York, IL,289
25201,0.00,Lockport, IL,"25,063"
25201,0.00,Lomax, IL,328
25201,0.00,London Mills, IL,413
25201,0.00,Long Creek, IL,"1,383"
25201,0.00,Long Point, IL,203
25201,0.00,Longview, IL,172
25201,0.00,Loraine, IL,279
25201,0.00,Lostant, IL,365
25201,0.00,Louisville, IL,"1,022"
25201,0.00,Lovington, IL,"1,030"
25201,0.00,Ludlow, IL,446
25201,0.00,Lynnville, IL,68
25201,0.00,Mccullom Lake, IL,"1,001"
25201,0.00,Mclean, IL,841
25201,0.00,Mcnabb, IL,376
25201,0.00,Macon, IL,"1,168"
25201,0.00,Magnolia, IL,345
25201,0.00,Malden, IL,427
25201,0.00,Manchester, IL,385
25201,0.00,Manhattan, IL,"7,017"
25201,0.00,Manito, IL,"1,752"
25201,0.00,Manlius, IL,408
25201,0.00,Mapleton, IL,310
25201,0.00,Maquon, IL,370
25201,0.00,Marengo, IL,"7,451"
25201,0.00,Marietta, IL,198
25201,0.00,Mark, IL,615
25201,0.00,Markham, IL,"12,625"
25201,0.00,Maroa, IL,"1,853"
25201,0.00,Marquette Heights, IL,"2,789"
25201,0.00,Martinton, IL,316
25201,0.00,Mason City, IL,"2,374"
25201,0.00,Maunie, IL,102
25201,0.00,Maywood, IL,"24,148"
25201,0.00,Mechanicsburg, IL,570
25201,0.00,Media, IL,126
25201,0.00,Medora, IL,434
25201,0.00,Melrose Park, IL,"25,514"
25201,0.00,Melvin, IL,478
25201,0.00,Mendon, IL,851
25201,0.00,Menominee, IL,239
25201,0.00,Merrionette Park, IL,"1,748"
25201,0.00,Metcalf, IL,249
25201,0.00,Middletown, IL,296
25201,0.00,Midlothian, IL,"14,901"
25201,0.00,Milford, IL,"1,281"
25201,0.00,Millbrook, IL,329
25201,0.00,Milledgeville, IL,"1,034"
25201,0.00,Mill Shoals, IL,168
25201,0.00,Milton, IL,296
25201,0.00,Mineral, IL,246
25201,0.00,Minier, IL,"1,206"
25201,0.00,Minonk, IL,"2,160"
25201,0.00,Mitchell, IL,"1,301"
25201,0.00,Modesto, IL,167
25201,0.00,Monee, IL,"5,133"
25201,0.00,Monroe Center, IL,473
25201,0.00,Montrose, IL,248
25201,0.00,Morrison, IL,"4,118"
25201,0.00,Morrisonville, IL,885
25201,0.00,Morton Grove, IL,"23,424"
25201,0.00,Mound Station Village, IL,134
25201,0.00,Mount Carroll, IL,"1,670"
25201,0.00,Mount Erie, IL,112
25201,0.00,Mount Morris, IL,"3,155"
25201,0.00,Mount Pulaski, IL,"1,257"
25201,0.00,Mount Sterling, IL,"2,165"
25401,0.00,Moweaqua, IL,"1,793"
25401,0.00,Muncie, IL,151
25401,0.00,Murrayville, IL,573
25401,0.00,Naplate, IL,497
25401,0.00,Naples, IL,61
25401,0.00,Nason, IL,218
25401,0.00,Neoga, IL,"1,598"
25401,0.00,Neponset, IL,523
25401,0.00,New Bedford, IL,73
25401,0.00,New Berlin, IL,"1,444"
25401,0.00,New Canton, IL,391
25401,0.00,New Holland, IL,173
25401,0.00,Newman, IL,895
25401,0.00,New Minden, IL,222
25401,0.00,New Salem, IL,135
25401,0.00,Newton, IL,"2,872"
25401,0.00,Niantic, IL,621
25401,0.00,Niles, IL,"29,939"
25401,0.00,Nilwood, IL,226
25401,0.00,Nokomis, IL,"2,358"
25401,0.00,Nora, IL,104
25401,0.00,Norridge, IL,"14,713"
25401,0.00,Norris, IL,194
25401,0.00,Northfield, IL,"5,332"
25401,0.00,North Henderson, IL,201
25401,0.00,Northlake, IL,"12,368"
25401,0.00,North Riverside, IL,"6,940"
25401,0.00,Norwood, IL,453
25401,0.00,Oakdale, IL,195
25401,0.00,Oakford, IL,280
25401,0.00,Oak Grove, IL,756
25401,0.00,Oak Park, IL,"51,988"
25401,0.00,Oakwood, IL,"1,750"
25401,0.00,Oconee, IL,159
25401,0.00,Odin, IL,"1,033"
25401,0.00,Ogden, IL,777
25401,0.00,Oglesby, IL,"3,667"
25401,0.00,Ohio, IL,446
25401,0.00,Ohlman, IL,88
25401,0.00,Okawville, IL,"1,410"
25401,0.00,Old Ripley, IL,87
25401,0.00,Olivet, IL,384
25401,0.00,Onarga, IL,"1,404"
25401,0.00,Oneida, IL,813
25401,0.00,Opdyke, IL,389
25401,0.00,Orangeville, IL,"1,014"
25401,0.00,Oreana, IL,958
25401,0.00,Orion, IL,"1,957"
25401,0.00,Otterville, IL,118
25401,0.00,Owaneco, IL,165
25401,0.00,Palestine, IL,"1,466"
25401,0.00,Palmer, IL,161
25401,0.00,Palmyra, IL,558
25401,0.00,Panola, IL,39
25401,0.00,Papineau, IL,291
25401,0.00,Parkersburg, IL,171
25401,0.00,Park Forest, IL,"22,490"
25401,0.00,Patoka, IL,597
25401,0.00,Pawnee, IL,"2,786"
25401,0.00,Paw Paw, IL,825
25401,0.00,Paxton, IL,"4,361"
25401,0.00,Payson, IL,"1,322"
25401,0.00,Penfield, IL,189
25401,0.00,Perry, IL,355
25401,0.00,Petersburg, IL,"2,173"
25401,0.00,Phillipstown, IL,24
25401,0.00,Philo, IL,"1,652"
25401,0.00,Phoenix, IL,"2,143"
25401,0.00,Pierron, IL,459
25401,0.00,Pingree Grove, IL,"5,062"
25401,0.00,Piper City, IL,807
25401,0.00,Plainville, IL,317
25401,0.00,Plattville, IL,262
25401,0.00,Pleasant Plains, IL,892
25401,0.00,Plymouth, IL,495
25401,0.00,Polo, IL,"2,122"
25401,0.00,Port Byron, IL,"1,707"
25401,0.00,Posen, IL,"5,934"
25401,0.00,Potomac, IL,728
25401,0.00,Prairie City, IL,526
25401,0.00,Prairie Du Rocher, IL,690
25401,0.00,Preston Heights, IL,"2,720"
25401,0.00,Princeton, IL,"7,698"
25401,0.00,Princeville, IL,"2,077"
25401,0.00,Radom, IL,139
25401,0.00,Ramsey, IL,"1,168"
25401,0.00,Rankin, IL,418
25401,0.00,Ransom, IL,325
25401,0.00,Rapids City, IL,959
25401,0.00,Raritan, IL,97
25401,0.00,Raymond, IL,732
25401,0.00,Reddick, IL,389
25401,0.00,Redmon, IL,177
25401,0.00,Rentchler, IL,34
25401,0.00,Reynolds, IL,514
25401,0.00,Richmond, IL,"2,120"
25401,0.00,Richview, IL,188
25401,0.00,Ridge Farm, IL,836
25401,0.00,Ridott, IL,122
25401,0.00,Ringwood, IL,752
25401,0.00,Rio, IL,214
25401,0.00,Ripley, IL,96
25401,0.00,River Grove, IL,"10,268"
25401,0.00,Robbins, IL,"5,221"
25401,0.00,Roberts, IL,352
25401,0.00,Rockbridge, IL,195
25401,0.00,Rock City, IL,333
25401,0.00,Rockdale, IL,"1,974"
25401,0.00,Rockwood, IL,61
25401,0.00,Roodhouse, IL,"1,810"
25401,0.00,Rose Hill, IL,69
25401,0.00,Rosemont, IL,"4,043"
25401,0.00,Roseville, IL,"1,125"
25401,0.00,Rossville, IL,"1,495"
25401,0.00,Royal, IL,257
25401,0.00,Ruma, IL,382
25401,0.00,Rushville, IL,"3,218"
25401,0.00,Russellville, IL,66
25401,0.00,Rutland, IL,265
25401,0.00,Sadorus, IL,434
25401,0.00,Sailor Springs, IL,103
25401,0.00,Saint Augustine, IL,117
25401,0.00,Saint David, IL,550
25401,0.00,Sainte Marie, IL,257
25401,0.00,Saint Peter, IL,349
25401,0.00,Sammons Point, IL,350
25401,0.00,Sandoval, IL,"1,150"
25401,0.00,San Jose, IL,582
25401,0.00,Saunemin, IL,361
25401,0.00,Scales Mound, IL,451
25401,0.00,Schiller Park, IL,"11,842"
25401,0.00,Schram City, IL,462
25401,0.00,Sciota, IL,86
25401,0.00,Scottville, IL,81
25401,0.00,Seaton, IL,246
25401,0.00,Secor, IL,403
25401,0.00,Seymour, IL,269
25401,0.00,Shannon, IL,701
25401,0.00,Sheffield, IL,900
25401,0.00,Sheldon, IL,"1,264"
25401,0.00,Shumway, IL,171
25401,0.00,Sidell, IL,688
25401,0.00,Silvis, IL,"7,525"
25401,0.00,Sims, IL,335
25401,0.00,Skokie, IL,"65,056"
25401,0.00,Smithboro, IL,150
25401,0.00,Smithfield, IL,202
25401,0.00,Sorento, IL,734
25401,0.00,Southern View, IL,"1,936"
25401,0.00,South Pekin, IL,"1,160"
25401,0.00,South Wilmington, IL,688
25401,0.00,Sparland, IL,483
25401,0.00,Springerton, IL,88
25401,0.00,Standard, IL,228
25401,0.00,Stanford, IL,603
25401,0.00,Steger, IL,"9,569"
25401,0.00,Steward, IL,322
25401,0.00,Stewardson, IL,738
25401,0.00,Stillman Valley, IL,978
25401,0.00,Stockton, IL,"1,948"
25401,0.00,Stone Park, IL,"4,959"
25401,0.00,Stonington, IL,889
25401,0.00,Stoy, IL,160
25401,0.00,Strasburg, IL,601
25401,0.00,Strawn, IL,136
25401,0.00,Stronghurst, IL,995
25401,0.00,Sublette, IL,431
25401,0.00,Sumner, IL,"5,556"
25401,0.00,Symerton, IL,88
25401,0.00,Table Grove, IL,375
25401,0.00,Tallula, IL,477
25401,0.00,Tamaroa, IL,528
25401,0.00,Tamms, IL,739
25401,0.00,Tampico, IL,674
25401,0.00,Tennessee, IL,202
25401,0.00,Teutopolis, IL,"1,863"
25401,0.00,Thawville, IL,189
25401,0.00,Thayer, IL,614
25401,0.00,Thomasboro, IL,"1,147"
25401,0.00,Thomson, IL,818
25401,0.00,Time, IL,17
25401,0.00,Tiskilwa, IL,950
25401,0.00,Toledo, IL,"1,221"
25401,0.00,Tolono, IL,"3,141"
25401,0.00,Toluca, IL,"1,310"
25401,0.00,Tonica, IL,753
25401,0.00,Topeka, IL,37
25401,0.00,Toulon, IL,"1,275"
25401,0.00,Tovey, IL,483
25401,0.00,Towanda, IL,531
25401,0.00,Tower Hill, IL,528
25401,0.00,Tremont, IL,"2,120"
25401,0.00,Trenton, IL,"2,716"
25401,0.00,Troy Grove, IL,236
25401,0.00,Union, IL,516
25401,0.00,Union Hill, IL,61
25401,0.00,Ursa, IL,596
25401,0.00,Varna, IL,418
25401,0.00,Venedy, IL,108
25401,0.00,Vermilion, IL,239
25601,0.00,Vermont, IL,754
25601,0.00,Vernon, IL,99
25601,0.00,Verona, IL,235
25601,0.00,Victoria, IL,348
25601,0.00,Virden, IL,"3,600"
25601,0.00,Virgil, IL,347
25601,0.00,Waggoner, IL,164
25601,0.00,Walnut, IL,"1,520"
25601,0.00,Walshville, IL,32
25601,0.00,Wapella, IL,600
25601,0.00,Warren, IL,"1,541"
25601,0.00,Warrensburg, IL,"1,143"
25601,0.00,Washburn, IL,"1,022"
25601,0.00,Washington Park, IL,"4,120"
25601,0.00,Wataga, IL,883
25601,0.00,Watseka, IL,"5,463"
25601,0.00,Watson, IL,619
25601,0.00,Waverly, IL,"1,237"
25601,0.00,Wayne City, IL,"1,138"
25601,0.00,Waynesville, IL,511
25601,0.00,Weldon, IL,438
25601,0.00,Wellington, IL,239
25601,0.00,Wenona, IL,"1,119"
25601,0.00,Wenonah, IL,34
25601,0.00,West Brooklyn, IL,124
25601,0.00,Westchester, IL,"16,786"
25601,0.00,Western Springs, IL,"13,066"
25601,0.00,Westervelt, IL,93
25601,0.00,Westfield, IL,719
25601,0.00,West Peoria, IL,"4,453"
25601,0.00,West Point, IL,222
25601,0.00,West Union, IL,339
25601,0.00,Westville, IL,"3,264"
25601,0.00,West York, IL,124
25601,0.00,Wheeler, IL,97
25601,0.00,White Heath, IL,247
25601,0.00,Williamsfield, IL,574
25601,0.00,Williamsville, IL,"1,668"
25601,0.00,Willisville, IL,425
25601,0.00,Willow Hill, IL,201
25601,0.00,Wilmington Village, IL,148
25601,0.00,Winchester, IL,"1,644"
25601,0.00,Windsor Village, IL,935
25601,0.00,Windsor, IL,"1,366"
25601,0.00,Winnebago, IL,"3,203"
25601,0.00,Winslow, IL,235
25601,0.00,Witt, IL,775
25601,0.00,Woodhull, IL,"1,076"
25601,0.00,Woodland, IL,370
25601,0.00,Woodlawn, IL,616
25601,0.00,Woodson, IL,438
25601,0.00,Woodstock, IL,"25,121"
25601,0.00,Wyanet, IL,"1,172"
25601,0.00,Wyoming, IL,"1,553"
25601,0.00,Xenia, IL,508
25601,0.00,Yale, IL,74
25601,0.00,Yates City, IL,804
25601,0.00,Aberdeen, IN,"1,831"
25601,0.00,Advance, IN,488
25601,0.00,Akron, IN,"1,337"
25601,0.00,Alamo, IN,59
25601,0.00,Albion, IN,"2,347"
25601,0.00,Alexandria, IN,"5,100"
25601,0.00,Altona, IN,255
25601,0.00,Ambia, IN,256
25601,0.00,Amo, IN,495
25601,0.00,Arcadia, IN,"1,276"
25601,0.00,Ashley, IN,"1,255"
25601,0.00,Atlanta, IN,690
25601,0.00,Attica, IN,"3,365"
25601,0.00,Auburn, IN,"12,972"
25601,0.00,Austin, IN,"4,294"
25601,0.00,Avilla, IN,"2,332"
25601,0.00,Avoca, IN,821
25601,0.00,Bainbridge, IN,885
25601,0.00,Bargersville, IN,"6,324"
25601,0.00,Battle Ground, IN,"1,053"
25601,0.00,Bedford, IN,"13,384"
25601,0.00,Beech Grove, IN,"14,301"
25601,0.00,Bicknell, IN,"2,961"
25601,0.00,Blanford, IN,284
25601,0.00,Bloomfield, IN,"2,724"
25601,0.00,Bloomingdale, IN,305
25601,0.00,Boston, IN,175
25601,0.00,Boswell, IN,728
25601,0.00,Brookston, IN,"1,582"
25601,0.00,Bruceville, IN,710
25601,0.00,Bryant, IN,285
25601,0.00,Buck Creek, IN,202
25601,0.00,Burket, IN,159
25601,0.00,Burlington, IN,698
25601,0.00,Burnettsville, IN,383
25601,0.00,Butler, IN,"2,908"
25601,0.00,Butlerville, IN,248
25601,0.00,Cadiz, IN,162
25601,0.00,Cannelburg, IN,174
25601,0.00,Carbon, IN,577
25601,0.00,Carlisle, IN,704
25601,0.00,Carthage, IN,767
25601,0.00,Cayuga, IN,"1,016"
25601,0.00,Chalmers, IN,439
25601,0.00,Chandler, IN,"3,236"
25601,0.00,Chesterfield, IN,"2,528"
25601,0.00,Churubusco, IN,"1,806"
25601,0.00,Clarksburg, IN,326
25601,0.00,Clarks Hill, IN,592
25601,0.00,Clay City, IN,764
25601,0.00,Clayton, IN,"1,029"
25601,0.00,Clermont, IN,"1,388"
25601,0.00,Clifford, IN,276
25601,0.00,Colburn, IN,240
25601,0.00,Colfax, IN,754
25601,0.00,Collegeville, IN,337
25601,0.00,Corunna, IN,243
25601,0.00,Corydon, IN,"3,114"
25601,0.00,Country Club Heights, IN,114
25601,0.00,Covington, IN,"2,641"
25601,0.00,Crandall, IN,137
25601,0.00,Crane, IN,177
25601,0.00,Crawfordsville, IN,"15,988"
25601,0.00,Cromwell, IN,496
25601,0.00,Crothersville, IN,"1,573"
25601,0.00,Crows Nest, IN,113
25601,0.00,Culver, IN,"1,513"
25601,0.00,Cynthiana, IN,592
25601,0.00,Dana, IN,538
25601,0.00,Darlington, IN,757
25601,0.00,Dayton, IN,"1,462"
25601,0.00,Decker, IN,229
25601,0.00,Delphi, IN,"2,787"
25601,0.00,Denver, IN,544
25601,0.00,Deputy, IN,13
25601,0.00,Dillsboro, IN,"1,473"
25601,0.00,Dresser, IN,131
25601,0.00,Dugger, IN,832
25601,0.00,Dunkirk, IN,"2,365"
25601,0.00,Dunreith, IN,203
25601,0.00,Dupont, IN,316
25601,0.00,Dyer, IN,"16,322"
25601,0.00,Earl Park, IN,386
25601,0.00,East Enterprise, IN,500
25601,0.00,East Germantown, IN,244
25601,0.00,Economy, IN,188
25601,0.00,Edgewood, IN,"1,879"
25601,0.00,Edinburgh, IN,"4,023"
25601,0.00,Edwardsport, IN,313
25601,0.00,Elberfeld, IN,691
25601,0.00,Elizabeth, IN,192
25601,0.00,Elizabethtown, IN,561
25601,0.00,Ellettsville, IN,"6,352"
