Rank,Water Area (sq mi),City,State,Population
9206,0.03,Stockertown, PA,"1,057"
9207,0.03,Basin, WY,"1,243"
9208,0.03,Milltown, WI,"1,062"
9209,0.03,Bowmanstown, PA,"1,085"
9210,0.03,Hillview, KY,"7,785"
9211,0.03,Medford, WI,"4,349"
9212,0.03,Sheffield, IA,"1,057"
9213,0.03,Fruitland, NC,"2,443"
9214,0.03,Freeport, PA,"1,796"
9215,0.03,Roseville, MI,"47,408"
9216,0.03,Horseheads North, NY,"2,658"
9217,0.03,Forest City, PA,"2,068"
9218,0.03,Elysian, MN,523
9219,0.03,Chewey, OK,98
9220,0.03,Tobaccoville, NC,"2,492"
9221,0.03,Magnolia, AR,"11,681"
9222,0.03,Raemon, NC,144
9223,0.03,Harrison, AR,"13,103"
9224,0.03,Crozet, VA,"6,511"
9225,0.03,Copiague, NY,"22,527"
9226,0.03,Newton, AL,"1,581"
9227,0.03,Reform, AL,"2,044"
9228,0.03,Potter Valley, CA,509
9229,0.03,Yorkshire, VA,"8,091"
9230,0.03,Herington, KS,"2,353"
9231,0.03,Roland, OK,"3,284"
9232,0.03,Greenfields, PA,"1,033"
9233,0.03,Berwick, ME,"2,048"
9234,0.03,Brownlee Park, MI,"2,016"
9235,0.03,Johnsonville, SC,"1,602"
9236,0.03,Indian Springs Village, AL,"2,490"
9237,0.03,Joplin, MT,201
9238,0.03,Ninilchik, AK,730
9239,0.03,Blackburn, OK,77
9240,0.03,South Hill, VA,"4,603"
9241,0.03,Chalfant, CA,714
9242,0.03,Mount Hermon, VA,"4,164"
9243,0.03,Country Club Village, MO,"2,797"
9244,0.03,Northborough, MA,"6,613"
9245,0.03,Phillipsville, CA,77
9246,0.03,Oakbrook Terrace, IL,"2,061"
9247,0.03,South Coatesville, PA,"1,581"
9248,0.03,Vernon Valley, NJ,"1,416"
9249,0.03,Manchester, KY,"1,661"
9250,0.03,Mayer, MN,"1,792"
9251,0.03,Oronogo, MO,"2,673"
9252,0.03,Concord, VT,281
9253,0.03,Copper Canyon, TX,"1,353"
9254,0.03,Washington, UT,"20,999"
9255,0.03,Crestwood, KY,"4,640"
9256,0.03,Brazil, IN,"8,022"
9257,0.03,Bremen, GA,"6,204"
9257,0.03,Chester Center, CT,"1,761"
9259,0.03,Gainesville, TX,"16,040"
9260,0.03,Crestwood, IL,"11,006"
9261,0.03,Warren, OH,"40,925"
9262,0.03,New Bloomfield, MO,830
9263,0.03,New Haven, IL,406
9264,0.03,Bluewell, WV,"2,245"
9265,0.03,Farmington Hills, MI,"80,682"
9266,0.03,Advance, MI,269
9267,0.03,Whitsett, NC,770
9268,0.03,Thornton, CA,748
9269,0.03,Lehighton, PA,"5,427"
9270,0.03,Chapman, PA,177
9271,0.03,Highlands Ranch, CO,"101,350"
9272,0.03,Reeltown, AL,456
9273,0.03,Suffern, NY,"10,864"
9274,0.03,Gilbertsville, KY,212
9275,0.03,Bedford, PA,"2,804"
9276,0.03,Keenesburg, CO,"1,401"
9277,0.03,White Sulphur Springs, WV,"2,504"
9278,0.03,Jenkins, MN,340
9279,0.03,Leesport, PA,"2,000"
9280,0.03,S.N.P.J. Borough, PA,16
9280,0.03,Saint Stephens, AL,503
9282,0.03,North Pekin, IL,"1,464"
9283,0.03,Burlington, MI,273
9284,0.03,Hartley, CA,"2,458"
9285,0.03,Culver City, CA,"39,353"
9286,0.03,Wisner, NE,"1,331"
9287,0.03,Beaulieu, MN,69
9288,0.03,Reynoldsville, PA,"2,746"
9289,0.03,Whitesburg, GA,592
9290,0.03,Whitehall, OH,"18,383"
9291,0.03,Fallston, MD,"9,056"
9292,0.03,New Milford, IL,756
9292,0.03,Warden, WA,"2,734"
9294,0.03,Lincoln, AR,"2,132"
9295,0.03,Kadoka, SD,670
9296,0.03,Staunton, IL,"4,780"
9297,0.03,Guttenberg, IA,"1,884"
9298,0.03,Scott, IL,"3,314"
9299,0.03,Todd Mission, TX,103
9300,0.03,Point, TX,727
9301,0.03,Mason, MI,"8,266"
9302,0.03,Sturgeon Lake, MN,557
9303,0.03,Henlawson, WV,239
9304,0.03,Waynesville, MO,"5,147"
9305,0.03,Bozeman, MT,"39,123"
9306,0.03,Splendora, TX,"1,569"
9307,0.03,Hendersonville, NC,"13,350"
9308,0.03,Tivoli, NY,"1,091"
9309,0.03,Mendota, MN,221
9310,0.03,West Liberty, KY,"3,248"
9311,0.03,North Baltimore, OH,"3,577"
9312,0.03,Watchung, NJ,"5,855"
9313,0.03,Elliston, VA,"1,219"
9314,0.03,Edgewood, KY,"8,665"
9315,0.03,Wellsboro, PA,"3,301"
9316,0.03,Omer, MI,342
9317,0.03,Beltsville, MD,"17,580"
9318,0.03,Sunburg, MN,101
9319,0.03,Torboy, WA,128
9320,0.03,Lafayette, AL,"2,993"
9320,0.03,Carson City, MI,"1,080"
9322,0.03,Gillette, WY,"31,110"
9323,0.03,Pharr, TX,"73,143"
9324,0.03,Lafayette, VA,606
9325,0.03,Madison Park, NJ,"6,616"
9326,0.03,Steele, AL,"1,021"
9327,0.03,Balta, ND,94
9328,0.03,Milwaukie, OR,"20,449"
9329,0.03,Athens, PA,"3,344"
9330,0.03,Pinson, AL,"7,141"
9331,0.03,Canton, SD,"3,218"
9332,0.03,Fivepointville, PA,"1,181"
9333,0.03,Shorter, AL,497
9334,0.03,Auburn, CA,"13,690"
9335,0.03,Henderson, TN,"6,429"
9336,0.03,Gardner, IL,"1,325"
9337,0.03,Southport, NC,"3,032"
9338,0.03,Emlyn, KY,248
9339,0.03,Akeley, MN,376
9340,0.03,Princeton Junction, NJ,"2,444"
9341,0.03,New Wilmington, PA,"2,472"
9342,0.03,Good Hope, GA,405
9343,0.03,Olive Hill, KY,"1,728"
9344,0.03,Jenkins, KY,"2,314"
9345,0.03,Tallapoosa, GA,"3,140"
9346,0.03,Crittenden, KY,"3,819"
9347,0.03,Canfield, OH,"7,443"
9348,0.03,South Windham, CT,"1,603"
9349,0.03,Marshfield, WI,"18,514"
9350,0.03,Wade, MS,821
9351,0.03,Mar-Mac, NC,"3,894"
9352,0.03,Mazomanie, WI,"1,585"
9353,0.03,Leona Valley, CA,"1,697"
9354,0.03,Franklin Farm, VA,"19,956"
9355,0.03,Sterling, VA,"29,016"
9356,0.03,Pottsville, AR,"2,984"
9357,0.03,Rocky Ford, GA,166
9358,0.03,Amenia, NY,"1,222"
9359,0.03,Luverne, AL,"2,818"
9360,0.03,Raymond, OH,77
9361,0.03,Ridge Spring, SC,795
9362,0.03,Martindale, TX,"1,575"
9363,0.03,Pinhook Corner, OK,192
9364,0.03,West Stewartstown, NH,283
9365,0.03,Rayland, OH,390
9366,0.03,Cortez, CO,"8,515"
9367,0.03,Calverton, VA,175
9368,0.03,Big Falls, WI,126
9369,0.03,West Point, AL,649
9370,0.03,Joquin, AL,501
9371,0.03,Bloomfield, IA,"2,636"
9372,0.03,Manvel, TX,"6,159"
9373,0.03,Jamesport, NY,"1,573"
9374,0.03,Catlett, VA,229
9375,0.03,Elberta, UT,366
9376,0.03,Fairfield, UT,126
9377,0.03,Frazer, MT,306
9378,0.03,Archer Lodge, NC,"4,441"
9379,0.03,North Sioux City, SD,"2,551"
9380,0.03,Church Rock, NM,"1,058"
9381,0.03,Castanea, PA,"1,145"
9382,0.03,Great Neck, NY,"10,052"
9383,0.03,Silver Springs, NY,787
9384,0.03,Mills, WY,"3,545"
9384,0.03,Bucklin, KS,"1,120"
9386,0.03,Picture Rocks, PA,752
9387,0.03,Sunset, LA,"2,904"
9388,0.03,Shiloh, GA,658
9389,0.03,Prestbury, IL,"1,597"
9390,0.03,Des Lacs, ND,223
9391,0.03,Eastvale, PA,231
9392,0.03,Saint James, MN,"4,565"
9393,0.03,Idanha, OR,145
9394,0.03,Belfast, NY,917
9395,0.03,Booneville, KY,62
9396,0.03,Alder, WA,133
9397,0.03,Betsy Layne, KY,764
9398,0.03,White Haven, PA,"1,169"
9399,0.03,Lyndonville, VT,"1,260"
9400,0.03,Belmont, VA,"5,910"
9401,0.03,Rusk, TX,"5,573"
9402,0.03,Red Creek, NY,629
9403,0.03,Troutman, NC,"2,379"
9404,0.03,Winterville, GA,"1,019"
9405,0.03,Rochester, KY,202
9406,0.03,Moclips, WA,73
9407,0.03,Bristol, VT,"1,871"
9408,0.03,New Milford, CT,"6,568"
9409,0.03,Cuevitas, TX,16
9410,0.03,Wheeler, WI,340
9411,0.03,Rocky Mount, VA,"4,795"
9412,0.03,Beloit, KS,"3,927"
9413,0.03,Leipsic, DE,108
9414,0.03,Irondale, OH,348
9415,0.03,Pillager, MN,436
9416,0.03,Chelyan, WV,833
9417,0.03,Desert Hot Springs, CA,"27,678"
9418,0.03,Van Vleck, TX,"2,168"
9419,0.03,Pikesville, MD,"32,125"
9420,0.03,Nora Springs, IA,"1,517"
9420,0.03,Exton, PA,"4,609"
9422,0.03,Hondo, TX,"8,929"
9423,0.03,Niagara, ND,44
9424,0.03,Shrub Oak, NY,"2,044"
9425,0.03,Kitzmiller, MD,307
9426,0.03,Westphalia, MD,"7,217"
9427,0.03,Ross, OH,"3,856"
9428,0.03,Evansville, IL,702
9429,0.03,Pine Grove, WV,708
9430,0.03,Grantsville, WV,634
9431,0.03,Butte Creek Canyon, CA,805
9432,0.03,Germantown, WI,"19,791"
9433,0.03,Smiths Station, AL,"5,095"
9434,0.03,Rowley, MA,"1,444"
9435,0.03,Waverly, NY,"4,362"
9436,0.03,Port Jefferson, NY,"7,789"
9437,0.03,Hyattsville, MD,"18,049"
9438,0.03,Marion, KY,"3,020"
9439,0.03,Terryville, CT,"5,121"
9440,0.03,Champaign, IL,"82,848"
9441,0.03,Rensselaer Falls, NY,390
9442,0.03,Aberdeen Gardens, WA,236
9443,0.03,Pendleton, SC,"3,061"
9444,0.03,Mount Pleasant, TN,"4,604"
9445,0.03,Mohawk, NY,"2,632"
9446,0.03,York Haven, PA,758
9447,0.03,Garden, UT,148
9448,0.03,Fairview CDP, PA,"2,870"
9449,0.03,Comer, GA,"1,320"
9450,0.03,Mill Hall, PA,"1,631"
9450,0.03,Summitville, OH,111
9452,0.03,New Rockford, ND,"1,376"
9453,0.03,Capon Bridge, WV,393
9454,0.03,De Beque, CO,377
9455,0.03,Natchez, LA,358
9456,0.03,Glenbeulah, WI,442
9457,0.03,North Bennington, VT,"1,686"
9458,0.03,Syracuse, OH,803
9459,0.03,Lexington, VA,"7,114"
9460,0.03,Rossville, MD,"15,298"
9461,0.03,China Grove, TX,"1,152"
9462,0.03,New Chapel Hill, TX,637
9463,0.03,Fort Ritchie, MD,306
9464,0.03,Columbia, NJ,353
9465,0.03,Willows, CA,"6,118"
9466,0.03,Collinsville, MS,"1,699"
9467,0.03,Marshalltown, IA,"27,749"
9468,0.03,Haliimaile, HI,928
9469,0.03,Wilburton, OK,"2,797"
9470,0.03,Redfield, SD,"2,583"
9471,0.03,Sleepy Hollow, IL,"3,336"
9472,0.03,Lebanon, KY,"5,594"
9473,0.03,Elkton, OR,224
9474,0.03,Sedalia, MO,"21,429"
9475,0.03,Fredonia, AL,312
9476,0.03,Holbrook, AZ,"5,003"
9477,0.03,Guys, TN,630
9478,0.03,Thornton, IL,"2,826"
9479,0.03,Ronceverte, WV,"1,644"
9480,0.03,Ashland, NE,"2,479"
9481,0.03,Bear Lake village, MI,267
9482,0.03,Covington, OH,"2,598"
9483,0.03,Pineland, FL,352
9484,0.03,Bellaire, OH,"4,239"
9485,0.03,Alpha, NJ,"2,320"
9486,0.03,Cold Spring, MN,"4,033"
9487,0.03,Arcola, VA,182
9488,0.03,Algoma, MS,606
9488,0.03,Bristol, NH,"1,562"
9490,0.03,Weston, WI,"14,937"
9491,0.03,Penelope, TX,192
9492,0.03,Pagosa Springs, CO,"1,835"
9493,0.03,Weir, TX,610
9494,0.03,Jeffersonville, VT,816
9495,0.03,Bradshaw, WV,281
9496,0.03,Gaffney, SC,"12,565"
9497,0.03,Manton, CA,341
9498,0.03,Grottoes, VA,"2,705"
9499,0.03,Essex, IL,905
9500,0.03,Gays Mills, WI,483
9501,0.03,Tonkawa, OK,"3,144"
9502,0.03,Yonah, GA,387
9503,0.03,Franklin, ID,760
9504,0.03,Cottonwood, AL,"1,296"
9505,0.03,Wathena, KS,"1,281"
9506,0.03,Graham, TX,"8,840"
9507,0.03,Alberton, MT,476
9508,0.03,Caldwell, TX,"4,179"
9509,0.03,Waretown, NJ,"1,421"
9510,0.03,Lake Mills, IA,"1,878"
9511,0.03,Noma, FL,281
9512,0.03,Ketchum, ID,"2,703"
9513,0.03,Concordia, NJ,"3,092"
9514,0.03,Funston, GA,743
9515,0.03,Grant Park, IL,"1,323"
9516,0.03,Fairchild, WI,493
9517,0.03,North Crossett, AR,"3,250"
9518,0.03,Union Point, GA,"1,501"
9519,0.03,Allentown, NJ,"1,828"
9520,0.03,Dows, IA,442
9521,0.03,Villas, NJ,"9,199"
9522,0.03,Wilsonville, IL,592
9523,0.03,Pajaro Dunes, CA,269
9524,0.03,Santa Rosa, NM,"2,965"
9525,0.03,Bloomingdale, MI,612
9526,0.03,Plattsburg, MO,"2,428"
9527,0.03,North Prairie, WI,"2,284"
9528,0.03,Salyersville, KY,"1,791"
9529,0.03,Lenoir City, TN,"8,867"
9530,0.03,North Gates, NY,"9,956"
9531,0.03,New Goshen, IN,419
9532,0.03,La Luz, NM,"1,611"
9533,0.03,Cementon, PA,"1,551"
9534,0.03,Frisco, NC,116
9535,0.03,Velarde, NM,251
9536,0.03,Mustang, OK,"18,575"
9537,0.03,Wahpeton, IA,345
9538,0.03,Orchard Hills, PA,"1,851"
9539,0.03,Louise, TX,686
9540,0.03,La Barge, WY,581
9541,0.03,East Berlin, PA,"1,380"
9542,0.03,Piney Mountain, VA,"1,446"
9543,0.03,Brownwood, TX,"19,107"
9544,0.03,Redland, TX,967
9545,0.03,Massac, KY,"4,223"
9546,0.03,Linn Grove, IA,129
9547,0.03,Benton City, WA,"3,130"
9548,0.03,Opal, VA,722
9549,0.03,Richwood, OH,"2,248"
9550,0.03,Little Eagle, SD,281
9551,0.03,Camargo, KY,"1,327"
9552,0.03,Clewiston, FL,"7,184"
9553,0.03,Garden City, AL,447
9554,0.03,Bellville, GA,247
9555,0.03,Lava Hot Springs, ID,425
9556,0.03,Middletown, NY,"27,904"
9557,0.03,Pacific Beach, WA,138
9558,0.03,La Farge, WI,668
9559,0.03,Corinne, WV,187
9560,0.03,Los Luceros, NM,573
9561,0.03,Howards Grove, WI,"3,212"
9562,0.03,Spring Lake Heights, NJ,"4,691"
9563,0.03,Greenville, DE,"2,286"
9564,0.03,Auburn, GA,"7,388"
9565,0.03,Pickens, MS,850
9566,0.03,Willow Oak, FL,"5,127"
9567,0.03,Stanford, KY,"3,686"
9568,0.03,Hunter, TN,"1,757"
9569,0.03,El Moro, CO,367
9570,0.03,Kingston, IL,"1,029"
9571,0.03,Haydenville, OH,150
9572,0.03,Malcolm, AL,47
9573,0.03,Bridgeport, IL,"1,267"
9574,0.03,Breese, IL,"4,577"
9575,0.03,Iowa, LA,"3,083"
9576,0.03,Cabazon, CA,"3,266"
9577,0.03,Kline, SC,273
9578,0.03,Mount Jackson, VA,"2,051"
9579,0.03,Maynard, IA,541
9580,0.03,Mccammon, ID,577
9581,0.03,Jacksonville, VT,226
9582,0.03,Corning, AR,"3,267"
9583,0.03,Bunker Hill, IL,"1,644"
9584,0.03,Hutto, TX,"18,839"
9585,0.03,Milford, NH,"8,970"
9586,0.03,Mantorville, MN,"1,189"
9587,0.03,Henderson, MN,873
9588,0.03,Tuskahoma, OK,138
9589,0.03,Fowler, MI,"1,252"
9590,0.03,Columbus, MT,"2,250"
9591,0.03,Kemp Mill, MD,"11,850"
9592,0.03,Retreat, TX,346
9592,0.03,Ogema, WI,211
9594,0.03,Bowling Green, VA,"1,154"
9595,0.03,Canyon, TX,"13,882"
9596,0.03,Tuscarawas, OH,"1,365"
9597,0.03,Tigerton, WI,865
9598,0.03,Napanoch, NY,"1,079"
9599,0.03,Riverdale Park, MD,"7,119"
9600,0.03,Woodruff, WI,896
9601,0.03,Laurel, MD,"25,673"
9602,0.03,Union City, PA,"3,271"
9603,0.03,Jarrettsville, MD,"3,408"
9604,0.03,Thompsonville, PA,"3,853"
9605,0.03,Lake City, TX,487
9606,0.03,Kaylor, SD,71
9607,0.03,Sadieville, KY,286
9608,0.03,Vienna, GA,"3,880"
9609,0.03,Challis, ID,"1,011"
9610,0.03,Lake Park, NC,"3,572"
9611,0.03,Alston, GA,157
9612,0.03,Albany, WI,"1,167"
9613,0.03,Millry, AL,535
9614,0.03,King Lake, NE,96
9615,0.03,Oxford, WI,634
9616,0.03,Decorah, IA,"8,058"
9617,0.03,Lake Park, GA,885
9618,0.03,Steele, MO,"2,290"
9619,0.03,Big Spring, MO,59
9620,0.03,Huntingtown, MD,"3,311"
9621,0.02,Perryton, TX,"9,330"
9622,0.02,Chamois, MO,360
9623,0.02,Valley Falls, NY,502
9624,0.02,Shoreline, WA,"54,254"
9625,0.02,Summerville, PA,485
9626,0.02,Levittown, NY,"52,485"
9626,0.02,Stollings, WV,452
9628,0.02,Mill Creek, PA,386
9629,0.02,Mansfield, IL,941
9630,0.02,New Buffalo, MI,"1,890"
9631,0.02,Pennsboro, WV,"1,244"
9632,0.02,Mather, CA,"4,806"
9633,0.02,Elfers, FL,"14,301"
9634,0.02,Chinle, AZ,"4,743"
9635,0.02,Winters, CA,"6,843"
9636,0.02,Bud, WV,334
9636,0.02,Osseo, WI,"1,690"
9638,0.02,Concord, VA,"1,552"
9639,0.02,Grenada, MS,"12,951"
9640,0.02,Lower Lake, CA,"1,620"
9641,0.02,Uniontown, OH,"3,469"
9642,0.02,Knob Noster, MO,"2,761"
9643,0.02,Avery, TX,395
9644,0.02,Pleasant Hill, IL,"1,191"
9645,0.02,Ferndale, PA,"1,559"
9646,0.02,Dubois, IN,483
9647,0.02,Cape Vincent, NY,647
9648,0.02,Gaylord, MI,"3,651"
9649,0.02,Osceola, MO,986
9650,0.02,Windsor, CA,"27,113"
9651,0.02,Cato, NY,665
9652,0.02,Hancock, IA,219
9653,0.02,Helena West Side, MT,"1,324"
9654,0.02,Many Farms, AZ,"1,556"
9655,0.02,Simpsonville, SC,"19,219"
9656,0.02,Burlington, OH,"2,614"
9657,0.02,Mount Hope, KS,790
9658,0.02,Butner, NC,"7,661"
9659,0.02,Strasburg, CO,"2,999"
9660,0.02,Sellersville, PA,"4,232"
9661,0.02,Garden City, NY,"22,543"
9662,0.02,Bloomington, MD,236
9663,0.02,Travelers Rest, SC,"4,768"
9664,0.02,Upper Marlboro, MD,646
9665,0.02,Sour Lake, TX,"1,598"
9666,0.02,Sierra Blanca, TX,547
9667,0.02,West Mansfield, OH,732
9668,0.02,Jupiter Farms, FL,"11,803"
9669,0.02,Kiefer, OK,"2,005"
9670,0.02,Beattystown, NJ,"4,583"
9671,0.02,Prentice, WI,566
9672,0.02,Peterborough, NH,"2,993"
9673,0.02,Hiram, GA,"3,628"
9673,0.02,Pleasant Valley, NY,"1,308"
9675,0.02,Belva, WV,116
9676,0.02,Palisades Park, NJ,"20,066"
9677,0.02,Bartlesville, OK,"36,193"
9678,0.02,New Providence, NJ,"12,314"
9679,0.02,Bluffton, MN,202
9680,0.02,Rome Village, OH,80
9681,0.02,Poynette, WI,"2,516"
9682,0.02,Baldwin, NY,"24,897"
9683,0.02,Laguna Hills, CA,"30,768"
9684,0.02,Bear Creek, FL,"1,757"
9685,0.02,Talmo, GA,235
9686,0.02,Pocono Mountain Lake Estates, PA,605
9687,0.02,Inglewood, CA,"111,133"
9687,0.02,Eldora, CO,124
9689,0.02,Neosho Falls, KS,153
9690,0.02,Seadrift, TX,"1,677"
9691,0.02,South Amherst, MA,"5,267"
9692,0.02,Carson, WA,"2,262"
9693,0.02,Junior, WV,503
9694,0.02,Nicholls, GA,"3,303"
9695,0.02,Saint Elmo, IL,"1,470"
9696,0.02,Grand Bay, AL,"3,632"
9697,0.02,Parks, AZ,"1,456"
9698,0.02,Glen Rock, NJ,"11,784"
9699,0.02,White Oak, OK,214
9700,0.02,Amagansett, NY,"1,355"
9701,0.02,Addison, WV,"1,133"
9702,0.02,Snowville, VA,157
9703,0.02,Hamilton Square, NJ,"12,870"
9704,0.02,Bruno, WV,804
9705,0.02,Byron, GA,"4,725"
9706,0.02,Tillson, NY,"1,604"
9707,0.02,Bowie, TX,"5,195"
9708,0.02,Russellville, KY,"6,998"
9709,0.02,Millen, GA,"3,042"
9710,0.02,New Amsterdam, IN,16
9711,0.02,Point Clear, AL,"2,388"
9712,0.02,Kettering, MD,"13,331"
9713,0.02,Livingston, TN,"4,060"
9714,0.02,Columbia, TN,"35,207"
9715,0.02,Mud Bay, AK,131
9716,0.02,Cherokee, IA,"5,203"
9717,0.02,Richmond, MN,"1,466"
9718,0.02,Wilberforce, OH,"2,166"
9719,0.02,Fair Lakes, VA,"7,368"
9720,0.02,Palestine, AR,759
9721,0.02,Cleone, CA,679
9722,0.02,Switzer, WV,601
9723,0.02,Bridgewater, MA,"8,374"
9724,0.02,Wentzville, MO,"31,591"
9725,0.02,Clayton, OK,729
9726,0.02,Loudonville, OH,"2,777"
9727,0.02,North Hartland, VT,151
9728,0.02,Porum, OK,590
9729,0.02,Catawissa, PA,"1,530"
9730,0.02,Bushyhead, OK,"1,178"
9731,0.02,Beulah, ND,"3,231"
9732,0.02,Walcott, IA,"1,702"
9732,0.02,Montana City, MT,"2,683"
9734,0.02,Glen Park, NY,505
9735,0.02,Cove, AR,494
9736,0.02,Cosmos, MN,513
9737,0.02,Courtland, AL,540
9738,0.02,Montour Falls, NY,"1,932"
9739,0.02,Concrete, WA,751
9740,0.02,Tallmadge, OH,"17,463"
9741,0.02,La Palma, CA,"15,791"
9742,0.02,Salisbury, NY,"12,154"
9743,0.02,Old Green, OK,520
9744,0.02,Lavonia, GA,"1,726"
9745,0.02,Harriston, VA,"1,012"
9746,0.02,Riverbank, CA,"23,310"
9747,0.02,Aspers, PA,404
9748,0.02,Kinston, AL,563
9749,0.02,Sand Fork, WV,191
9750,0.02,Balch Springs, TX,"24,693"
9751,0.02,Westchester, FL,"29,921"
9752,0.02,Altamont, KS,"1,099"
9753,0.02,Lincoln, CA,"44,397"
9754,0.02,White Marsh, MD,"9,671"
9755,0.02,Mount Jewett, PA,949
9756,0.02,Westfield, NJ,"30,647"
9756,0.02,Matheny, WV,422
9758,0.02,Derry, PA,"2,649"
9759,0.02,Whitesville, WV,545
9760,0.02,Mattawan, MI,"2,075"
9761,0.02,Yellville, AR,"1,290"
9762,0.02,Shawsville, VA,"1,205"
9763,0.02,Gladwin, MI,"2,928"
9764,0.02,Startex, SC,"1,100"
9765,0.02,West Blocton, AL,"1,566"
9766,0.02,Rochester, IA,40
9767,0.02,Walnut, MS,772
9768,0.02,Pine Island, MN,"3,434"
9769,0.02,Oak Grove, LA,"1,718"
9770,0.02,Westernport, MD,"1,807"
9771,0.02,Elm Springs, AR,"1,455"
9772,0.02,Warren, AR,"5,918"
9773,0.02,Stephenville, TX,"18,387"
9774,0.02,Point Baker, FL,"3,391"
9775,0.02,Blennerhassett, WV,"2,893"
9776,0.02,Prophetstown, IL,"2,146"
9777,0.02,Coal Fork, WV,"1,037"
9778,0.02,Poth, TX,"2,070"
9779,0.02,Neosho, MO,"12,038"
9780,0.02,Millington, MD,658
9781,0.02,Kingstree, SC,"3,254"
9782,0.02,Londonderry, NH,"10,637"
9783,0.02,Blacklick Estates, OH,"8,580"
9784,0.02,Tira, TX,255
9785,0.02,Jersey Shore, PA,"4,339"
9786,0.02,Mannsville, OK,899
9787,0.02,Cambridge, VT,200
9788,0.02,Stallion Springs, CA,"2,983"
9789,0.02,Richland, MO,"1,853"
9790,0.02,Galeton, PA,"1,240"
9791,0.02,Lovejoy, GA,"6,433"
9792,0.02,Manteca, CA,"70,693"
9793,0.02,Fairview, CA,"9,852"
9794,0.02,Calpella, CA,424
9795,0.02,Edgewater, AL,804
9796,0.02,Mountain Brook, AL,"20,484"
9797,0.02,Carbondale, KS,"1,367"
9798,0.02,Troy, VT,153
9799,0.02,Polk, OH,300
9800,0.02,Moapa Valley, NV,"6,772"
9801,0.02,Wichita Falls, TX,"104,771"
9802,0.02,Wild Rose, WI,755
9803,0.02,Black Butte Ranch, OR,262
9804,0.02,Hagerman, ID,"1,034"
9805,0.02,Hamilton, MS,540
9806,0.02,Echelon, NJ,"10,831"
9807,0.02,Bartlett, NH,198
9808,0.02,Great Bend, PA,749
9809,0.02,Wyndham, VA,"10,101"
9810,0.02,Bedford, VA,"6,508"
9811,0.02,East Meadow, NY,"37,513"
9812,0.02,Napoleon, MI,"1,239"
9813,0.02,Kings Park, VA,"4,464"
9814,0.02,Buxton, NC,"1,259"
9815,0.02,Warren, WY,"2,746"
9816,0.02,New Stanton, PA,"2,510"
9817,0.02,Harveysburg, OH,646
9818,0.02,Coolville, OH,579
9819,0.02,Zebulon, NC,"4,590"
9820,0.02,Pandora, OH,"1,163"
9821,0.02,Coal Center, PA,75
9822,0.02,Oxford, GA,"2,273"
9823,0.02,Saint Francisville, LA,"1,917"
9824,0.02,Gargatha, VA,657
9825,0.02,Durant, MS,"2,598"
9826,0.02,Bay City, WI,512
9827,0.02,Dillard, GA,329
9828,0.02,Embarrass, WI,603
9828,0.02,West Haverstraw, NY,"10,308"
9830,0.02,Elmendorf, TX,"1,325"
9831,0.02,Rushford, MN,"2,102"
9832,0.02,Marmarth, ND,137
9833,0.02,Miamitown, OH,"1,113"
9834,0.02,Port Allegany, PA,"2,120"
9835,0.02,North Seekonk, MA,"2,660"
9836,0.02,Urbandale, IA,"41,157"
9837,0.02,Friars Point, MS,924
9838,0.02,Monticello, NY,"6,780"
9839,0.02,Bensley, VA,"5,865"
9840,0.02,Hemlock, MI,"1,397"
9841,0.02,Arma, KS,"1,484"
9842,0.02,White Ash, IL,354
9843,0.02,Pageton, WV,48
9844,0.02,Delphos, KS,407
9845,0.02,Princeton, KY,"6,274"
9846,0.02,Chapmanville, WV,"1,242"
9847,0.02,Mccausland, IA,319
9848,0.02,West Allis, WI,"60,595"
9849,0.02,Garden View, PA,"2,539"
9850,0.02,Los Molinos, CA,"2,184"
9851,0.02,North Springfield, VT,486
9852,0.02,Guymon, OK,"11,921"
9853,0.02,Lake Nacimiento, CA,"2,497"
9854,0.02,South West City, MO,977
9855,0.02,Yulee, FL,"11,609"
9856,0.02,Alton, TX,"14,735"
9857,0.02,Coto De Caza, CA,"14,647"
9858,0.02,Cresaptown, MD,"5,048"
9859,0.02,Fall Creek, WI,"1,316"
9860,0.02,Seeley, CA,"1,214"
9861,0.02,Quinton, NJ,606
9862,0.02,Wesley Hills, NY,"5,779"
9863,0.02,Newark, CA,"43,635"
9864,0.02,Bell, OK,522
9865,0.02,Hugo, OK,"5,294"
9866,0.02,Mayking, KY,158
9867,0.02,Stratmoor, CO,"7,209"
9868,0.02,Worton, MD,52
9869,0.02,Kingsville, TX,"26,348"
9870,0.02,New Lenox, IL,"24,747"
9871,0.02,Acton, CA,"6,956"
9872,0.02,Saint Regis, MT,239
9873,0.02,Ashland, ME,737
9874,0.02,Annetta South, TX,537
9875,0.02,Meadowbrook, CA,"3,447"
9876,0.02,Slinger, WI,"5,131"
9877,0.02,York, NE,"7,878"
9878,0.02,North Great River, NY,"4,133"
9879,0.02,Greenbackville, VA,190
9880,0.02,Locust Valley, NY,"3,241"
9881,0.02,Christiansburg, VA,"21,427"
9882,0.02,Diaz, AR,"1,517"
9883,0.02,Woolsey, GA,158
9884,0.02,Tamaha, OK,126
9885,0.02,Coldiron, KY,144
9886,0.02,Salem, UT,"6,789"
9886,0.02,Saint Anne, IL,"1,606"
9888,0.02,East Rockingham, NC,"4,069"
