Rank,Population Growth Rate,City,State,Population
691,143.55%,Orovada, NV,151
692,143.50%,Lauderdale By The Sea, FL,"6,241"
693,143.46%,El Dorado Hills, CA,"43,862"
694,143.31%,Reiles Acres, ND,618
695,143.18%,Springfield, SD,"1,926"
696,143.17%,Brooks, OR,997
697,143.16%,Pindall, AR,231
698,142.97%,Shaft, MD,311
699,142.86%,Garretts Mill, MD,391
699,142.86%,De Lamere, ND,17
701,142.84%,Granite Shoals, TX,"4,954"
702,142.59%,Tea, SD,"4,226"
703,141.97%,Carrizo Hill, TX,"1,326"
704,141.95%,Alamo, GA,"4,701"
705,141.90%,Meadow Woods, FL,"27,301"
706,141.65%,Glenwillow, OH,"1,085"
707,141.63%,Jasper, FL,"4,301"
708,141.53%,Doral, FL,"49,363"
709,141.51%,Granger, IA,"1,408"
710,141.47%,Battlefield, MO,"5,759"
711,140.98%,Butterfield, TX,147
712,140.91%,Big Pool, MD,53
713,140.84%,Upper Santan Village, AZ,460
714,140.53%,Wheatfields, AZ,914
715,140.27%,Folkston, GA,"5,233"
716,140.14%,Sweet Water Village, AZ,353
717,140.11%,Murrieta, CA,"106,326"
718,140.01%,Locust Grove, GA,"5,573"
719,140.00%,Manele, HI,12
719,140.00%,Liberty, KS,228
721,139.91%,Homestead Base, FL,"1,070"
722,139.89%,Dallas, GA,"12,129"
723,139.81%,Sims Chapel, AL,259
724,139.68%,Dale, OK,151
725,139.29%,Wai'ohinu, HI,67
726,138.92%,Bay View, WA,798
727,138.91%,Wildomar, CA,"33,601"
728,138.89%,Dover, ID,817
729,138.40%,Foxfire, NC,"1,130"
730,138.34%,Estero, FL,"22,649"
731,138.05%,Oswego, IL,"31,723"
732,138.04%,Winfield, MO,"1,721"
733,137.82%,Stonyford, CA,283
734,137.62%,Palm Coast, FL,"77,779"
735,137.50%,Hansboro, ND,19
735,137.50%,Bellfountain, OR,95
735,137.50%,Kings Valley, OR,57
738,137.28%,Edgerton, WY,401
739,137.21%,Toomsuba, MS,"1,020"
740,137.20%,Grantville, GA,"3,105"
741,137.16%,Fort Thomas, AZ,517
742,136.86%,Flemington, GA,874
743,136.75%,Wet Camp Village, AZ,277
744,136.67%,Blackgum, OK,71
745,136.42%,Cumming, IA,383
746,136.31%,Shamrock Lakes, IN,397
747,135.92%,Sturgis, MS,486
748,135.87%,Lakemoor, IL,"6,576"
749,135.76%,Cameron, NC,356
750,135.69%,India Hook, SC,"3,804"
751,135.63%,Burlington, WV,205
752,135.54%,Concho, AZ,285
753,135.52%,Truesdale, MO,935
754,135.42%,Yorktown, IN,"11,265"
755,134.85%,Englevale, ND,155
756,134.80%,Clayton, DE,"2,989"
757,134.78%,Pottsville, AR,"2,984"
758,134.67%,Bondurant, IA,"4,332"
759,134.48%,Hummels Wharf, PA,"1,503"
760,134.45%,San Miguel, AZ,279
761,134.42%,Youngsville, LA,"9,358"
762,134.38%,Oasis, UT,75
762,134.38%,Sims, NC,300
764,134.30%,Rosharon, TX,"1,940"
765,134.29%,Murphy, ID,82
766,134.11%,Fountain N Lakes, MO,302
767,134.02%,Rogersville, MO,"3,529"
768,133.97%,Lake Belvedere Estates, FL,"3,568"
769,133.83%,Three Lakes, FL,"16,263"
770,133.68%,Indian Beach, NC,222
771,133.63%,Gilgo, NY,264
771,133.63%,Preston, MO,264
773,133.54%,Carolina Shores, NC,"3,461"
774,133.33%,Arnegard, ND,245
774,133.33%,Mulberry, OK,119
776,133.21%,Placitas, NM,646
777,133.19%,Avon, IN,"14,570"
778,132.98%,Purcellville, VA,"8,350"
779,132.98%,Riverland, MN,219
780,132.90%,Pecan Acres, TX,"5,331"
781,132.84%,Lake Bosworth, WA,475
782,132.81%,East Wenatchee, WA,"13,403"
783,132.71%,Marble, NC,249
784,132.69%,Sugar Grove, IL,"9,096"
785,132.68%,Kenwood, CA,"1,075"
786,132.60%,Lewistown Heights, MT,849
787,132.53%,Petronila, TX,193
788,132.52%,White Hills, AZ,379
789,132.45%,Maggie Valley, NC,"1,411"
790,132.44%,Commerce City, CO,"48,792"
791,132.35%,Jonestown, PA,79
792,132.32%,Chapin, SC,"1,459"
793,132.31%,Grand Lake Towne, OK,151
794,132.22%,Sisters, OR,"2,227"
795,132.19%,Isanti, MN,"5,396"
796,132.12%,Crestwood, KY,"4,640"
797,132.09%,Maurice, LA,"1,490"
798,132.04%,Meridian, ID,"81,025"
799,132.01%,Brentwood, CA,"54,062"
800,131.85%,Argo, AL,"4,127"
801,131.58%,Odessa, FL,"7,348"
802,131.41%,Valmeyer, IL,"1,407"
803,131.32%,Ancient Oaks, PA,"7,312"
804,130.92%,Soledad, CA,"26,008"
805,130.89%,Roanoke, TX,"6,488"
806,130.89%,Crozet, VA,"6,511"
807,130.85%,Jefferson City, MT,681
808,130.53%,Duchess Landing, OK,219
809,130.43%,Ammon, ID,"14,257"
810,130.31%,Smith Corner, CA,661
811,130.26%,Hosford, FL,624
812,130.00%,Tulsita, TX,46
813,129.98%,Gretna, NE,"5,416"
814,129.56%,Houston, AR,365
815,129.52%,Grasston, MN,241
816,129.46%,Coaldale, CO,296
817,128.80%,Wintergreen, VA,286
818,128.73%,New Castle, CO,"4,538"
819,128.70%,Bullard, TX,"2,630"
820,128.60%,Reeds Spring, MO,"1,063"
821,128.57%,No Name, CO,192
821,128.57%,Tar Heel, NC,160
823,128.47%,Post Oak Bend City, TX,923
824,128.44%,West Alexander, PA,731
825,128.42%,Venice, LA,217
826,128.10%,Bogue Chitto CDP, MS,479
827,127.79%,Krum, TX,"4,508"
828,127.75%,Pineville, NC,"7,855"
829,127.45%,Belva, WV,116
830,127.32%,Chaparral, NM,"13,905"
831,127.27%,Beaconsfield, IA,25
832,126.99%,Ball Ground, GA,"1,657"
833,126.92%,Grand View, WI,177
834,126.85%,Doddsville, MS,245
835,126.49%,Ruskin, FL,"18,846"
836,126.48%,East Dunseith, ND,496
837,126.35%,Burke, TX,713
838,126.32%,Hackberry, AZ,86
839,126.02%,Etna, WY,278
840,125.98%,Hyden, KY,461
841,125.94%,Centreville, MD,"4,451"
842,125.71%,Oldtown, MD,79
843,125.57%,Faysville, TX,785
844,125.57%,Buckhorn, PA,397
845,125.24%,Moose Pass, AK,464
846,125.21%,Town Of Hideout, UT,536
847,125.16%,Milton Mills, NH,358
848,125.00%,Lithopolis, OH,"1,350"
848,125.00%,Hamer, ID,27
850,124.99%,Goddard, KS,"4,583"
851,124.93%,Yelm, WA,"7,398"
852,124.89%,Bull Creek, MO,506
853,124.83%,Hunters Creek, FL,"21,064"
854,124.83%,Odessa, DE,643
855,124.78%,Sugar Mountain, NC,508
856,124.69%,Beecher, IL,"4,568"
857,124.56%,Kirby, WY,128
858,124.56%,Fernley, NV,"19,184"
859,124.47%,Cold Springs, NV,"8,606"
860,124.46%,Somers, MT,"1,248"
861,124.37%,Prince Frederick, MD,"3,213"
862,124.30%,Colburn, IN,240
863,124.19%,Crisman, CO,278
863,124.19%,Duffield, VA,139
865,124.10%,Knik-Fairview, AK,"15,797"
866,123.95%,Milton, GA,"34,874"
867,123.81%,Inverness Highlands North, FL,"3,290"
868,123.74%,Baraga, MI,"2,875"
869,123.61%,Vina, CA,161
870,123.46%,Sachse, TX,"21,790"
871,123.40%,Steely Hollow, OK,105
872,123.15%,Otsego, MN,"14,257"
873,123.00%,Cedar Park, TX,"58,088"
874,122.60%,South La Paloma, TX,394
875,122.23%,Rockwall, TX,"39,948"
876,122.01%,Buffington, PA,353
877,121.55%,Volta, CA,257
878,121.54%,Martin, NE,144
879,121.47%,Longstreet, LA,361
880,121.40%,Riceville, TN,662
881,121.30%,Midway, FL,"3,200"
882,121.22%,Carmel, IN,"83,474"
883,121.16%,Eagle Butte, SD,"1,369"
884,121.11%,Leadore, ID,199
885,121.00%,Thonotosassa, FL,"13,461"
886,120.95%,Cayuga, OK,232
887,120.80%,Victor, CA,605
888,120.71%,Kechi, KS,"2,291"
889,120.71%,Skippers Corner, NC,"2,750"
890,120.65%,Flying Hills, PA,"2,628"
891,120.64%,Big Sky, MT,"2,694"
892,120.54%,Elkins, AR,"2,759"
893,120.45%,Elm Grove, OK,194
894,120.13%,New Albany, OH,"8,169"
895,120.04%,Tolar, TX,"1,109"
896,120.00%,Loma Linda East CDP, TX,44
896,120.00%,West Point, AL,649
896,120.00%,Wintersburg, AZ,110
899,119.81%,Falkner, MS,466
900,119.64%,Fort Apache, AZ,123
900,119.64%,Forestburg, SD,123
902,119.63%,Springfield, WI,235
903,119.52%,Westwood, PA,"1,282"
904,119.38%,Lowesville, NC,"3,159"
905,119.35%,Haysi, VA,408
906,119.30%,Pueblo, NM,125
907,119.28%,Cornelius, NC,"26,246"
908,119.19%,Barton Creek, TX,"3,483"
909,119.16%,Milner, GA,"1,144"
910,119.15%,Longford, KS,206
911,119.13%,Fairview Beach, VA,504
912,119.10%,Inez, KY,"1,021"
913,119.05%,Promise City, IA,230
914,118.83%,Culver, OR,"1,755"
915,118.81%,Belknap, MT,221
916,118.77%,Mount Juliet, TN,"27,053"
917,118.75%,Templeville, MD,175
917,118.75%,Ronneby, MN,35
919,118.72%,Erda, UT,"5,409"
920,118.67%,Wilsons Mills, NC,"2,823"
921,118.41%,Taconite, MN,688
922,118.36%,Corwin, OH,559
923,118.31%,Arizona City, AZ,"9,573"
924,118.29%,Hardeeville, SC,"3,914"
925,118.22%,Johnston, IA,"18,874"
926,118.22%,Bland, VA,587
927,117.74%,Fowlerton, TX,135
928,117.72%,San Rafael, NM,860
929,117.71%,Bigler, PA,381
930,117.66%,Hugo, MN,"13,850"
931,117.65%,Harrison, SD,111
931,117.65%,Mount Briar, MD,222
933,117.52%,Withamsville, OH,"6,841"
934,117.50%,Kicking Horse, MT,174
935,117.39%,Stidham, OK,50
936,117.39%,Big Bear City, CA,"12,563"
937,117.27%,Ridgetop, TN,"2,353"
938,117.14%,Brice, OH,152
939,117.13%,Avondale, AZ,"77,912"
940,116.98%,Alleghany, CA,115
941,116.86%,Wooster, AR,"1,119"
942,116.78%,Tazlina, AK,323
943,116.58%,Crowley, CO,405
944,116.57%,Coal Run Village, KY,"1,804"
945,116.47%,Red Rock CDP, AZ,"2,169"
946,116.34%,Clever, MO,"2,185"
947,116.28%,Princeton, TX,"7,520"
948,116.25%,Mountain Meadows, CO,173
949,116.24%,Hanover, MN,"2,930"
950,116.13%,Hernando, MS,"14,723"
951,116.13%,Wolf Lake, MN,67
952,115.94%,Whitney, NV,"39,458"
953,115.86%,Basehor, KS,"4,831"
954,115.79%,Pilgrim, MI,41
955,115.59%,Twin Oaks, OK,401
956,115.56%,Goodville, PA,554
957,115.38%,Erie, ND,140
958,115.21%,Wright City, MO,"3,297"
959,114.84%,Mcrae, GA,"5,762"
960,114.81%,Youngsville, NM,58
960,114.81%,Floriston, CA,58
962,114.74%,Eagle, CO,"6,511"
963,114.68%,Villarreal, TX,234
964,114.55%,Bryce Canyon City, UT,118
964,114.55%,Omaha, AR,354
966,114.50%,North San Juan, CA,281
967,114.47%,Holt, MI,"24,267"
968,114.29%,Lindy, NE,15
969,114.25%,Fishers, IN,"81,060"
970,114.22%,Gardner, KS,"20,128"
971,114.18%,Olancha, CA,287
972,114.12%,Carrabelle, FL,"2,790"
973,114.11%,Dooling, GA,349
974,113.95%,Dailey, WV,92
975,113.91%,Strasburg, CO,"2,999"
976,113.78%,Saint Leo, FL,"1,272"
977,113.64%,Urie, WY,423
977,113.64%,Homestead, NM,47
979,113.51%,Lorenzo, NE,79
980,113.30%,Broomes Island, MD,433
981,113.28%,Maize, KS,"3,984"
982,113.18%,Mansfield, TX,"59,757"
983,113.13%,Nobleton, FL,341
984,113.04%,Wheaton, KS,196
984,113.04%,College City, CA,196
986,113.02%,Knightdale, NC,"12,692"
987,112.96%,Stansbury Park, UT,"5,079"
988,112.71%,Winfield, IN,"4,888"
989,112.62%,Mayhill, NM,219
990,112.50%,Badger Lee, OK,102
991,112.39%,Horseshoe Bend, TX,703
992,112.26%,Marion, UT,779
993,112.23%,Enola, AR,399
994,112.15%,Newnan, GA,"34,457"
995,112.12%,Mcconnico, AZ,70
996,112.09%,Fairmead, CA,"1,983"
997,112.05%,Garrett, TX,950
998,111.93%,Malmo, NE,231
999,111.91%,Rincon, GA,"9,273"
1000,111.76%,Cortland, IL,"4,375"
1001,111.74%,Chautauqua, NY,559
1002,111.59%,La Russell, MO,292
1003,111.58%,Hatfield, WI,201
1004,111.57%,Elgin, OK,"2,560"
1005,111.40%,Big Flats, NY,"5,247"
1006,111.36%,Jacksonburg, WV,93
1006,111.36%,Quinn, SD,93
1008,111.36%,Ostrander, OH,856
1009,111.25%,Pea Ridge, AR,"4,956"
1010,111.11%,Piqua, KS,152
1011,111.00%,Middleway, WV,422
1012,110.87%,Fremont, UT,97
1013,110.84%,Terry, MS,"1,400"
1014,110.81%,Canyondam, CA,78
1015,110.72%,Manhattan, IL,"7,017"
1016,110.71%,Falun, KS,118
1017,110.64%,Turner, MT,99
1018,110.59%,Shorewood, IL,"16,186"
1019,110.53%,Allensworth, CA,480
1020,110.30%,Verplanck, NY,"1,634"
1021,110.27%,Opdyke, IL,389
1022,110.21%,Apollo Beach, FL,"15,648"
1023,110.14%,Sudley, VA,"16,221"
1024,110.00%,Fairfield, UT,126
1025,109.97%,Arizona Village, AZ,737
1026,109.83%,Youngsville, NC,"1,366"
1027,109.68%,Woody Creek, CO,390
1028,109.61%,Sobieski, WI,589
1029,109.52%,Whitefield, OK,484
1030,109.48%,Mapleville, MD,243
1031,109.46%,Glenwood, NE,930
1032,109.43%,Glendale CDP, CO,111
1033,109.40%,Breezy Point, MN,"2,050"
1034,109.27%,Youngtown, AZ,"6,299"
1035,109.26%,Lovettsville, VA,"1,785"
1036,109.25%,Granville, WV,"1,628"
1037,109.01%,Solon, IA,"2,460"
1038,108.86%,Rice, MN,"1,485"
1039,108.76%,Imperial, CA,"15,782"
1040,108.72%,Hampshire, IL,"6,053"
1041,108.70%,Rendville, OH,96
1041,108.70%,Kupreanof, AK,48
1043,108.69%,Senoia, GA,"3,627"
1044,108.63%,Nelson, GA,"1,306"
1045,108.62%,Gulf Shores, AL,"10,523"
1046,108.57%,Roxborough Park, CO,"9,273"
1047,108.42%,Millcreek, UT,"63,311"
1048,108.39%,Chili, WI,298
1049,108.33%,Nessen City, MI,150
1050,108.27%,Clear Lake, MN,554
1051,108.02%,Elburn, IL,"5,733"
1052,107.90%,Corvallis, MT,921
1053,107.87%,Cottonwood CDP, AZ,185
1054,107.71%,Naranja, FL,"8,379"
1055,107.44%,Tillatoba, MS,251
1056,107.41%,Beech Grove, KY,448
1057,107.22%,Barnegat, NJ,"3,502"
1058,107.17%,Owings, MD,"2,745"
1059,107.07%,Big Horn, WY,410
1060,107.03%,Toquerville, UT,"1,884"
1061,106.98%,Pasadena, MD,"25,030"
1062,106.94%,Norman, NC,149
1063,106.90%,Towner, CO,60
1064,106.87%,Golconda, NV,271
1065,106.63%,Autryville, NC,405
1066,106.63%,Diamondhead Lake, IA,343
1067,106.55%,Johnstonville, CA,"1,072"
1068,106.55%,Arcadia, SC,"3,123"
1069,106.54%,Mesa, CA,442
1070,106.50%,Ivyland, PA,"1,016"
1071,106.28%,Allen, TX,"89,845"
1072,106.19%,Taylorstown, PA,200
1073,106.17%,Onward, IN,167
1074,106.15%,Clear Lake, IN,503
1075,106.06%,Redgranite, WI,"2,143"
1076,106.01%,Spring Hill, KS,"5,618"
1077,106.00%,Nolanville, TX,"4,429"
1078,105.98%,Westchase, FL,"22,897"
1079,105.83%,Kirbyville, MO,247
1080,105.79%,Sanford, ME,"20,853"
1081,105.56%,Citrus Springs, FL,"8,545"
1082,105.56%,Ray, AL,555
1083,105.54%,American Canyon, CA,"20,089"
1084,105.48%,South Lebanon, OH,"5,215"
1085,105.45%,Arroyo Gardens, TX,415
1086,105.38%,Pasco, WA,"65,858"
1087,105.33%,Evans, CO,"19,535"
1088,105.13%,Nogal, NM,80
1089,105.12%,Lucas, TX,"5,928"
1090,105.03%,Commercial Point, OH,"1,591"
1091,105.00%,Wallowa Lake, OR,82
1092,104.84%,San Acacia, NM,254
1093,104.80%,Groveland, CA,725
1094,104.78%,Oakhurst, TX,471
1095,104.78%,Grady, AR,"1,071"
1096,104.76%,Port Clarence, AK,43
1097,104.69%,Arrey, NM,393
1098,104.68%,Round Lake Heights, IL,"2,757"
1099,104.63%,Millican, TX,221
1100,104.55%,Franklin, AZ,45
1101,104.49%,East Carondelet, IL,546
1102,104.40%,Friendsville, PA,186
1103,104.33%,Spelter, WV,519
1104,104.17%,Little Cedar, IA,49
1105,104.14%,Waterloo, NE,937
1106,104.08%,Frenchtown, MT,"1,802"
1107,104.05%,Conway, MI,302
1108,104.00%,Powhatan, AR,102
1109,103.76%,Princeton, NJ,"28,940"
1110,103.49%,Sunnyvale, TX,"5,480"
1111,103.41%,Alcolu, SC,596
1112,103.41%,Gilbert, AZ,"223,131"
1113,103.40%,Licking, MO,"2,992"
1114,103.36%,Tega Cay, SC,"8,224"
1115,103.33%,Dietrich, ID,305
1116,103.32%,Nantucket, MA,"7,787"
1117,103.30%,Citrus Hills, FL,"8,191"
1118,103.27%,Foley, AL,"15,428"
1119,103.24%,Shepherdstown, WV,"1,632"
1120,103.22%,Hawk Run, PA,632
1121,103.19%,Fort Mcdermitt, NV,573
1122,103.10%,Ashland, MO,"3,796"
1123,103.10%,Iola, PA,262
1124,102.77%,Falcon Lake Estates, TX,"1,683"
1125,102.74%,Crestone, CO,148
1126,102.65%,Mount Airy, GA,"1,224"
1127,102.63%,Heckscherville, PA,154
1128,102.61%,Montverde, FL,"1,787"
1129,102.46%,Limestone Creek, FL,"1,152"
1130,102.42%,Loudoun Valley Estates, VA,"4,860"
1131,102.40%,Shueyville, IA,506
1132,102.31%,Lyman, MS,"2,187"
1133,102.22%,Soquel, CA,"10,275"
1134,102.20%,Manvel, TX,"6,159"
1135,102.18%,Cave Springs, AR,"2,230"
1136,102.11%,Milliken, CO,"5,837"
1137,102.02%,Somerton, AZ,"14,679"
1138,101.86%,Plano, IL,"11,371"
1139,101.80%,Highland, UT,"16,491"
1140,101.69%,Parker, CO,"47,515"
1141,101.64%,Byersville, NY,123
1142,101.62%,Lakeland Village, CA,"11,343"
1143,101.59%,Saint Paul, TX,"1,270"
1144,101.57%,Darien, GA,"3,465"
1145,101.48%,Simpsonville, KY,"2,581"
1146,101.45%,Saint James, MD,"3,338"
1147,101.43%,Shawnee Hills, OH,844
1148,101.42%,Clayton, AL,"2,971"
1149,101.37%,Winston, MT,147
1150,101.23%,Oberon, ND,163
1151,101.19%,Swansboro, NC,"2,869"
1152,101.02%,Apex, NC,"40,631"
1153,101.00%,Seboyeta, NM,201
1154,100.98%,Cumberland Gap, TN,410
1155,100.95%,Deming, WA,422
1156,100.88%,Mineral Springs, NC,"2,752"
1157,100.74%,Windsor, CO,"19,865"
1158,100.57%,Sonora, KY,702
1159,100.56%,Five Forks, SC,"16,173"
1160,100.54%,Santaquin, UT,"9,694"
1161,100.53%,Higginson, AR,758
1162,100.51%,Conesus Hamlet, NY,397
1163,100.42%,Potosi, TX,"3,335"
1164,100.35%,Clearwater, MN,"1,719"
1165,100.33%,Paloma Creek South, TX,"4,221"
1166,100.33%,Sunset Beach, NC,"3,654"
1167,100.30%,Salvisa, KY,669
1168,100.30%,Redmond, OR,"27,002"
1169,100.11%,Tigerville, SC,"1,839"
1170,100.02%,Grovetown, GA,"12,179"
1171,100.00%,Cleveland, VA,296
1171,100.00%,Cushing, NE,62
1171,100.00%,Nenzel, NE,26
1171,100.00%,Gatesville, NC,562
1171,100.00%,Mcleod, ND,16
1171,100.00%,Corley, IA,28
1171,100.00%,Lowes, KY,104
1171,100.00%,Alpha, MN,252
1179,99.62%,North Salt Lake, UT,"17,465"
1180,99.55%,Elmendorf, TX,"1,325"
1181,99.48%,Casa Grande, AZ,"50,316"
1182,99.36%,Rexford, KS,313
1183,99.29%,Dalzell, SC,"4,504"
1184,99.05%,Sierra Brooks, CA,418
1185,98.99%,Rockingham, GA,394
1186,98.99%,North Weeki Wachee, FL,"8,463"
1187,98.91%,Thompson's Station, TN,"2,552"
1188,98.87%,Homestead, FL,"63,459"
1189,98.86%,Mazie, OK,175
1190,98.81%,Conashaugh Lakes, PA,"1,340"
1191,98.78%,Edgewood, NM,"3,763"
1192,98.72%,Boles Acres, NM,"2,329"
1193,98.57%,Indian Springs, MT,139
1194,98.48%,Wann, NE,131
1195,98.47%,Big Arm, MT,260
1196,98.42%,Diamond, IL,"2,764"
1197,98.28%,Padre Ranchitos, AZ,345
1198,98.23%,Detroit, KS,448
1199,98.15%,Simpson, IL,107
1200,98.05%,Middleton, ID,"5,898"
1201,97.89%,Noblesville, IN,"56,576"
1202,97.88%,Asbury, IA,"4,848"
1203,97.85%,Hardwick, CA,184
1204,97.84%,Nolensville, TN,"6,131"
1205,97.71%,Albertville, MN,"7,159"
1206,97.70%,Leslie, MO,172
1207,97.69%,Saint Cloud, FL,"39,685"
1208,97.66%,Sacaton, AZ,"3,131"
1209,97.58%,Farr West, UT,"6,113"
1210,97.50%,Haymarket, VA,"1,736"
1211,97.44%,West Millgrove, OH,154
1212,97.43%,Huntersville, NC,"49,279"
1213,97.41%,Cloverly, MD,"15,467"
1214,97.30%,Bolivia, NC,292
1215,97.23%,Perris, CA,"71,377"
1216,97.22%,New Allakaket, AK,71
1217,97.12%,Aberdeen, NC,"6,702"
1218,97.07%,Loganville, GA,"10,711"
1219,97.05%,Mclendon-Chisholm, TX,"1,801"
1220,97.03%,Tiffin, IA,"1,921"
1221,96.96%,Cankton, LA,713
1222,96.88%,Esterbrook, WY,63
1223,96.83%,El Refugio, TX,435
1224,96.76%,Elwood, UT,"1,334"
1225,96.70%,San Luis, AZ,"30,139"
1226,96.70%,Winterville, NC,"9,424"
1227,96.67%,Emerald, WI,177
1228,96.64%,Hooper, UT,"7,720"
1229,96.64%,Maurertown, VA,"1,052"
1230,96.53%,Charlotte Court House, VA,794
1231,96.52%,Murraysville, NC,"14,305"
1232,96.50%,Northville CDP, NY,"1,574"
1233,96.50%,Capon Bridge, WV,393
1234,96.43%,Hobson, AL,55
1235,96.41%,Nanticoke, MD,328
1236,96.19%,East Bronson, FL,"2,109"
1237,96.17%,Oak Park, GA,718
1238,96.10%,Bruno, WV,804
1239,96.08%,Haskins, OH,"1,251"
1240,96.08%,Fruita, CO,"12,702"
1241,96.06%,Clay, AL,"9,699"
1242,96.04%,Olney, MT,198
1243,95.99%,Stallion Springs, CA,"2,983"
1244,95.96%,Bradford, NH,388
1245,95.95%,Kilkenny, MN,290
1246,95.90%,Port Vincent, LA,907
1247,95.88%,Pink, OK,"2,282"
1248,95.80%,League City, TX,"88,979"
1249,95.77%,Raleigh, FL,139
1250,95.70%,Loomis, MI,182
1251,95.65%,Lake Davis, CA,45
1252,95.64%,Ross, OH,"3,856"
1253,95.62%,Danielsville, GA,894
1254,95.52%,West Melbourne, FL,"19,208"
1255,95.50%,Bentonville, AR,"38,572"
1256,95.44%,Battle Ground, WA,"18,168"
1257,95.43%,Deville, LA,"1,968"
1258,95.42%,Kiefer, OK,"2,005"
1259,95.36%,Fife, WA,"9,346"
1260,95.35%,Tetherow, OR,84
1261,95.24%,Latimer, KS,41
1262,95.14%,Raywick, KY,281
1263,95.07%,Kingston, UT,277
1264,95.03%,Woodfin, NC,"6,167"
1265,94.98%,Lafferty, OH,427
1266,94.93%,Guntown, MS,"2,306"
1267,94.91%,Victoria, MN,"7,845"
1268,94.74%,Kennedy Meadows, CA,37
1269,94.70%,Saint George, KS,845
1270,94.66%,Kathleen, FL,"6,385"
1271,94.64%,Midway, GA,"2,141"
1271,94.64%,Driggs, ID,"2,141"
1273,94.63%,Canyon Creek, TX,"1,269"
1274,94.62%,Travis Ranch, TX,"2,787"
1275,94.58%,Lansing, OH,718
1276,94.50%,Lockwood, CA,389
1277,94.42%,Lake Elsinore, CA,"56,243"
1278,94.41%,Alma, CO,348
1279,94.38%,Mcfarlan, NC,173
1280,94.38%,Savannah, TX,"4,115"
1281,94.32%,Richmond, IL,"2,120"
1282,94.29%,Toston, MT,204
1283,94.28%,Atascocita, TX,"69,470"
1284,94.25%,Vilonia, AR,"4,091"
1285,94.25%,Fetters Hot Springs-Agua Caliente, CA,"4,866"
1286,94.19%,Valley Ford, CA,167
1287,94.18%,Pickerington, OH,"19,014"
1288,94.15%,Pleasure Bend, LA,332
1289,94.09%,Lexington, SC,"19,007"
1290,94.08%,Alpine Northwest, WY,295
1291,93.98%,Optima, OK,516
1292,93.94%,Neahkahnie Beach, OR,192
1292,93.94%,Franktown, CO,192
1294,93.88%,Coyote Flats, TX,380
1295,93.75%,Felton, DE,"1,519"
1295,93.75%,Faywood, NM,62
1297,93.61%,Spreckels, CA,939
1298,93.59%,Mcneal, AZ,302
1299,93.50%,Tooleville, CA,387
1300,93.44%,Waverly, MN,"1,416"
1301,93.42%,Amelia, OH,"5,323"
1302,93.41%,Mascotte, FL,"5,197"
1303,93.38%,North Las Vegas, NV,"223,336"
1304,93.26%,Pittsboro, IN,"3,069"
1305,93.24%,Pine Haven, WY,429
1306,93.19%,La Paloma-Lost Creek, TX,624
1307,93.12%,Midway, UT,"4,096"
1308,93.11%,Salton Sea Beach, CA,757
1309,92.99%,East Fultonham, OH,303
1310,92.96%,South Bloomfield, OH,"2,275"
1311,92.87%,Hutchins, TX,"5,410"
1312,92.86%,Good Hope, GA,405
1312,92.86%,Center Ridge, AR,567
1314,92.82%,Laguna Vista, TX,"3,197"
1315,92.73%,Vilas, CO,212
1315,92.73%,Vera Cruz, IN,106
1317,92.70%,Lula, GA,"2,771"
1318,92.69%,Burns Harbor, IN,"1,476"
1319,92.67%,Navarro, TX,368
1320,92.62%,Townsend, TN,470
1321,92.59%,Oakhaven, AR,104
1322,92.50%,Union, KY,"5,569"
1323,92.41%,North Bonneville, WA,"1,141"
1324,92.28%,Powell, OH,"12,012"
1325,92.20%,Captains Cove, VA,863
1326,92.06%,Galena, MD,822
1327,92.04%,Hillsboro, IL,"8,371"
1328,92.03%,South Jordan, UT,"56,528"
1329,91.84%,New Schaefferstown, PA,282
1330,91.76%,Charlos Heights, MT,163
1331,91.70%,Dexter, MI,"4,482"
1332,91.67%,Ross, ND,92
1332,91.67%,Pierpoint, CA,23
1334,91.61%,Jenks, OK,"18,312"
1335,91.53%,Bristol, WI,"4,909"
1336,91.51%,Orchidlands Estates, HI,"3,315"
1337,91.43%,Copper Mountain, CO,268
1338,91.40%,Oak Grove, TN,178
1339,91.39%,Fruit Cove, FL,"30,770"
1340,91.33%,San Jacinto, CA,"45,497"
1341,91.21%,Woodcrest, CA,"15,951"
1342,91.20%,Breckenridge, CO,"4,604"
1343,91.18%,Luther, OK,"1,170"
1343,91.18%,Sportsmen Acres, OK,390
1343,91.18%,Brumley, MO,195
1343,91.18%,Kappa, IL,325
1343,91.18%,Brandonville, WV,195
1348,91.13%,Monroe, OH,"13,633"
1349,90.96%,Sunset Valley, TX,697
1350,90.94%,Knightsen, CA,"1,644"
1351,90.91%,Kohatk, AZ,21
1351,90.91%,Waller, PA,105
1351,90.91%,Bay View, MI,189
1351,90.91%,Hemlock, NY,483
1355,90.84%,Ainaloa, HI,"3,645"
1356,90.81%,Suwanee, GA,"16,648"
1357,90.80%,Watford City, ND,"2,738"
1358,90.76%,Renton, WA,"95,479"
1359,90.73%,Dotsero, CO,967
1360,90.67%,Port Saint Lucie, FL,"169,260"
1361,90.62%,Greatwood, TX,"12,657"
1362,90.54%,Hillandale, MD,"5,819"
1363,90.41%,Bishop, GA,278
1364,90.41%,Nevada, TX,"1,072"
1365,90.37%,Eagle, ID,"21,102"
1366,90.31%,Avon, OH,"21,783"
