Rank,Population Growth Rate,City,State,Population
27747,-38.46%,Popponesset Island, MA,24
27747,-38.46%,Browning, IL,80
27751,-38.52%,Livonia Center, NY,300
27752,-38.53%,Juarez, TX,260
27753,-38.55%,Nassau, MN,51
27754,-38.56%,Martell, CA,94
27755,-38.57%,Pittsburg, OK,172
27756,-38.59%,Natchez, LA,358
27757,-38.64%,Reynolds, NE,54
27758,-38.66%,Maybeury, WV,238
27759,-38.69%,Clarysville, MD,103
27760,-38.71%,La Honda, CA,741
27761,-38.72%,Whidbey Island Station, WA,"1,882"
27762,-38.73%,Garner, AR,174
27762,-38.73%,Sunny Side, GA,87
27764,-38.74%,Nelsonville, WI,117
27765,-38.75%,South Mills, NC,245
27766,-38.76%,Willisville, IL,425
27767,-38.79%,Willowbrook, CA,"20,897"
27768,-38.82%,Milton, ND,52
27769,-38.83%,Glidden, TX,367
27770,-38.84%,Hollow Rock, TN,589
27771,-38.85%,Pleasant View, KY,299
27772,-38.86%,Linn Grove, IA,129
27773,-38.89%,Pinos Altos, NM,22
27773,-38.89%,Denning, AR,165
27773,-38.89%,Oak Grove, OK,11
27773,-38.89%,Prescott, OR,44
27777,-38.89%,Forest Home, NY,575
27778,-38.91%,Ricardo, TX,884
27779,-38.92%,Pleasant Grove, MD,339
27780,-38.93%,Gould, AR,797
27781,-38.95%,Vona, CO,58
27782,-38.96%,Oceanside, OR,199
27783,-38.96%,Richview, IL,188
27784,-38.98%,Lydia, SC,407
27785,-38.98%,Knox, ND,36
27786,-38.99%,Metompkin, VA,435
27787,-39.02%,Riceville, PA,50
27788,-39.03%,Housatonic, MA,814
27789,-39.04%,Adona, AR,114
27790,-39.05%,Boynton, OK,167
27791,-39.08%,Franconia, VA,"19,439"
27792,-39.10%,The Plains, VA,162
27792,-39.10%,Stonewall Gap, CO,81
27794,-39.13%,Wilder, MN,42
27794,-39.13%,Bay Lake, FL,14
27794,-39.13%,Windsor, FL,126
27794,-39.13%,Pawleys Island, SC,84
27798,-39.14%,Hilltop, OH,325
27799,-39.14%,Collinston, LA,199
27800,-39.15%,Romoland, CA,"1,682"
27801,-39.15%,Lake Riverside, CA,858
27802,-39.18%,Goltry, OK,163
27803,-39.18%,Roma Creek, TX,371
27804,-39.18%,South Fork, MO,149
27805,-39.19%,Our Town, AL,717
27806,-39.19%,Oneida, KY,256
27807,-39.20%,Newberry, MI,"1,633"
27808,-39.20%,Halfway, MO,107
27809,-39.24%,Aurora, KS,48
27809,-39.24%,Gadsden, TN,336
27811,-39.25%,Layton, FL,113
27812,-39.28%,Ullin, IL,473
27813,-39.29%,Cornland, IL,51
27813,-39.29%,Little America, WY,34
27815,-39.31%,Cedar Grove, FL,"3,257"
27816,-39.32%,Oak Level, VA,537
27817,-39.33%,Foley, MO,108
27818,-39.34%,Bovill, ID,185
27818,-39.34%,Sour John, OK,37
27820,-39.37%,Washington, LA,656
27821,-39.38%,Cotton Plant, AR,582
27821,-39.38%,Finesville, NJ,97
27823,-39.38%,Coatsburg, IL,137
27824,-39.43%,Douglassville, TX,106
27824,-39.43%,Strathmere, NJ,106
27826,-39.45%,Walnut Hill, IL,66
27827,-39.47%,Livingston, KY,138
27828,-39.52%,Alhambra Valley, CA,499
27829,-39.53%,Paskenta, CA,52
27829,-39.53%,Elliott, MS,"1,170"
27829,-39.53%,Utica, SD,52
27832,-39.54%,Valley Home, CA,292
27833,-39.57%,Nardin, OK,84
27834,-39.58%,Chalmette, LA,"19,375"
27835,-39.60%,Putnam, AL,122
27836,-39.61%,Point Place, LA,308
27837,-39.61%,Bootjack, CA,959
27838,-39.61%,Cubero, NM,125
27839,-39.63%,Otoe, NE,131
27840,-39.64%,Amado, AZ,166
27841,-39.66%,Dawson, MD,108
27842,-39.68%,Williford, AR,38
27843,-39.70%,Oil City, LA,735
27844,-39.71%,Indian Springs, NV,785
27845,-39.72%,Zeeland, ND,85
27846,-39.72%,Lake Hughes, CA,469
27847,-39.73%,Little Falls, ME,408
27848,-39.74%,Long Lake, NY,323
27849,-39.74%,Saint Charles, ID,94
27850,-39.80%,Merom, IN,177
27851,-39.81%,Hecla, SD,189
27852,-39.84%,Mount Leonard, MO,74
27852,-39.84%,Lago, TX,148
27854,-39.84%,Old Mill Creek, IL,151
27855,-39.86%,Stockton, MD,86
27856,-39.87%,Redbird, OK,92
27857,-39.87%,Lake Tomahawk, WI,187
27858,-39.88%,Ballantine, MT,208
27859,-39.89%,Kevin, MT,107
27860,-39.90%,Yorktown, VA,122
27861,-39.90%,Ruth, NV,500
27862,-39.93%,Kaktovik, AK,176
27863,-39.95%,Valle Vista, TX,263
27864,-40.00%,Edgehill, GA,18
27864,-40.00%,Kempton, IL,141
27864,-40.00%,Halibut Cove, AK,21
27864,-40.00%,Eagle Lake, PA,12
27864,-40.00%,Baker, MO,3
27864,-40.00%,River Bend, MO,6
27864,-40.00%,Deweese, NE,48
27871,-40.11%,Steuben, WI,106
27872,-40.12%,Lucien, OK,100
27873,-40.14%,Arcola, MS,337
27874,-40.16%,Edmondson, AR,307
27875,-40.16%,Valhalla, NY,"3,219"
27876,-40.16%,Potomac Park, MD,"1,889"
27877,-40.17%,Pawnee Rock, KS,213
27878,-40.19%,Rollinsville, CO,64
27879,-40.24%,Alamo, NM,707
27879,-40.24%,Broadwell, IL,101
27881,-40.24%,Kevil, KY,343
27881,-40.24%,Hunter Creek, AZ,49
27883,-40.28%,Cherry Valley, PA,43
27884,-40.29%,Scipio, IN,123
27885,-40.32%,Kanorado, KS,148
27886,-40.33%,Meadow Acres, WY,108
27887,-40.35%,Springtown, AR,68
27887,-40.35%,Port Wing, WI,136
27889,-40.37%,Ewing, VA,260
27889,-40.37%,Numa, IA,65
27891,-40.38%,Dover Plains, NY,"1,190"
27892,-40.43%,Harlingen, NJ,252
27893,-40.45%,Greenview, WV,240
27894,-40.46%,Gapland, MD,78
27895,-40.51%,Pocono Mountain Lake Estates, PA,605
27896,-40.52%,Sperryville, VA,207
27897,-40.54%,Silver City, IA,154
27897,-40.54%,Valdez, CO,22
27899,-40.57%,Landingville, PA,104
27900,-40.58%,Poydras, LA,"2,309"
27901,-40.62%,Mcintosh, FL,269
27902,-40.63%,Lake Minchumina, AK,19
27903,-40.66%,Lake Tekakwitha Village, MO,232
27904,-40.67%,Lueders, TX,178
27905,-40.68%,Danville, KS,35
27906,-40.69%,Cromberg, CA,172
27907,-40.71%,Wacissa, FL,150
27908,-40.71%,Canova, SD,83
27909,-40.72%,Greensburg, KS,933
27910,-40.79%,Green Valley, WI,90
27911,-40.81%,Utica, KS,132
27912,-40.82%,Reid, MD,29
27912,-40.82%,Maryhill, WA,58
27914,-40.84%,Cedarville, CA,297
27915,-40.87%,Fallon Station, NV,748
27916,-40.88%,Hannaford, ND,107
27917,-40.89%,Unionville, GA,"1,226"
27918,-40.94%,Wiota, IA,88
27919,-40.94%,Retsof, NY,225
27919,-40.94%,La Presa, TX,300
27921,-40.96%,Broughton, OH,98
27922,-40.97%,Lefors, TX,330
27923,-40.97%,Girard, GA,134
27924,-40.97%,Potrero, CA,693
27925,-40.98%,Sulphur Springs, AR,396
27926,-40.99%,Moore, TX,380
27927,-41.03%,Iron Post, OK,69
27928,-41.13%,Bronwood, GA,302
27929,-41.14%,Munjor, KS,176
27930,-41.14%,Avon, PA,"1,681"
27931,-41.15%,Center, MO,379
27932,-41.15%,Camp Dennison, OH,276
27933,-41.18%,Labette, KS,40
27933,-41.18%,Dwale, KY,230
27933,-41.18%,Mirando City, TX,290
27936,-41.19%,Bonita, LA,197
27937,-41.22%,Grayland, WA,589
27938,-41.24%,Texhoma, TX,218
27939,-41.26%,Westphalia, IN,84
27940,-41.34%,Movico, AL,149
27941,-41.34%,Au Sable Forks, NY,393
27942,-41.37%,Callaghan, VA,197
27943,-41.38%,Time, IL,17
27943,-41.38%,Udell, IA,34
27945,-41.40%,Sweet Home, AR,627
27946,-41.43%,Goree, TX,188
27947,-41.46%,Lake Mystic, FL,394
27948,-41.46%,Mead, OK,72
27949,-41.51%,Coleharbor, ND,62
27950,-41.55%,Dammeron Valley, UT,491
27951,-41.56%,Bridgeport, IL,"1,267"
27952,-41.59%,Wilroads Gardens, KS,309
27953,-41.60%,Marengo, WI,139
27954,-41.61%,Big Bend, CA,87
27955,-41.63%,Center Point, LA,293
27956,-41.63%,Van Bibber Lake, IN,307
27957,-41.65%,South Weldon, NC,825
27958,-41.67%,Yetter, IA,21
27958,-41.67%,Wetonka, SD,7
27960,-41.71%,Fairmount, MD,313
27961,-41.72%,Loretto, NE,88
27962,-41.75%,Cambridge, KS,60
27962,-41.75%,Chignik Lagoon, AK,60
27964,-41.75%,Boones Mill, VA,166
27965,-41.76%,Neihart, MT,53
27966,-41.78%,Rudolph, OH,333
27967,-41.80%,Lincoln Park, GA,653
27968,-41.81%,Olde West Chester, OH,135
27969,-41.81%,Tusayan, AZ,327
27970,-41.82%,Ryderwood, WA,192
27971,-41.89%,Burr Oak, KS,154
27972,-41.94%,Pomona, MO,389
27973,-41.96%,Harrisonburg, LA,433
27974,-41.96%,Albion, OK,83
27975,-41.97%,Mount Gay-Shamrock, WV,"1,522"
27976,-41.98%,Jump River, WI,47
27977,-41.98%,Vivian, SD,76
27978,-42.00%,Strang, OK,58
27978,-42.00%,Reserve, KS,58
27980,-42.00%,San Lucas, CA,243
27981,-42.01%,Dunlo, PA,127
27982,-42.03%,Akron, AL,302
27983,-42.04%,Sunshine, CO,182
27984,-42.06%,Inland, NE,62
27985,-42.07%,Glenallen, MO,84
27986,-42.07%,Breckenridge, MO,263
27987,-42.08%,Robeline, LA,106
27988,-42.11%,Bartlett, IA,11
27989,-42.12%,Seabrook Farms, NJ,995
27990,-42.14%,Scottville, IL,81
27991,-42.15%,Heathsville, VA,129
27992,-42.16%,Hyannis, NE,166
27993,-42.22%,Cambridge, ID,208
27993,-42.22%,Naschitti, NM,208
27995,-42.28%,Perkins, GA,142
27996,-42.29%,Buck Creek, IN,202
27997,-42.31%,San Pierre, IN,90
27997,-42.31%,Davis, SD,60
27999,-42.32%,Michigan City, ND,199
28000,-42.32%,Munds Park, AZ,721
28001,-42.37%,Detroit, OR,151
28002,-42.37%,Maunie, IL,102
28003,-42.39%,East Fork, AZ,507
28004,-42.40%,Stotts City, MO,144
28005,-42.40%,Esmont, VA,595
28006,-42.40%,Potlicker Flats, PA,163
28007,-42.42%,Waverly, SD,19
28008,-42.45%,Lambert, MS,"1,132"
28009,-42.46%,Crystal Lake, IA,164
28010,-42.50%,Birdsong, AR,23
28011,-42.51%,Shedd, OR,280
28012,-42.51%,Adin, CA,215
28013,-42.51%,Capron, VA,96
28014,-42.52%,Unionville, IA,73
28015,-42.53%,Huron, KS,50
28015,-42.53%,Filley, NE,100
28017,-42.62%,Cayuga, ND,35
28018,-42.64%,Eagle, AK,74
28019,-42.64%,Oak Grove, IL,756
28020,-42.65%,Murdo, SD,351
28020,-42.65%,Wright, KS,117
28022,-42.66%,Sacate Village, AZ,211
28023,-42.67%,Joyce, LA,215
28024,-42.67%,Sandy Level, VA,395
28025,-42.72%,Munford, AL,"1,401"
28026,-42.73%,Venice, NE,63
28026,-42.73%,Titanic, OK,189
28028,-42.78%,Longville, MN,103
28029,-42.79%,Lorraine, NY,123
28030,-42.80%,Brownsville, OH,135
28031,-42.81%,Ranchitos Las Lomas, TX,191
28032,-42.86%,Repton, AL,160
28032,-42.86%,Canton City, ND,24
28032,-42.86%,Lawton, ND,24
28032,-42.86%,Nash, ND,8
28032,-42.86%,Clearview, OK,32
28032,-42.86%,Obert, NE,28
28038,-42.91%,Chantilly, VA,"23,431"
28039,-42.92%,Oceola, OH,125
28040,-42.96%,La Villita, NM,980
28041,-42.96%,Mayesville, SC,571
28042,-42.96%,Emmett, KS,158
28043,-43.03%,Saint Francisville, MO,94
28044,-43.04%,Valle Crucis, NC,360
28045,-43.05%,Enfield, NH,967
28046,-43.06%,Felton, MN,123
28046,-43.06%,South Gifford Village, MO,41
28048,-43.07%,Maxwell, NM,156
28049,-43.08%,Pyatt, AR,144
28050,-43.10%,Rembert, SC,231
28051,-43.16%,Medicine Park, OK,212
28052,-43.19%,Nikolaevsk, AK,196
28053,-43.20%,Haddam, KS,96
28054,-43.20%,Jensen, UT,259
28055,-43.22%,Clitherall, MN,67
28056,-43.23%,Ballard, CA,323
28057,-43.24%,Hartman, CO,63
28058,-43.26%,Bunker Hill, IN,560
28059,-43.27%,Chula Vista Colonia, TX,236
28060,-43.27%,Dana, IL,97
28061,-43.29%,Humphreys, MO,93
28062,-43.30%,Butters, NC,148
28063,-43.33%,Tolchester, MD,259
28064,-43.33%,Hollowayville, IL,51
28065,-43.38%,Amherstdale, WV,201
28066,-43.38%,Aquilla, TX,77
28066,-43.38%,Kirk, CO,77
28068,-43.41%,Stinson Beach, CA,425
28069,-43.45%,Sidney, IN,95
28070,-43.53%,Pierson, FL,"1,466"
28071,-43.53%,Mcbride, MI,131
28072,-43.55%,Riddleville, GA,70
28072,-43.55%,Pinal, AZ,280
28072,-43.55%,Starr School, MT,140
28075,-43.55%,Middletown, IA,302
28076,-43.59%,Morrisville CDP, PA,814
28076,-43.59%,Samnorwood, TX,22
28076,-43.59%,Alamo Lake, AZ,22
28079,-43.61%,Ranchette Estates, TX,75
28079,-43.61%,Belknap, IL,75
28081,-43.61%,Standing Pine, MS,287
28082,-43.64%,Waterview, MD,31
28083,-43.66%,Swan Valley, ID,120
28084,-43.68%,Alsace Manor, PA,285
28085,-43.68%,Vandenberg, CA,"3,464"
28086,-43.71%,Alderwood Manor, WA,"8,628"
28087,-43.72%,Hillsboro, NM,103
28088,-43.75%,Garrison, MT,63
28088,-43.75%,Bow Valley, NE,108
28088,-43.75%,Lake Buena Vista, FL,9
28088,-43.75%,Pine Island, FL,36
28088,-43.75%,Fitzpatrick, AL,81
28088,-43.75%,Douglas, OK,18
28094,-43.80%,Jugtown, MD,204
28095,-43.81%,Bishopville, MD,254
28096,-43.82%,Gratz, KY,50
28097,-43.83%,Baskerville, VA,91
28098,-43.83%,Landen, OH,"7,171"
28099,-43.94%,Reedsville, PA,481
28100,-43.95%,Mettler, CA,88
28101,-43.98%,Como, IL,321
28102,-44.00%,Amistad Acres, TX,14
28102,-44.00%,Lake Roberts, NM,14
28104,-44.02%,Double Spring, NV,117
28105,-44.03%,Coal Center, PA,75
28106,-44.05%,Shubert, NE,141
28107,-44.07%,Doran, MN,33
28108,-44.09%,South Highpoint, FL,"4,942"
28109,-44.10%,Van, WV,109
28110,-44.12%,Gazelle, CA,76
28111,-44.12%,New Salem, PA,366
28112,-44.13%,Trinway, OH,238
28113,-44.14%,Fairfax, SC,"1,791"
28114,-44.14%,Arabi, LA,"4,521"
28115,-44.14%,Quinwood, WV,243
28116,-44.14%,Booneville, KY,62
28117,-44.17%,Monaville, WV,182
28118,-44.18%,Montcalm, WV,494
28119,-44.19%,Howard, OH,197
28120,-44.19%,Plum Grove, TX,519
28121,-44.23%,Oakland, KY,145
28122,-44.26%,Knoxville, GA,68
28123,-44.28%,Ocean Breeze Park, FL,258
28124,-44.29%,Swanquarter, NC,239
28125,-44.29%,Lincoln Park, TX,288
28126,-44.31%,Cloud Lake, FL,93
28127,-44.32%,Putnam, TX,49
28128,-44.35%,Corinne, WV,187
28129,-44.38%,Vernon, IL,99
28129,-44.38%,Utting, AZ,99
28131,-44.39%,Prince, WV,119
28132,-44.40%,Stirling City, CA,154
28133,-44.44%,York Haven Anchorage, VA,140
28133,-44.44%,Eddyville, IL,85
28133,-44.44%,Lake Santeetlah, NC,40
28136,-44.50%,Dawson, NE,116
28137,-44.54%,Dover Beaches North, NJ,990
28137,-44.54%,Russellville, IL,66
28139,-44.62%,Alba, PA,103
28140,-44.65%,Middle Amana, IA,595
28141,-44.67%,Seville, FL,192
28142,-44.68%,Randolph, MO,26
28143,-44.69%,Pine, AZ,"1,068"
28144,-44.71%,Ringgold, MD,162
28145,-44.74%,Felsenthal, AR,84
28145,-44.74%,Hunter, AR,84
28147,-44.78%,Flowella, TX,74
28148,-44.81%,North Washington, CO,303
28149,-44.82%,Benbow, CA,314
28150,-44.83%,Buck Run, PA,112
28151,-44.86%,Skykomish, WA,118
28152,-44.91%,Sweden Valley, PA,157
28153,-44.93%,Eaton Estates, OH,776
28154,-44.96%,Pimaco Two, AZ,382
28155,-45.00%,Attu Station, AK,11
28155,-45.00%,Nimmons, AR,55
28155,-45.00%,Hannah, ND,11
28155,-45.00%,Monmouth, IA,99
28155,-45.00%,Arbela, MO,22
28155,-45.00%,Hollister, OK,33
28161,-45.03%,Rexford, MT,83
28162,-45.04%,Klondike, MD,155
28163,-45.04%,Preston, NV,72
28164,-45.04%,Stanton, TN,338
28165,-45.05%,Goleta, CA,"30,333"
28166,-45.08%,Sweetwater, OK,134
28167,-45.10%,Spencer Mountain, NC,28
28167,-45.10%,Malo, WA,28
28169,-45.16%,Primrose, AK,51
28169,-45.16%,Bartlett, KS,68
28171,-45.17%,Buena Vista, CA,284
28172,-45.18%,Parnell, MO,108
28173,-45.19%,New Weston, OH,74
28174,-45.21%,Tennant, IA,40
28175,-45.22%,Hingham, MT,86
28176,-45.24%,East Williston, FL,529
28177,-45.28%,Georgetown, MD,139
28178,-45.28%,Jeffrey City, WY,58
28179,-45.29%,Rohrersville, MD,93
28179,-45.29%,Verlot, WA,93
28181,-45.30%,Bartlett, NH,198
28182,-45.31%,Dudley, PA,105
28183,-45.33%,Wheeler, IN,246
28184,-45.42%,Griffithville, AR,143
28185,-45.45%,Bergen, ND,6
28185,-45.45%,Cogswell, ND,90
28187,-45.49%,Lodge Grass, MT,278
28188,-45.52%,Faxon, OK,73
28189,-45.56%,Clio, CA,49
28190,-45.59%,Gu-Win, AL,111
28191,-45.60%,New Holland, IL,173
28192,-45.61%,Dickey, ND,31
28192,-45.61%,Glendora, MS,155
28194,-45.62%,Hartsdale, NY,"5,346"
28195,-45.62%,Cheneyville, LA,490
28196,-45.63%,Martinsburg, NE,56
28197,-45.65%,Sibley, ND,25
28198,-45.66%,Clayville, RI,119
28199,-45.67%,Forestville, MI,69
28200,-45.70%,Keystone, WV,246
28201,-45.78%,Idamay, WV,276
28202,-45.83%,East Lopez, TX,117
28203,-45.85%,Cleveland, IL,137
28204,-46.03%,Tolley, ND,34
28205,-46.07%,Poy Sippi, WI,377
28206,-46.08%,Walpole, NH,344
28207,-46.09%,Fostoria, IA,124
28208,-46.14%,Mulberry, SC,453
28209,-46.14%,Hillside Lake, NY,"1,089"
28210,-46.15%,Bucyrus, ND,14
28210,-46.15%,Cedar, KS,14
28210,-46.15%,Henderson, WV,175
28210,-46.15%,Mosquito Lake, AK,119
28214,-46.17%,River Pines, CA,309
28215,-46.17%,La Vina, CA,436
28216,-46.22%,Palmhurst, TX,"2,620"
28217,-46.22%,Butlertown, MD,356
28218,-46.23%,Peterman, AL,114
28219,-46.26%,Keller, WA,187
28220,-46.27%,Melrose, OH,173
28221,-46.28%,Normanna, TX,65
28222,-46.29%,Altamahaw, NC,376
28223,-46.30%,Wawona, CA,167
28224,-46.31%,French Camp, MS,211
28225,-46.34%,Chase, AK,22
28226,-46.35%,Channing, TX,191
28227,-46.35%,Williston, MD,103
28228,-46.36%,Seabrook Beach, NH,826
28229,-46.38%,Jacksonport, AR,126
28230,-46.40%,Calpella, CA,424
28231,-46.43%,Nubieber, CA,15
28232,-46.45%,Johnsonburg, NJ,83
28233,-46.48%,Coyville, KS,38
28234,-46.49%,Gildford, MT,99
28235,-46.49%,Naomi, PA,61
28236,-46.50%,Meadview, AZ,687
28237,-46.50%,Vallonia, IN,252
28238,-46.50%,Fort Bridger, WY,214
28239,-46.51%,Rockville, AL,23
28239,-46.51%,Antelope, MT,23
28241,-46.55%,Reed, AR,147
28242,-46.58%,Freedom, CA,"3,205"
28243,-46.67%,Fernando Salinas, TX,8
28243,-46.67%,Pine Bend, MN,8
28245,-46.70%,Pottersville, NY,485
28246,-46.71%,Dudley, MO,154
28247,-46.73%,San Jon, NM,163
28248,-46.75%,Ohiopyle, PA,41
28249,-46.76%,Benns Church, VA,617
28250,-46.77%,Babcock, WI,66
28251,-46.80%,Leipsic, DE,108
28252,-46.80%,Sierraville, CA,133
28253,-46.81%,Warwick, OK,125
28253,-46.81%,Fairview, SD,50
28255,-46.83%,Chattahoochee Hills, GA,"2,511"
28256,-46.85%,El Camino Angosto, TX,135
28257,-46.86%,San Pedro, TX,355
28258,-46.97%,Bathgate, ND,35
28258,-46.97%,Stryker, MT,35
28260,-46.99%,Beaver Creek, MD,97
28261,-47.00%,Roanoke, LA,318
28261,-47.00%,Herron, MT,53
28263,-47.01%,Adamsville, PA,62
28264,-47.03%,Braddock Heights, MD,"2,451"
28265,-47.03%,Sunshine, NM,312
28266,-47.05%,Sea Ranch Lakes, FL,737
28267,-47.06%,Waldron, KS,9
28267,-47.06%,Smithfield, NE,36
28267,-47.06%,Sugarloaf Village, CA,9
28270,-47.07%,Diablock, KY,325
28271,-47.08%,Upper Elochoman, WA,163
28272,-47.08%,Calvert, AL,154
28273,-47.14%,Hunnewell, MO,120
28274,-47.17%,Evening Shade, OK,233
28275,-47.19%,Switzer, WV,601
28276,-47.19%,Castana, IA,94
28277,-47.20%,Hanna, IN,245
28278,-47.21%,Bonanza Mountain Estates, CO,123
28279,-47.31%,Tryon, NE,88
28280,-47.35%,West Pasco, WA,"2,437"
28281,-47.37%,Hendley, NE,20
28281,-47.37%,Vilas, SD,10
28283,-47.41%,Appleton, MN,"1,510"
28284,-47.44%,Loomis, WA,82
28285,-47.44%,Offutt, NE,"4,678"
28286,-47.47%,Herbst, IN,83
28287,-47.50%,Mosquero, NM,63
28288,-47.51%,Dripping Springs, AZ,116
28289,-47.54%,Fairton, NJ,"1,182"
28290,-47.54%,Cobden, MN,32
28290,-47.54%,Macomb, OK,32
28292,-47.57%,Epes, AL,108
28293,-47.58%,Pitkin, CO,65
28294,-47.59%,Oto, IA,76
28295,-47.68%,Hiwassee, VA,169
28296,-47.69%,Bartow, WV,68
28297,-47.70%,Brenton, WV,159
28298,-47.70%,Remington, OH,125
28299,-47.79%,Chautauqua, KS,59
28300,-47.80%,Schroon Lake, NY,569
28301,-47.83%,Parks, NE,12
28301,-47.83%,Gibson, IA,48
28303,-47.85%,Crowheart, WY,85
28304,-47.85%,Rennerdale, PA,741
28305,-47.87%,Nemacolin, PA,539
28306,-47.88%,Kinloch, MO,234
28307,-47.91%,Turin, NY,137
28308,-47.92%,Morriston, FL,75
28309,-48.00%,Virgil, SD,13
28310,-48.03%,Arcadia, OK,145
28311,-48.05%,Lakeview North, WY,40
28312,-48.09%,Whiterocks, UT,177
28313,-48.12%,Lopatcong Overlook, NJ,455
28314,-48.13%,Needmore, PA,111
28315,-48.13%,Rantoul, KS,125
28316,-48.20%,Watson, LA,748
28317,-48.20%,Adeline, IL,72
28318,-48.31%,Arispe, IA,46
28319,-48.35%,Hainesburg, NJ,94
28320,-48.37%,Grover, CO,79
28321,-48.41%,Staatsburg, NY,470
28322,-48.44%,Kent, IN,99
28323,-48.48%,Irena, MO,17
28324,-48.53%,Satartia, MS,35
28325,-48.54%,Pontoosuc, IL,88
28326,-48.56%,Vance, SC,107
28327,-48.57%,Desales University, PA,863
28328,-48.59%,Pomaria, SC,91
28329,-48.59%,Chattaroy, WV,584
28330,-48.61%,Fisher Island, FL,240
28331,-48.61%,Westport, MN,37
28332,-48.65%,Hunter, MO,95
28333,-48.73%,Mount Clare, IL,222
28334,-48.77%,Moscow, OH,125
28335,-48.77%,Wagon Wheel, AZ,"1,170"
28336,-48.78%,Dripping Springs, OK,21
28337,-48.81%,Box, OK,129
28338,-48.81%,Bier, MD,194
28339,-48.84%,Minidoka, ID,66
28340,-48.91%,Jardine, MT,47
28341,-48.94%,Pageton, WV,48
28342,-48.94%,Lloyd, FL,362
28343,-48.95%,Whitfield CDP, FL,170
28344,-48.99%,Marne, IA,76
28345,-49.00%,Ethel, MO,51
28346,-49.02%,Ulmer, SC,52
28346,-49.02%,Craig, IA,52
28346,-49.02%,Jakes Corner, AZ,52
28349,-49.03%,Henderson, NY,184
28350,-49.08%,Livingston Wheeler, NM,444
28351,-49.14%,El Brazil, TX,59
28352,-49.16%,Bolivar Peninsula, TX,"1,959"
28353,-49.17%,De Tour Village, MI,214
28354,-49.19%,Otwell, IN,345
28355,-49.22%,Anderson, SD,229
28356,-49.24%,Airport Road Addition, TX,67
28357,-49.26%,Pollock, SD,172
28358,-49.29%,Sulphur Springs, OH,142
28359,-49.32%,Hyattville, WY,37
28360,-49.33%,Friant, CA,263
28361,-49.36%,Ellicottville, NY,239
28362,-49.40%,Merwin, MO,42
28363,-49.40%,La Feria North, TX,85
28364,-49.43%,Turrell, AR,484
28365,-49.43%,River Bottom, OK,134
28366,-49.44%,Gallatin River Ranch, MT,45
28367,-49.45%,Paynesville, MO,46
28368,-49.48%,Stacey Street, FL,484
28369,-49.49%,Alton, NH,397
28370,-49.52%,Toomsboro, GA,314
28371,-49.55%,Jonesville, IN,111
28372,-49.57%,Dustin Acres, CA,295
28373,-49.59%,Swan, IA,61
28373,-49.59%,Revere, MO,61
28375,-49.61%,Lowell, VT,129
28376,-49.62%,Tioga, WV,66
28376,-49.62%,Pollock, MO,66
28378,-49.64%,Milan, KS,69
28379,-49.65%,Petersburg, KY,364
28380,-49.66%,Costilla, NM,73
28381,-49.71%,Delaware, NJ,86
28382,-49.74%,Ruskin, NE,98
28383,-49.76%,Cecilia, KY,320
28384,-49.80%,Ranchitos East, TX,251
28385,-49.81%,Fields Landing, CA,130
28386,-49.82%,Castleford, ID,139
28387,-49.82%,Valencia, NM,"2,258"
28388,-49.83%,Macedonia, AL,146
28389,-50.00%,Nauvoo, AL,142
28389,-50.00%,Cold Bay, AK,44
28389,-50.00%,Amherst, CO,35
28389,-50.00%,Brick Center, CO,37
28389,-50.00%,Pastura, NM,7
28389,-50.00%,Grant, IA,51
28389,-50.00%,Portland, IA,17
28389,-50.00%,Mound, LA,6
28389,-50.00%,Newfane, VT,58
28389,-50.00%,Hat Island, WA,18
28389,-50.00%,Boyd, MT,23
28389,-50.00%,Monowi, NE,1
28401,-50.00%,Moorefield, NE,26
28401,-50.00%,Loveland, OK,7
28401,-50.00%,Sharon, OK,61
28401,-50.00%,Cottonwood, SD,3
28401,-50.00%,Albany, WY,40
28406,-50.09%,Webb, MS,293
28407,-50.20%,Littletown, AZ,503
28408,-50.20%,Ackerly, TX,122
28409,-50.27%,Verdi, CA,92
28410,-50.30%,Amelia Court House, VA,825
28411,-50.30%,Top-Of-The-World, AZ,164
28412,-50.34%,Empire, LA,"1,098"
28413,-50.36%,Rock Springs, NM,277
28414,-50.36%,Lynnville, IL,68
28415,-50.41%,Oso, WA,122
28416,-50.41%,Freedom Acres, AZ,60
28417,-50.43%,Orrville, AL,114
28418,-50.44%,Oakley, MI,168
28419,-50.50%,Henriette, MN,50
28419,-50.50%,Happys Inn, MT,50
28419,-50.50%,Manville, WY,50
28422,-50.54%,Cokesbury, SC,138
28423,-50.58%,Industry, CA,384
28424,-50.58%,Bieber, CA,127
28425,-50.59%,Five Points, FL,673
28426,-50.59%,San Ygnacio, TX,335
28427,-50.60%,Grand Forks AFB CDP, ND,"2,387"
28428,-50.64%,Blairsburg, IA,116
28429,-50.64%,Hanksville, UT,115
28430,-50.65%,Branson, CO,38
28431,-50.66%,Fairview, VA,112
28432,-50.68%,Strawberry, AZ,507
28433,-50.71%,Cashtown, PA,453
28434,-50.73%,Talmo, GA,235
28435,-50.78%,Concow, CA,539
28436,-50.79%,Likely, CA,31
28436,-50.79%,Louise, MS,155
28438,-50.82%,Concepcion, TX,30
28439,-50.85%,Great Bend, ND,58
28440,-50.95%,Bertram, IA,334
