Rank,Population Growth Rate,City,State,Population
11676,7.70%,Annapolis, MD,"38,599"
21525,-8.33%,Annapolis, IL,55
15543,1.45%,Annapolis Neck, MD,"11,266"
11985,7.14%,Annawan, IL,930
4279,36.19%,Annetta, TX,"1,509"
22731,-11.13%,Annetta North, TX,415
18646,-3.24%,Annetta South, TX,537
6550,22.39%,Annex, OR,317
20485,-6.29%,Anniston, AL,"22,749"
25941,-23.16%,Anniston, MO,219
6297,23.40%,Annona, TX,348
5076,30.05%,Annville, KY,766
12166,6.82%,Annville, PA,"4,826"
2961,50.00%,Anoka, NE,15
19635,-4.84%,Anoka, MN,"17,202"
21132,-7.55%,Anselmo, NE,147
25987,-23.46%,Ansley, NE,398
22388,-10.27%,Anson, ME,734
25055,-19.05%,Anson, TX,"2,069"
14417,3.09%,Ansonia, CT,"19,128"
24274,-15.98%,Ansonia, OH,962
15022,2.20%,Ansonville, NC,650
15790,1.08%,Ansted, WV,"1,593"
24554,-16.99%,Antares, AZ,127
3862,39.68%,Antelope, SD,"1,211"
13455,4.61%,Antelope, CA,"47,798"
28239,-46.51%,Antelope, MT,23
29181,-86.44%,Antelope, OR,8
10503,10.23%,Antelope Hills, WY,97
11900,7.31%,Antelope Valley-Crestview, WY,"1,762"
6874,21.02%,Anthem, AZ,"23,995"
10678,9.86%,Anthon, IA,713
4349,35.53%,Anthony, TX,"5,218"
7225,19.71%,Anthony, NM,"9,462"
19166,-4.10%,Anthony, KS,"2,340"
23566,-13.60%,Anthonyville, AR,216
19212,-4.17%,Antietam, MD,115
20142,-5.67%,Antigo, WI,"8,075"
8387,15.57%,Antimony, UT,141
2193,63.80%,Antioch, IL,"14,395"
4565,33.71%,Antioch, OH,119
8055,16.68%,Antioch, CA,"105,630"
29129,-80.85%,Antler, ND,9
19441,-4.51%,Antlers, OK,"2,437"
21208,-7.69%,Antoine, AR,144
12246,6.67%,Anton, TX,"1,280"
28649,-56.35%,Anton Chico, NM,55
22805,-11.34%,Antonito, CO,774
15363,1.69%,Antreville, SC,120
16809,-0.36%,Antrim, NH,"1,384"
21857,-9.02%,Antwerp, OH,"1,583"
26195,-24.58%,Antwerp, NY,540
24634,-17.31%,Anvik, AK,86
24148,-15.53%,Anza, CA,"2,356"
36,1066.67%,Anzac Village, NM,140
24953,-18.63%,Apache, OK,"1,315"
22276,-10.00%,Apache Creek, NM,63
8189,16.19%,Apache Junction, AZ,"36,965"
21745,-8.78%,Apalachicola, FL,"2,129"
5317,28.60%,Apalachin, NY,"1,448"
1152,101.02%,Apex, NC,"40,631"
16014,0.73%,Apison, TN,"2,617"
13371,4.74%,Aplington, IA,"1,104"
23417,-13.09%,Apollo, PA,"1,534"
1022,110.21%,Apollo Beach, FL,"15,648"
2043,66.89%,Apopka, FL,"44,462"
20224,-5.82%,Appalachia, VA,"1,732"
27185,-32.15%,Apple Canyon Lake, IL,382
7991,16.92%,Apple Creek, OH,"1,168"
9652,12.27%,Apple Grove, WV,183
2691,54.45%,Apple Mountain Lake, VA,"1,509"
5416,27.97%,Apple River, IL,485
2150,64.76%,Apple Valley, UT,977
5073,30.09%,Apple Valley, CA,"70,561"
9918,11.62%,Apple Valley, OH,"5,465"
10780,9.63%,Apple Valley, MN,"49,911"
5096,29.95%,Appleby, TX,577
10890,9.41%,Applegate, MI,314
13867,3.96%,Appleton, WI,"72,861"
28283,-47.41%,Appleton, MN,"1,510"
15491,1.52%,Appleton City, MO,"1,334"
23622,-13.76%,Applewold, PA,307
13322,4.83%,Applewood, CO,"7,467"
6857,21.07%,Appomattox, VA,"2,132"
27682,-37.51%,Aptos, CA,"5,872"
25982,-23.42%,Aptos Hills-Larkin Valley, CA,"1,808"
26731,-27.96%,Aquadale, NC,353
22012,-9.33%,Aquasco, MD,758
22570,-10.74%,Aquebogue, NY,"2,012"
24484,-16.70%,Aquia Harbour, VA,"6,544"
22161,-9.68%,Aquilla, OH,336
28066,-43.38%,Aquilla, TX,77
8632,14.87%,Arab, AL,"8,241"
9198,13.38%,Arabi, GA,517
28114,-44.14%,Arabi, LA,"4,521"
9751,12.03%,Aragon, GA,"1,164"
26712,-27.78%,Aragon, NM,13
15270,1.83%,Aransas Pass, TX,"8,287"
27505,-35.43%,Arapaho, OK,483
9230,13.30%,Arapahoe, NC,494
22936,-11.67%,Arapahoe, NE,908
25487,-20.84%,Arapahoe, WY,"1,398"
28155,-45.00%,Arbela, MO,22
9202,13.36%,Arboles, CO,263
8131,16.43%,Arbon Valley, ID,730
5243,29.03%,Arbuckle, CA,"3,009"
12405,6.40%,Arbutus, MD,"21,404"
15869,0.95%,Arbyrd, MO,533
11548,7.95%,Arcade, NY,"2,187"
21536,-8.34%,Arcade, GA,"1,506"
1068,106.55%,Arcadia, SC,"3,123"
4260,36.33%,Arcadia, MO,773
5566,27.09%,Arcadia, IA,563
6424,22.94%,Arcadia, WI,"2,953"
7397,18.99%,Arcadia, OH,639
8320,15.79%,Arcadia, FL,"7,647"
11565,7.91%,Arcadia, CA,"57,251"
13301,4.86%,Arcadia, KS,410
16309,0.28%,Arcadia, NE,360
18709,-3.35%,Arcadia, LA,"2,939"
23020,-11.91%,Arcadia, MI,244
26593,-26.96%,Arcadia, IN,"1,276"
28310,-48.03%,Arcadia, OK,145
17007,-0.68%,Arcadia Lakes, SC,876
24827,-18.13%,Arcadia University, PA,623
10094,11.22%,Arcanum, OH,"2,309"
12547,6.17%,Arcata, CA,"17,679"
9195,13.39%,Archbald, PA,"7,053"
15194,1.96%,Archbold, OH,"4,374"
5823,25.60%,Archdale, NC,"11,322"
19076,-3.97%,Archer, IA,121
23788,-14.27%,Archer, FL,"1,105"
28739,-59.21%,Archer, NE,62
23167,-12.39%,Archer City, TX,"1,619"
10752,9.68%,Archer Lodge, NC,"4,441"
2941,50.45%,Archie, MO,"1,339"
17082,-0.78%,Arco, ID,"1,018"
21845,-9.00%,Arco, MN,91
27,1300.00%,Arcola, VA,182
1427,87.40%,Arcola, TX,"1,964"
9049,13.76%,Arcola, IL,"3,017"
16462,0.00%,Arcola, MO,45
27873,-40.14%,Arcola, MS,337
25791,-22.37%,Arctic Village, AK,118
11139,8.86%,Arden, DE,516
16168,0.50%,Arden Hills, MN,"9,700"
8999,13.90%,Arden On The Severn, MD,"2,245"
18685,-3.31%,Arden-Arcade, CA,"92,844"
24614,-17.23%,Ardencroft, DE,221
18901,-3.67%,Ardentown, DE,289
3263,46.13%,Ardmore, AL,"1,511"
10958,9.24%,Ardmore, TN,"1,182"
13259,4.92%,Ardmore, OK,"24,877"
15175,1.99%,Ardmore, PA,"12,867"
5167,29.51%,Ardoch, ND,79
12714,5.86%,Ardsley, NY,"4,519"
25592,-21.35%,Aredale, IA,70
7732,17.81%,Arena, WI,807
27566,-36.18%,Arenas Valley, NM,"1,025"
7906,17.22%,Arendtsville, PA,994
26158,-24.34%,Arenzville, IL,317
12906,5.54%,Argenta, IL,972
14762,2.63%,Argentine, MI,"2,345"
800,131.85%,Argo, AL,"4,127"
10818,9.55%,Argonia, KS,585
17634,-1.57%,Argonne, WI,188
10374,10.54%,Argos, IN,"1,783"
554,168.03%,Argusville, ND,394
2432,58.94%,Argyle, GA,240
3290,45.84%,Argyle, TX,"3,449"
10587,10.03%,Argyle, NY,318
17395,-1.22%,Argyle, WI,813
24726,-17.68%,Argyle, MO,135
24872,-18.29%,Argyle, MN,536
13160,5.06%,Arial, SC,"2,739"
21525,-8.33%,Arimo, ID,319
15018,2.21%,Arion, IA,139
25076,-19.15%,Aripeka, FL,152
28318,-48.31%,Arispe, IA,46
3992,38.70%,Aristes, PA,319
7403,18.98%,Aristocrat Ranchettes, CO,"1,492"
20721,-6.74%,Ariton, AL,720
23693,-13.96%,Arivaca, AZ,635
26428,-25.94%,Arivaca Junction, AZ,848
923,118.31%,Arizona City, AZ,"9,573"
1025,109.97%,Arizona Village, AZ,737
17845,-1.92%,Arkadelphia, AR,"10,703"
14522,2.95%,Arkansas City, KS,"12,316"
21273,-7.81%,Arkansas City, AR,543
26999,-30.45%,Arkansaw, WI,169
11630,7.79%,Arkdale, WI,166
3385,44.83%,Arkoe, MO,84
22426,-10.37%,Arkoma, OK,"1,954"
20132,-5.65%,Arkport, NY,785
15633,1.33%,Arlee, MT,610
2593,56.21%,Arley, AL,453
186,352.43%,Arlington, TN,"11,623"
1884,71.28%,Arlington, WI,829
2561,56.83%,Arlington, WA,"18,370"
6044,24.60%,Arlington, IN,471
8185,16.22%,Arlington, VA,"220,173"
9084,13.67%,Arlington, IA,557
9465,12.71%,Arlington, TX,"375,305"
10803,9.59%,Arlington, KS,503
10920,9.34%,Arlington, VT,"1,311"
11268,8.59%,Arlington, OH,"1,467"
11823,7.44%,Arlington, OR,563
11949,7.23%,Arlington, MN,"2,196"
14378,3.16%,Arlington, MA,"43,728"
15281,1.81%,Arlington, SD,"1,010"
17127,-0.84%,Arlington, NE,"1,187"
18529,-3.04%,Arlington, KY,383
23911,-14.69%,Arlington, IL,180
26261,-25.00%,Arlington, WY,33
26301,-25.09%,Arlington, GA,"1,200"
28935,-67.69%,Arlington, NY,"4,033"
29167,-84.98%,Arlington, AZ,38
9496,12.63%,Arlington Heights, WA,"2,827"
10812,9.57%,Arlington Heights, OH,985
13157,5.07%,Arlington Heights, PA,"5,392"
16948,-0.60%,Arlington Heights, IL,"75,577"
18465,-2.94%,Arma, KS,"1,484"
5428,27.91%,Armada, MI,"2,012"
25742,-22.14%,Armagh, PA,102
18169,-2.45%,Armington, IL,359
11071,9.02%,Armona, CA,"3,531"
4937,31.03%,Armonk, NY,"4,535"
8461,15.35%,Armour, SD,902
4195,36.88%,Armstrong, OK,193
10269,10.80%,Armstrong, MO,318
20117,-5.62%,Armstrong, IA,924
22854,-11.44%,Arnaudville, LA,"1,238"
774,133.33%,Arnegard, ND,245
18550,-3.08%,Arnett, OK,504
13034,5.28%,Arnold, MO,"21,020"
17222,-0.99%,Arnold, MN,"3,002"
17414,-1.24%,Arnold, MD,"23,131"
22346,-10.18%,Arnold, PA,"5,090"
23281,-12.70%,Arnold, NE,550
27499,-35.32%,Arnold, CA,"2,728"
26667,-27.41%,Arnold City, PA,609
2360,60.52%,Arnold Line, MS,"2,533"
19482,-4.56%,Arnolds Park, IA,"1,109"
1674,77.56%,Arnoldsville, GA,554
6385,23.08%,Arnot, PA,400
26082,-24.00%,Aroma Park, IL,624
19301,-4.29%,Aromas, CA,"2,677"
22118,-9.58%,Arona, PA,368
19657,-4.88%,Arp, TX,857
13240,4.94%,Arpelar, OK,276
13369,4.75%,Arpin, WI,353
1097,104.69%,Arrey, NM,393
26043,-23.77%,Arriba, CO,186
10142,11.11%,Arrington, VA,850
14992,2.26%,Arrow Point, MO,136
28487,-51.90%,Arrow Rock, MO,38
28932,-67.65%,Arrowhead Springs, WY,22
8426,15.44%,Arrowsmith, IL,344
25964,-23.31%,Arroyo Colorado Estates Colonia, TX,579
1085,105.45%,Arroyo Gardens, TX,415
10343,10.63%,Arroyo Grande, CA,"17,536"
4829,31.74%,Arroyo Hondo, NM,303
26439,-26.01%,Arroyo Seco, NM,"1,408"
28560,-53.85%,Artas, SD,6
27634,-37.05%,Artemus, KY,610
11777,7.50%,Artesia, NM,"11,494"
15204,1.94%,Artesia, CA,"16,698"
25314,-20.08%,Artesia, MS,398
25518,-21.02%,Artesian, SD,124
8529,15.17%,Arthur, NE,167
10140,11.12%,Arthur, IL,"2,448"
22260,-9.95%,Arthur, ND,362
27387,-34.29%,Arthur, IA,161
4222,36.62%,Artois, CA,194
2862,51.67%,Artondale, WA,"13,089"
3902,39.39%,Arvada, WY,46
11790,7.49%,Arvada, CO,"109,800"
2680,54.58%,Arvin, CA,"20,028"
1202,97.88%,Asbury, IA,"4,848"
25685,-21.88%,Asbury, NJ,225
26979,-30.28%,Asbury, MO,152
285,266.47%,Asbury Lake, FL,"8,165"
20262,-5.89%,Asbury Park, NJ,"15,933"
26749,-28.16%,Ascutney, VT,449
5764,25.90%,Ash Flat, AR,"1,230"
2007,67.83%,Ash Fork, AZ,767
16975,-0.63%,Ash Grove, MO,"1,421"
22937,-11.68%,Asharoken, NY,552
23988,-14.96%,Ashaway, RI,"1,307"
9729,12.07%,Ashburn, VA,"47,484"
22662,-10.95%,Ashburn, GA,"3,935"
27657,-37.25%,Ashburn, MO,32
16352,0.21%,Ashby, MN,473
18843,-3.56%,Ashdown, AR,"4,611"
7676,18.00%,Asheboro, NC,"25,573"
18130,-2.39%,Asher, OK,409
20620,-6.56%,Asherton, TX,"1,254"
628,154.55%,Asherville, KS,28
6055,24.52%,Asheville, NC,"85,783"
6491,22.67%,Ashford, AL,"2,273"
13292,4.87%,Ashford, WA,280
25496,-20.89%,Ashippun, WI,284
9992,11.46%,Ashkum, IL,807
1122,103.10%,Ashland, MO,"3,796"
1516,83.41%,Ashland, MT,851
4293,36.04%,Ashland, NH,"1,359"
5596,26.92%,Ashland, AL,"2,494"
9614,12.35%,Ashland, CA,"23,360"
10721,9.74%,Ashland, VA,"7,264"
10798,9.59%,Ashland, NE,"2,479"
13481,4.56%,Ashland, OR,"20,412"
17502,-1.37%,Ashland, NJ,"8,260"
17872,-1.96%,Ashland, KY,"21,551"
19036,-3.90%,Ashland, OH,"20,421"
19189,-4.12%,Ashland, LA,279
19881,-5.26%,Ashland, WI,"8,167"
22988,-11.83%,Ashland, IL,"1,200"
23874,-14.56%,Ashland, MS,493
24081,-15.32%,Ashland, PA,"2,780"
24270,-15.96%,Ashland, ME,737
24831,-18.15%,Ashland, KS,798
28593,-54.72%,Ashland, OK,24
5482,27.52%,Ashland City, TN,"4,643"
26388,-25.69%,Ashland Heights, SD,622
165,377.78%,Ashley, MO,86
6106,24.26%,Ashley, IN,"1,255"
18823,-3.52%,Ashley, PA,"2,765"
19592,-4.75%,Ashley, MI,501
19884,-5.26%,Ashley, OH,"1,152"
24180,-15.65%,Ashley, ND,744
24712,-17.62%,Ashley, IL,505
17365,-1.17%,Ashley Heights, NC,337
11758,7.54%,Ashmore, IL,870
22363,-10.22%,Ashtabula, OH,"18,819"
11575,7.89%,Ashton, SD,164
18251,-2.57%,Ashton, ID,"1,100"
22104,-9.54%,Ashton, IA,417
24580,-17.08%,Ashton, IL,947
25634,-21.52%,Ashton, NE,186
2289,61.62%,Ashton-Sandy Spring, MD,"5,555"
5067,30.12%,Ashville, OH,"4,130"
17623,-1.55%,Ashville, AL,"2,225"
27428,-34.77%,Ashville, PA,182
18639,-3.23%,Ashwaubenon, WI,"17,065"
6070,24.44%,Askewville, NC,224
15968,0.82%,Askov, MN,371
5132,29.68%,Asotin, WA,"1,420"
9234,13.29%,Aspen, CO,"6,700"
14691,2.74%,Aspen Hill, MD,"51,603"
22580,-10.76%,Aspen Park, CO,780
2200,63.64%,Aspen Springs, CA,54
19382,-4.41%,Aspermont, TX,976
10712,9.78%,Aspers, PA,404
20110,-5.61%,Aspinwall, PA,"2,794"
28668,-56.90%,Aspinwall, IA,25
5436,27.85%,Assaria, KS,560
16244,0.40%,Assumption, IL,"1,266"
4560,33.74%,Astatula, FL,"1,736"
18438,-2.89%,Astor, FL,"1,444"
11886,7.33%,Astoria, SD,161
18598,-3.16%,Astoria, OR,"9,503"
19343,-4.36%,Astoria, IL,"1,141"
3654,41.70%,Atalissa, IA,401
11070,9.02%,Atascadero, CA,"28,792"
1283,94.28%,Atascocita, TX,"69,470"
12215,6.72%,Atchison, KS,"10,920"
28775,-60.27%,Aten, NE,58
6211,23.83%,Atglen, PA,"1,507"
11296,8.54%,Athalia, OH,356
658,150.00%,Athelstan, IA,45
23618,-13.76%,Athena, OR,"1,053"
6405,23.03%,Athens, AL,"23,335"
8368,15.64%,Athens, IL,"1,996"
9287,13.16%,Athens, OH,"24,151"
9293,13.15%,Athens, TX,"12,782"
12131,6.87%,Athens, LA,280
14563,2.90%,Athens, TN,"13,603"
17944,-2.08%,Athens, PA,"3,344"
18864,-3.60%,Athens, MI,"1,071"
18886,-3.63%,Athens, WV,"1,062"
21340,-7.95%,Athens, WI,"1,008"
24143,-15.52%,Athens, NY,"1,432"
7621,18.20%,Athens-Clarke County Unified Government, GA,"118,514"
18027,-2.22%,Atherton, CA,"7,034"
10152,11.09%,Athol, ID,751
11606,7.84%,Athol, KS,55
16807,-0.36%,Athol, MA,"8,340"
26766,-28.26%,Atka, AK,66
1464,85.47%,Atkins, IA,"1,812"
12770,5.77%,Atkins, AR,"3,044"
14817,2.55%,Atkins, VA,"1,167"
4387,35.17%,Atkinson, NC,319
13587,4.42%,Atkinson, NE,"1,299"
14279,3.30%,Atkinson, IL,"1,034"
7367,19.12%,Atkinson Mills, PA,243
7577,18.36%,Atlanta, MI,896
11069,9.02%,Atlanta, KS,278
12744,5.80%,Atlanta, GA,"440,641"
17812,-1.86%,Atlanta, TX,"5,638"
22011,-9.33%,Atlanta, IN,690
23188,-12.44%,Atlanta, MO,394
24315,-16.15%,Atlanta, NE,109
25588,-21.33%,Atlanta, LA,118
26203,-24.62%,Atlanta, IL,"1,243"
690,143.61%,Atlantic, VA,"1,240"
18968,-3.78%,Atlantic, IA,"6,983"
24357,-16.28%,Atlantic, PA,36
26063,-23.87%,Atlantic, NC,405
19066,-3.95%,Atlantic Beach, FL,"12,840"
21925,-9.15%,Atlantic Beach, NC,"1,618"
24992,-18.78%,Atlantic Beach, NY,"1,613"
26072,-23.93%,Atlantic Beach, SC,267
18183,-2.46%,Atlantic City, NJ,"39,521"
27544,-35.90%,Atlantic City, WY,25
21052,-7.40%,Atlantic Highlands, NJ,"4,357"
14568,2.89%,Atlantis, FL,"2,063"
11996,7.13%,Atlas, PA,932
9485,12.66%,Atlasburg, PA,258
17923,-2.04%,Atmautluak, AK,288
4859,31.53%,Atmore, AL,"10,096"
550,169.77%,Atoka, TN,"8,727"
14151,3.51%,Atoka, OK,"3,093"
26642,-27.24%,Atoka, NM,633
23045,-12.00%,Atomic City, ID,22
19063,-3.95%,Atqasuk, AK,219
21875,-9.06%,Attalla, AL,"5,995"
10289,10.77%,Attapulgus, GA,545
7519,18.55%,Attica, KS,754
14767,2.62%,Attica, OH,980
16195,0.46%,Attica, NY,"2,609"
18868,-3.61%,Attica, IN,"3,365"
26121,-24.15%,Attica, MI,782
13802,4.06%,Attleboro, MA,"43,774"
28155,-45.00%,Attu Station, AK,11
6138,24.11%,Atwater, CA,"28,686"
10661,9.90%,Atwater, OH,677
20434,-6.21%,Atwater, MN,"1,012"
12842,5.64%,Atwood, CO,206
17766,-1.79%,Atwood, PA,110
18741,-3.40%,Atwood, TN,966
22199,-9.77%,Atwood, IL,"1,164"
25374,-20.33%,Atwood, KS,"1,019"
27242,-32.74%,Atwood, OK,76
26071,-23.93%,Au Gres, MI,782
23523,-13.44%,Au Sable, MI,"1,327"
27941,-41.34%,Au Sable Forks, NY,393
8840,14.32%,Auberry, CA,"2,347"
1588,80.60%,Aubrey, TX,"2,709"
26079,-23.98%,Aubrey, AR,168
1554,82.08%,Auburn, WA,"73,403"
4701,32.57%,Auburn, AL,"56,986"
6570,22.33%,Auburn, WV,126
7695,17.93%,Auburn, KS,"1,322"
8281,15.91%,Auburn, IL,"5,004"
10682,9.85%,Auburn, CA,"13,690"
11646,7.76%,Auburn, KY,"1,556"
11828,7.44%,Auburn, IN,"12,972"
12056,7.01%,Auburn, GA,"7,388"
13350,4.77%,Auburn, PA,879
14788,2.59%,Auburn, MI,"2,063"
14987,2.27%,Auburn, NE,"3,426"
17263,-1.05%,Auburn, ME,"22,960"
19248,-4.22%,Auburn, NY,"27,369"
23110,-12.16%,Auburn, IA,260
26723,-27.90%,Auburn, WY,199
28631,-55.56%,Auburn, ND,8
11038,9.08%,Auburn Hills, MI,"21,639"
18433,-2.88%,Auburn Lake Trails, CA,"3,839"
5638,26.71%,Auburndale, FL,"13,979"
24835,-18.16%,Auburndale, WI,604
2737,53.57%,Auburntown, TN,387
28891,-65.47%,Aucilla, FL,106
5162,29.53%,Audubon, PA,"8,483"
6482,22.70%,Audubon, MN,546
19484,-4.56%,Audubon, NJ,"8,763"
23146,-12.30%,Audubon, IA,"2,089"
19511,-4.63%,Audubon Park, NJ,"1,051"
23295,-12.75%,Audubon Park, KY,"1,348"
11262,8.59%,August, CA,"8,479"
4700,32.57%,Augusta, MO,289
10750,9.69%,Augusta, KS,"9,239"
12303,6.58%,Augusta, WI,"1,556"
15275,1.82%,Augusta, ME,"18,898"
17742,-1.74%,Augusta, KY,"1,183"
18636,-3.23%,Augusta, MI,870
21006,-7.31%,Augusta, IL,609
22484,-10.51%,Augusta, AR,"2,385"
23843,-14.44%,Augusta, MT,243
22243,-9.90%,Augusta Springs, VA,282
16033,0.70%,Augusta-Richmond County Consolidated Government, GA,"196,551"
21954,-9.23%,Aulander, NC,806
4420,34.88%,Aullville, MO,116
11168,8.80%,Ault, CO,"1,558"
6054,24.54%,Aumsville, OR,"3,740"
15120,2.07%,Aurelia, IA,"1,084"
1620,79.25%,Aurora, TX,"1,529"
2809,52.37%,Aurora, OR,998
3741,40.80%,Aurora, SD,704
3846,39.78%,Aurora, IL,"199,878"
6456,22.83%,Aurora, CO,"339,480"
8638,14.84%,Aurora, OH,"15,568"
8802,14.43%,Aurora, IA,222
12308,6.57%,Aurora, MO,"7,475"
12879,5.59%,Aurora, NE,"4,461"
13499,4.54%,Aurora, UT,990
15201,1.94%,Aurora, NY,734
19805,-5.12%,Aurora, IN,"3,762"
20598,-6.52%,Aurora, NC,545
22772,-11.24%,Aurora, WV,221
23768,-14.22%,Aurora, MN,"1,587"
27809,-39.24%,Aurora, KS,48
69,700.00%,Aurora Center, SD,56
5153,29.58%,Austell, GA,"6,944"
207,327.11%,Austin, AR,"2,584"
302,252.38%,Austin, NV,74
4843,31.63%,Austin, TX,"864,218"
12530,6.20%,Austin, MN,"24,760"
21906,-9.10%,Austin, IN,"4,294"
23214,-12.52%,Austin, PA,545
28659,-56.63%,Austinburg, OH,350
21467,-8.20%,Austintown, OH,"29,034"
24853,-18.23%,Austwell, TX,157
4490,34.27%,Autaugaville, AL,"1,101"
1065,106.63%,Autryville, NC,405
25365,-20.26%,Auxier, KY,366
9772,11.99%,Auxvasse, MO,"1,009"
12535,6.19%,Ava, IL,703
17644,-1.59%,Ava, MO,"2,973"
7004,20.50%,Avalon, CA,"3,768"
11091,8.96%,Avalon, FL,620
22734,-11.14%,Avalon, PA,"4,704"
23558,-13.58%,Avalon, NJ,"1,852"
27137,-31.65%,Avalon, GA,190
17107,-0.81%,Avant, OK,369
5040,30.31%,Avella, PA,933
17121,-0.82%,Avenal, CA,"14,553"
14980,2.28%,Avenel, NJ,"17,952"
3242,46.35%,Aventura, FL,"36,979"
12445,6.34%,Avenue B And C, AZ,"4,059"
3720,41.01%,Avera, GA,306
7851,17.40%,Averill Park, NY,"1,781"
16304,0.30%,Avery, CA,674
23856,-14.50%,Avery, TX,395
1465,85.41%,Avery Creek, NC,"2,605"
8884,14.20%,Avila Beach, CA,"1,166"
9031,13.81%,Avilla, IN,"2,332"
23173,-12.41%,Avilla, MO,120
25005,-18.84%,Avilla, AR,935
9911,11.64%,Avinger, TX,518
8226,16.09%,Avis, PA,"1,732"
1942,69.94%,Aviston, IL,"2,092"
1865,71.87%,Avoca, AR,727
2598,56.08%,Avoca, IN,821
14645,2.80%,Avoca, WI,625
19754,-5.06%,Avoca, NY,957
20643,-6.59%,Avoca, PA,"2,663"
24685,-17.52%,Avoca, IA,"1,328"
27286,-33.33%,Avoca, NE,180
27439,-34.93%,Avoca, MN,95
15243,1.87%,Avocado Heights, CA,"15,432"
217,318.06%,Avon, NC,949
777,133.19%,Avon, IN,"14,570"
1366,90.31%,Avon, OH,"21,783"
6035,24.64%,Avon, MN,"1,548"
6108,24.25%,Avon, AL,579
8651,14.80%,Avon, CO,"6,384"
9446,12.76%,Avon, NY,"3,357"
10533,10.16%,Avon, SD,618
13893,3.92%,Avon, UT,318
25776,-22.30%,Avon, IL,711
27417,-34.68%,Avon, MT,81
27930,-41.14%,Avon, PA,"1,681"
25136,-19.34%,Avon By The Sea, NJ,"1,810"
5734,26.10%,Avon Lake, OH,"22,881"
13917,3.89%,Avon Park, FL,"8,874"
939,117.13%,Avondale, AZ,"77,912"
3519,43.23%,Avondale, PA,"1,587"
17891,-1.99%,Avondale, CO,739
18673,-3.29%,Avondale, LA,"5,262"
20757,-6.81%,Avondale, MO,493
12382,6.44%,Avondale Estates, GA,"2,777"
24900,-18.41%,Avonia, PA,"1,086"
7909,17.20%,Avonmore, PA,961
18111,-2.36%,Avra Valley, AZ,"4,919"
7729,17.82%,Awendaw, SC,"1,408"
6613,22.16%,Axis, AL,"1,020"
21188,-7.64%,Axtell, KS,411
22531,-10.63%,Axtell, NE,622
11281,8.57%,Ayden, NC,"5,018"
17241,-1.01%,Ayer, MA,"2,930"
5502,27.43%,Aynor, SC,748
23403,-13.04%,Ayr, ND,20
25988,-23.47%,Ayr, NE,75
25672,-21.78%,Ayrshire, IA,158
7335,19.24%,Azalea Park, FL,"13,203"
9802,11.92%,Azle, TX,"10,744"
13987,3.78%,Aztec, NM,"6,619"
16462,0.00%,Aztec, AZ,3
26994,-30.43%,Azure, MT,176
12604,6.06%,Azusa, CA,"47,420"
9721,12.09%,B And E Colonia, TX,751
19263,-4.24%,Babb, MT,113
14152,3.51%,Babbie, AL,649
23317,-12.81%,Babbitt, MN,"1,456"
28250,-46.77%,Babcock, WI,66
13265,4.91%,Babson Park, FL,"1,240"
18793,-3.47%,Babylon, NY,"12,177"
21848,-9.00%,Backus, MN,283
6259,23.61%,Bacliff, TX,"8,606"
14246,3.36%,Baconton, GA,831
22668,-10.98%,Bad Axe, MI,"3,082"
20633,-6.58%,Baden, PA,"4,089"
23833,-14.41%,Baden, MD,"1,942"
8053,16.69%,Badger, AK,"21,175"
15224,1.91%,Badger, MN,479
25007,-18.85%,Badger, IA,495
28463,-51.39%,Badger, SD,70
990,112.50%,Badger Lee, OK,102
3910,39.34%,Badin, NC,"1,608"
614,156.85%,Bagdad, FL,"3,827"
6540,22.43%,Bagdad, AZ,"1,932"
12612,6.03%,Baggs, WY,369
3337,45.43%,Bagley, WI,493
7578,18.36%,Bagley, IA,419
8588,14.98%,Bagley, MN,"1,420"
14957,2.33%,Bagnell, MO,88
27063,-31.02%,Bagtown, MD,249
11692,7.68%,Baidland, PA,"1,697"
11538,7.98%,Bailey, TX,230
26482,-26.27%,Bailey, NC,494
4559,33.75%,Bailey Lake, OH,531
12678,5.91%,Bailey Prairie, TX,735
11689,7.69%,Baileys Crossroads, VA,"24,947"
16256,0.37%,Baileys Harbor, WI,268
11320,8.48%,Baileyton, AL,742
18005,-2.18%,Baileyton, TN,493
3784,40.27%,Baileyville, PA,310
25468,-20.74%,Baileyville, KS,172
6065,24.47%,Bainbridge, PA,"1,689"
7368,19.11%,Bainbridge, IN,885
11785,7.49%,Bainbridge, GA,"12,600"
17931,-2.05%,Bainbridge, NY,"1,337"
25339,-20.16%,Bainbridge, OH,"2,728"
8861,14.27%,Bainbridge Island, WA,"23,206"
26034,-23.72%,Bainbridge village, OH,772
4297,35.95%,Bainville, MT,208
10908,9.37%,Baird, TX,"1,775"
2248,62.61%,Bairdford, PA,"1,096"
2461,58.46%,Bairdstown, OH,206
3239,46.39%,Bairoil, WY,142
13792,4.07%,Baiting Hollow, NY,"1,508"
4352,35.50%,Baker, CA,916
11195,8.73%,Baker, MT,"1,843"
12413,6.38%,Baker, MN,50
16284,0.33%,Baker, LA,"13,838"
27864,-40.00%,Baker, MO,3
28494,-52.08%,Baker, NV,23
17153,-0.87%,Baker City, OR,"9,774"
25551,-21.14%,Baker Hill, AL,276
3354,45.19%,Bakersfield, CA,"358,700"
22491,-10.53%,Bakersfield, MO,255
